panel,gross,CAGR,Sharpe,MaxDD,H1,H2,IS_CAGR,IS_Sharpe,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,MISS,MISS_is,MISS_oos,L_H1,L_H2,L_OOS,L_DD,L_CAGR,A_H1,A_H2,A_DD,O_S,O_DD,O_CAGR,pass4b,pass4a,pass4b_oos
B136,0.3,0.06388483980525494,1.0594428126149014,-0.08672096624141135,1.2859408329469937,0.8800717116702663,0.0636049626530133,1.140807771108317,-0.059505431935822584,0.06411548358053709,1.0054987279847747,-0.08672096624141135,4.2258885909089186,4.111337136091706,4.320450720589697,True,True,True,True,False,True,False,True,True,True,False,False,False,False
B136,0.35,0.07458782816568266,1.0599245358909708,-0.10068113078456065,1.286415610203458,0.8805950792182164,0.07430453322055297,1.1412208722254356,-0.06930575655301052,0.07482128862695192,1.0060403957911241,-0.10068113078456076,3.155589754866148,3.0413800793377384,3.249870215948214,True,True,True,True,False,True,False,True,True,True,False,False,False,False
B136,0.4,0.08530141429279392,1.0603980371058317,-0.11450196962857728,1.2868827103437144,0.8811108785965581,0.08502816295230642,1.1416269857989212,-0.07907033015066456,0.08552659548697572,1.006573394298753,-0.11450196962857706,2.0842311421550215,1.9690171061623936,2.179339529945834,True,True,True,True,False,True,False,True,True,True,False,False,False,False
B136,0.45,0.0960234496348773,1.0608624235478246,-0.1281841567538472,1.2873402010089618,0.8816191019661377,0.09577401897855609,1.1420239200748576,-0.08879853620873712,0.09622899612292013,1.007097767395711,-0.12818415675384776,1.0120276079466834,0.9815717626576292,1.1090994663513931,True,True,True,True,False,True,False,False,True,True,False,False,False,False
B136,0.5,0.10675175140207016,1.0613172049637596,-0.14172844448877653,1.2877887796439833,0.8821182819661783,0.10654041644278789,1.1424121746572091,-0.09848954869052562,0.10692589883084103,1.0076123238250767,-0.14172844448877653,1.931859045687645,1.950673010836479,1.931859045687634,True,True,True,True,True,True,False,False,True,True,False,True,False,False
B136,0.55,0.11748409738093457,1.06176197335862,-0.15513526976429914,1.2882271314270397,0.8826087872006162,0.11732547317238184,1.1427905042402007,-0.10814275954909958,0.11761480345776176,1.008117261923511,-0.15513526976429937,3.2725415732399066,2.9159940966938747,3.2725415732399177,True,True,True,True,True,True,False,False,True,True,True,True,False,True
B136,0.6,0.12821819208258534,1.0621963323951173,-0.16840548135869893,1.2886545518020684,0.883090486986644,0.12812726849018197,1.1431581769473835,-0.11775726907540796,0.12829310877488553,1.0086124267911551,-0.16840548135869893,4.599562732679885,3.8774450493247126,4.599562732679874,True,True,True,True,True,True,False,False,True,True,True,True,False,True
B136,0.65,0.13895172068729855,1.0626200842874902,-0.1815398564875792,1.289070505668076,0.8835634940278978,0.13894382265320337,1.1435145080141078,-0.12733247761124222,0.13895822785259915,1.0090979821698232,-0.18153985648757875,5.913000245567912,4.83496590290814,5.913000245567856,True,True,True,True,True,True,False,False,True,True,True,True,False,True
B136,0.7,0.14968219038185238,1.0630322230188143,-0.19453874207190103,1.289474383254928,0.8840265333161325,0.14977309810221318,1.1438589547706266,-0.13686773366832095,0.14960729767280112,1.0095726160474137,-0.19453874207190114,7.2128888040000945,5.788491508616012,7.2128888040000945,True,True,True,True,True,True,False,False,True,True,True,True,False,True
B136,0.75,0.16040704123612182,1.0634318900924733,-0.20740302267849475,1.2898666135999557,0.8844777366429588,0.16061313997190863,1.1441918935936697,-0.14636241107806824,0.16023726571201902,1.0100346106764955,-0.20740302267849475,8.499316864659468,6.737959249590741,8.499316864659455,True,True,True,False,True,True,False,False,True,False,True,False,False,False
