legset,leg,episode,rung,matching,scope,family,win,n,n_deleted,win_NONE,delta
ENDYEAR,..2013,COVID_WIDE,0.0,WINMATCH,SMALL663,QROLL,0.0,144,0,0.0,0.0
ENDYEAR,..2013,COVID_WIDE,0.0,WINMATCH,SMALL663,adv,-0.7777777777777778,216,0,-0.7777777777777778,0.0
ENDYEAR,..2013,COVID_WIDE,10.0,FULLMATCH,POOLED,ABS,0.4074074074074074,108,0,0.4074074074074074,0.0
ENDYEAR,..2013,COVID_WIDE,10.0,FULLMATCH,POOLED,QEXP,0.6666666666666666,108,0,0.6666666666666666,0.0
ENDYEAR,..2013,COVID_WIDE,10.0,FULLMATCH,POOLED,QROLL,0.6990740740740741,432,0,0.6990740740740741,0.0
ENDYEAR,..2013,COVID_WIDE,10.0,FULLMATCH,POOLED,adv,0.03240740740740744,648,0,0.03240740740740744,0.0
ENDYEAR,..2013,COVID_WIDE,10.0,FULLMATCH,U56,ABS,0.3888888888888889,36,0,0.3888888888888889,0.0
ENDYEAR,..2013,COVID_WIDE,10.0,FULLMATCH,U56,QEXP,0.5,36,0,0.5,0.0
ENDYEAR,..2013,COVID_WIDE,10.0,FULLMATCH,U56,QROLL,0.5,144,0,0.5,0.0
ENDYEAR,..2013,COVID_WIDE,10.0,FULLMATCH,U56,adv,0.0,216,0,0.0,0.0
ENDYEAR,..2013,COVID_WIDE,10.0,FULLMATCH,B136,ABS,0.16666666666666666,36,0,0.16666666666666666,0.0
ENDYEAR,..2013,COVID_WIDE,10.0,FULLMATCH,B136,QEXP,0.6666666666666666,36,0,0.6666666666666666,0.0
ENDYEAR,..2013,COVID_WIDE,10.0,FULLMATCH,B136,QROLL,0.8888888888888888,144,0,0.8888888888888888,0.0
ENDYEAR,..2013,COVID_WIDE,10.0,FULLMATCH,B136,adv,0.2222222222222222,216,0,0.2222222222222222,0.0
ENDYEAR,..2013,COVID_WIDE,10.0,FULLMATCH,SMALL663,ABS,0.6666666666666666,36,0,0.6666666666666666,0.0
ENDYEAR,..2013,COVID_WIDE,10.0,FULLMATCH,SMALL663,QEXP,0.8333333333333334,36,0,0.8333333333333334,0.0
ENDYEAR,..2013,COVID_WIDE,10.0,FULLMATCH,SMALL663,QROLL,0.7083333333333334,144,0,0.7083333333333334,0.0
ENDYEAR,..2013,COVID_WIDE,10.0,FULLMATCH,SMALL663,adv,-0.125,216,0,-0.125,0.0
ENDYEAR,..2013,COVID_WIDE,10.0,WINMATCH,POOLED,ABS,0.4074074074074074,108,0,0.4074074074074074,0.0
ENDYEAR,..2013,COVID_WIDE,10.0,WINMATCH,POOLED,QEXP,0.0,108,0,0.0,0.0
ENDYEAR,..2013,COVID_WIDE,10.0,WINMATCH,POOLED,QROLL,0.18518518518518517,432,0,0.18518518518518517,0.0
ENDYEAR,..2013,COVID_WIDE,10.0,WINMATCH,POOLED,adv,-0.2222222222222222,648,0,-0.2222222222222222,0.0
ENDYEAR,..2013,COVID_WIDE,10.0,WINMATCH,U56,ABS,0.3888888888888889,36,0,0.3888888888888889,0.0
ENDYEAR,..2013,COVID_WIDE,10.0,WINMATCH,U56,QEXP,0.0,36,0,0.0,0.0
ENDYEAR,..2013,COVID_WIDE,10.0,WINMATCH,U56,QROLL,0.16666666666666666,144,0,0.16666666666666666,0.0
ENDYEAR,..2013,COVID_WIDE,10.0,WINMATCH,U56,adv,-0.22222222222222224,216,0,-0.22222222222222224,0.0
ENDYEAR,..2013,COVID_WIDE,10.0,WINMATCH,B136,ABS,0.16666666666666666,36,0,0.16666666666666666,0.0
ENDYEAR,..2013,COVID_WIDE,10.0,WINMATCH,B136,QEXP,0.0,36,0,0.0,0.0
ENDYEAR,..2013,COVID_WIDE,10.0,WINMATCH,B136,QROLL,0.3888888888888889,144,0,0.3888888888888889,0.0
ENDYEAR,..2013,COVID_WIDE,10.0,WINMATCH,B136,adv,0.22222222222222224,216,0,0.22222222222222224,0.0
ENDYEAR,..2013,COVID_WIDE,10.0,WINMATCH,SMALL663,ABS,0.6666666666666666,36,0,0.6666666666666666,0.0
ENDYEAR,..2013,COVID_WIDE,10.0,WINMATCH,SMALL663,QEXP,0.0,36,0,0.0,0.0
ENDYEAR,..2013,COVID_WIDE,10.0,WINMATCH,SMALL663,QROLL,0.0,144,0,0.0,0.0
ENDYEAR,..2013,COVID_WIDE,10.0,WINMATCH,SMALL663,adv,-0.6666666666666666,216,0,-0.6666666666666666,0.0
ENDYEAR,..2013,COVID_WIDE,25.0,FULLMATCH,POOLED,ABS,0.3148148148148148,108,0,0.3148148148148148,0.0
ENDYEAR,..2013,COVID_WIDE,25.0,FULLMATCH,POOLED,QEXP,0.8333333333333334,108,0,0.8333333333333334,0.0
ENDYEAR,..2013,COVID_WIDE,25.0,FULLMATCH,POOLED,QROLL,0.7314814814814815,432,0,0.7314814814814815,0.0
ENDYEAR,..2013,COVID_WIDE,25.0,FULLMATCH,POOLED,adv,-0.10185185185185186,648,0,-0.10185185185185186,0.0
ENDYEAR,..2013,COVID_WIDE,25.0,FULLMATCH,U56,ABS,0.2222222222222222,36,0,0.2222222222222222,0.0
ENDYEAR,..2013,COVID_WIDE,25.0,FULLMATCH,U56,QEXP,1.0,36,0,1.0,0.0
ENDYEAR,..2013,COVID_WIDE,25.0,FULLMATCH,U56,QROLL,0.625,144,0,0.625,0.0
ENDYEAR,..2013,COVID_WIDE,25.0,FULLMATCH,U56,adv,-0.375,216,0,-0.375,0.0
ENDYEAR,..2013,COVID_WIDE,25.0,FULLMATCH,B136,ABS,0.05555555555555555,36,0,0.05555555555555555,0.0
ENDYEAR,..2013,COVID_WIDE,25.0,FULLMATCH,B136,QEXP,0.6666666666666666,36,0,0.6666666666666666,0.0
ENDYEAR,..2013,COVID_WIDE,25.0,FULLMATCH,B136,QROLL,0.8611111111111112,144,0,0.8611111111111112,0.0
ENDYEAR,..2013,COVID_WIDE,25.0,FULLMATCH,B136,adv,0.19444444444444453,216,0,0.19444444444444453,0.0
ENDYEAR,..2013,COVID_WIDE,25.0,FULLMATCH,SMALL663,ABS,0.6666666666666666,36,0,0.6666666666666666,0.0
ENDYEAR,..2013,COVID_WIDE,25.0,FULLMATCH,SMALL663,QEXP,0.8333333333333334,36,0,0.8333333333333334,0.0
ENDYEAR,..2013,COVID_WIDE,25.0,FULLMATCH,SMALL663,QROLL,0.7083333333333334,144,0,0.7083333333333334,0.0
ENDYEAR,..2013,COVID_WIDE,25.0,FULLMATCH,SMALL663,adv,-0.125,216,0,-0.125,0.0
ENDYEAR,..2013,COVID_WIDE,25.0,WINMATCH,POOLED,ABS,0.3148148148148148,108,0,0.3148148148148148,0.0
ENDYEAR,..2013,COVID_WIDE,25.0,WINMATCH,POOLED,QEXP,0.0,108,0,0.0,0.0
ENDYEAR,..2013,COVID_WIDE,25.0,WINMATCH,POOLED,QROLL,0.16203703703703703,432,0,0.16203703703703703,0.0
ENDYEAR,..2013,COVID_WIDE,25.0,WINMATCH,POOLED,adv,-0.1527777777777778,648,0,-0.1527777777777778,0.0
ENDYEAR,..2013,COVID_WIDE,25.0,WINMATCH,U56,ABS,0.2222222222222222,36,0,0.2222222222222222,0.0
ENDYEAR,..2013,COVID_WIDE,25.0,WINMATCH,U56,QEXP,0.0,36,0,0.0,0.0
ENDYEAR,..2013,COVID_WIDE,25.0,WINMATCH,U56,QROLL,0.125,144,0,0.125,0.0
ENDYEAR,..2013,COVID_WIDE,25.0,WINMATCH,U56,adv,-0.09722222222222221,216,0,-0.09722222222222221,0.0
ENDYEAR,..2013,COVID_WIDE,25.0,WINMATCH,B136,ABS,0.05555555555555555,36,0,0.05555555555555555,0.0
ENDYEAR,..2013,COVID_WIDE,25.0,WINMATCH,B136,QEXP,0.0,36,0,0.0,0.0
ENDYEAR,..2013,COVID_WIDE,25.0,WINMATCH,B136,QROLL,0.3611111111111111,144,0,0.3611111111111111,0.0
ENDYEAR,..2013,COVID_WIDE,25.0,WINMATCH,B136,adv,0.3055555555555556,216,0,0.3055555555555556,0.0
ENDYEAR,..2013,COVID_WIDE,25.0,WINMATCH,SMALL663,ABS,0.6666666666666666,36,0,0.6666666666666666,0.0
ENDYEAR,..2013,COVID_WIDE,25.0,WINMATCH,SMALL663,QEXP,0.0,36,0,0.0,0.0
ENDYEAR,..2013,COVID_WIDE,25.0,WINMATCH,SMALL663,QROLL,0.0,144,0,0.0,0.0
ENDYEAR,..2013,COVID_WIDE,25.0,WINMATCH,SMALL663,adv,-0.6666666666666666,216,0,-0.6666666666666666,0.0
ENDYEAR,..2013,COVID_DD,0.0,FULLMATCH,POOLED,ABS,0.5185185185185185,108,0,0.5185185185185185,0.0
ENDYEAR,..2013,COVID_DD,0.0,FULLMATCH,POOLED,QEXP,0.48148148148148145,108,0,0.48148148148148145,0.0
ENDYEAR,..2013,COVID_DD,0.0,FULLMATCH,POOLED,QROLL,0.6111111111111112,432,0,0.6111111111111112,0.0
ENDYEAR,..2013,COVID_DD,0.0,FULLMATCH,POOLED,adv,0.09259259259259267,648,0,0.09259259259259267,0.0
ENDYEAR,..2013,COVID_DD,0.0,FULLMATCH,U56,ABS,0.5,36,0,0.5,0.0
ENDYEAR,..2013,COVID_DD,0.0,FULLMATCH,U56,QEXP,0.0,36,0,0.0,0.0
ENDYEAR,..2013,COVID_DD,0.0,FULLMATCH,U56,QROLL,0.2361111111111111,144,0,0.2361111111111111,0.0
ENDYEAR,..2013,COVID_DD,0.0,FULLMATCH,U56,adv,-0.2638888888888889,216,0,-0.2638888888888889,0.0
ENDYEAR,..2013,COVID_DD,0.0,FULLMATCH,B136,ABS,0.2777777777777778,36,0,0.2777777777777778,0.0
ENDYEAR,..2013,COVID_DD,0.0,FULLMATCH,B136,QEXP,0.6111111111111112,36,0,0.6111111111111112,0.0
ENDYEAR,..2013,COVID_DD,0.0,FULLMATCH,B136,QROLL,0.8888888888888888,144,0,0.8888888888888888,0.0
ENDYEAR,..2013,COVID_DD,0.0,FULLMATCH,B136,adv,0.2777777777777777,216,0,0.2777777777777777,0.0
ENDYEAR,..2013,COVID_DD,0.0,FULLMATCH,SMALL663,ABS,0.7777777777777778,36,0,0.7777777777777778,0.0
ENDYEAR,..2013,COVID_DD,0.0,FULLMATCH,SMALL663,QEXP,0.8333333333333334,36,0,0.8333333333333334,0.0
ENDYEAR,..2013,COVID_DD,0.0,FULLMATCH,SMALL663,QROLL,0.7083333333333334,144,0,0.7083333333333334,0.0
ENDYEAR,..2013,COVID_DD,0.0,FULLMATCH,SMALL663,adv,-0.125,216,0,-0.125,0.0
ENDYEAR,..2013,COVID_DD,0.0,WINMATCH,POOLED,ABS,0.5185185185185185,108,0,0.5185185185185185,0.0
ENDYEAR,..2013,COVID_DD,0.0,WINMATCH,POOLED,QEXP,0.0,108,0,0.0,0.0
ENDYEAR,..2013,COVID_DD,0.0,WINMATCH,POOLED,QROLL,0.20833333333333334,432,0,0.20833333333333334,0.0
ENDYEAR,..2013,COVID_DD,0.0,WINMATCH,POOLED,adv,-0.3101851851851851,648,0,-0.3101851851851851,0.0
ENDYEAR,..2013,COVID_DD,0.0,WINMATCH,U56,ABS,0.5,36,0,0.5,0.0
ENDYEAR,..2013,COVID_DD,0.0,WINMATCH,U56,QEXP,0.0,36,0,0.0,0.0
ENDYEAR,..2013,COVID_DD,0.0,WINMATCH,U56,QROLL,0.2361111111111111,144,0,0.2361111111111111,0.0
ENDYEAR,..2013,COVID_DD,0.0,WINMATCH,U56,adv,-0.2638888888888889,216,0,-0.2638888888888889,0.0
ENDYEAR,..2013,COVID_DD,0.0,WINMATCH,B136,ABS,0.2777777777777778,36,0,0.2777777777777778,0.0
ENDYEAR,..2013,COVID_DD,0.0,WINMATCH,B136,QEXP,0.0,36,0,0.0,0.0
ENDYEAR,..2013,COVID_DD,0.0,WINMATCH,B136,QROLL,0.3888888888888889,144,0,0.3888888888888889,0.0
ENDYEAR,..2013,COVID_DD,0.0,WINMATCH,B136,adv,0.1111111111111111,216,0,0.1111111111111111,0.0
ENDYEAR,..2013,COVID_DD,0.0,WINMATCH,SMALL663,ABS,0.7777777777777778,36,0,0.7777777777777778,0.0
ENDYEAR,..2013,COVID_DD,0.0,WINMATCH,SMALL663,QEXP,0.0,36,0,0.0,0.0
ENDYEAR,..2013,COVID_DD,0.0,WINMATCH,SMALL663,QROLL,0.0,144,0,0.0,0.0
ENDYEAR,..2013,COVID_DD,0.0,WINMATCH,SMALL663,adv,-0.7777777777777778,216,0,-0.7777777777777778,0.0
ENDYEAR,..2013,COVID_DD,10.0,FULLMATCH,POOLED,ABS,0.4074074074074074,108,0,0.4074074074074074,0.0
ENDYEAR,..2013,COVID_DD,10.0,FULLMATCH,POOLED,QEXP,0.6666666666666666,108,0,0.6666666666666666,0.0
ENDYEAR,..2013,COVID_DD,10.0,FULLMATCH,POOLED,QROLL,0.6990740740740741,432,0,0.6990740740740741,0.0
ENDYEAR,..2013,COVID_DD,10.0,FULLMATCH,POOLED,adv,0.03240740740740744,648,0,0.03240740740740744,0.0
ENDYEAR,..2013,COVID_DD,10.0,FULLMATCH,U56,ABS,0.3888888888888889,36,0,0.3888888888888889,0.0
ENDYEAR,..2013,COVID_DD,10.0,FULLMATCH,U56,QEXP,0.5,36,0,0.5,0.0
ENDYEAR,..2013,COVID_DD,10.0,FULLMATCH,U56,QROLL,0.5,144,0,0.5,0.0
ENDYEAR,..2013,COVID_DD,10.0,FULLMATCH,U56,adv,0.0,216,0,0.0,0.0
ENDYEAR,..2013,COVID_DD,10.0,FULLMATCH,B136,ABS,0.16666666666666666,36,0,0.16666666666666666,0.0
ENDYEAR,..2013,COVID_DD,10.0,FULLMATCH,B136,QEXP,0.6666666666666666,36,0,0.6666666666666666,0.0
ENDYEAR,..2013,COVID_DD,10.0,FULLMATCH,B136,QROLL,0.8888888888888888,144,0,0.8888888888888888,0.0
ENDYEAR,..2013,COVID_DD,10.0,FULLMATCH,B136,adv,0.2222222222222222,216,0,0.2222222222222222,0.0
ENDYEAR,..2013,COVID_DD,10.0,FULLMATCH,SMALL663,ABS,0.6666666666666666,36,0,0.6666666666666666,0.0
ENDYEAR,..2013,COVID_DD,10.0,FULLMATCH,SMALL663,QEXP,0.8333333333333334,36,0,0.8333333333333334,0.0
ENDYEAR,..2013,COVID_DD,10.0,FULLMATCH,SMALL663,QROLL,0.7083333333333334,144,0,0.7083333333333334,0.0
ENDYEAR,..2013,COVID_DD,10.0,FULLMATCH,SMALL663,adv,-0.125,216,0,-0.125,0.0
ENDYEAR,..2013,COVID_DD,10.0,WINMATCH,POOLED,ABS,0.4074074074074074,108,0,0.4074074074074074,0.0
ENDYEAR,..2013,COVID_DD,10.0,WINMATCH,POOLED,QEXP,0.0,108,0,0.0,0.0
ENDYEAR,..2013,COVID_DD,10.0,WINMATCH,POOLED,QROLL,0.18518518518518517,432,0,0.18518518518518517,0.0
ENDYEAR,..2013,COVID_DD,10.0,WINMATCH,POOLED,adv,-0.2222222222222222,648,0,-0.2222222222222222,0.0
ENDYEAR,..2013,COVID_DD,10.0,WINMATCH,U56,ABS,0.3888888888888889,36,0,0.3888888888888889,0.0
ENDYEAR,..2013,COVID_DD,10.0,WINMATCH,U56,QEXP,0.0,36,0,0.0,0.0
ENDYEAR,..2013,COVID_DD,10.0,WINMATCH,U56,QROLL,0.16666666666666666,144,0,0.16666666666666666,0.0
ENDYEAR,..2013,COVID_DD,10.0,WINMATCH,U56,adv,-0.22222222222222224,216,0,-0.22222222222222224,0.0
ENDYEAR,..2013,COVID_DD,10.0,WINMATCH,B136,ABS,0.16666666666666666,36,0,0.16666666666666666,0.0
ENDYEAR,..2013,COVID_DD,10.0,WINMATCH,B136,QEXP,0.0,36,0,0.0,0.0
ENDYEAR,..2013,COVID_DD,10.0,WINMATCH,B136,QROLL,0.3888888888888889,144,0,0.3888888888888889,0.0
ENDYEAR,..2013,COVID_DD,10.0,WINMATCH,B136,adv,0.22222222222222224,216,0,0.22222222222222224,0.0
ENDYEAR,..2013,COVID_DD,10.0,WINMATCH,SMALL663,ABS,0.6666666666666666,36,0,0.6666666666666666,0.0
ENDYEAR,..2013,COVID_DD,10.0,WINMATCH,SMALL663,QEXP,0.0,36,0,0.0,0.0
ENDYEAR,..2013,COVID_DD,10.0,WINMATCH,SMALL663,QROLL,0.0,144,0,0.0,0.0
ENDYEAR,..2013,COVID_DD,10.0,WINMATCH,SMALL663,adv,-0.6666666666666666,216,0,-0.6666666666666666,0.0
ENDYEAR,..2013,COVID_DD,25.0,FULLMATCH,POOLED,ABS,0.3148148148148148,108,0,0.3148148148148148,0.0
ENDYEAR,..2013,COVID_DD,25.0,FULLMATCH,POOLED,QEXP,0.8333333333333334,108,0,0.8333333333333334,0.0
ENDYEAR,..2013,COVID_DD,25.0,FULLMATCH,POOLED,QROLL,0.7314814814814815,432,0,0.7314814814814815,0.0
ENDYEAR,..2013,COVID_DD,25.0,FULLMATCH,POOLED,adv,-0.10185185185185186,648,0,-0.10185185185185186,0.0
ENDYEAR,..2013,COVID_DD,25.0,FULLMATCH,U56,ABS,0.2222222222222222,36,0,0.2222222222222222,0.0
ENDYEAR,..2013,COVID_DD,25.0,FULLMATCH,U56,QEXP,1.0,36,0,1.0,0.0
ENDYEAR,..2013,COVID_DD,25.0,FULLMATCH,U56,QROLL,0.625,144,0,0.625,0.0
ENDYEAR,..2013,COVID_DD,25.0,FULLMATCH,U56,adv,-0.375,216,0,-0.375,0.0
ENDYEAR,..2013,COVID_DD,25.0,FULLMATCH,B136,ABS,0.05555555555555555,36,0,0.05555555555555555,0.0
ENDYEAR,..2013,COVID_DD,25.0,FULLMATCH,B136,QEXP,0.6666666666666666,36,0,0.6666666666666666,0.0
ENDYEAR,..2013,COVID_DD,25.0,FULLMATCH,B136,QROLL,0.8611111111111112,144,0,0.8611111111111112,0.0
ENDYEAR,..2013,COVID_DD,25.0,FULLMATCH,B136,adv,0.19444444444444453,216,0,0.19444444444444453,0.0
ENDYEAR,..2013,COVID_DD,25.0,FULLMATCH,SMALL663,ABS,0.6666666666666666,36,0,0.6666666666666666,0.0
ENDYEAR,..2013,COVID_DD,25.0,FULLMATCH,SMALL663,QEXP,0.8333333333333334,36,0,0.8333333333333334,0.0
ENDYEAR,..2013,COVID_DD,25.0,FULLMATCH,SMALL663,QROLL,0.7083333333333334,144,0,0.7083333333333334,0.0
ENDYEAR,..2013,COVID_DD,25.0,FULLMATCH,SMALL663,adv,-0.125,216,0,-0.125,0.0
ENDYEAR,..2013,COVID_DD,25.0,WINMATCH,POOLED,ABS,0.3148148148148148,108,0,0.3148148148148148,0.0
ENDYEAR,..2013,COVID_DD,25.0,WINMATCH,POOLED,QEXP,0.0,108,0,0.0,0.0
ENDYEAR,..2013,COVID_DD,25.0,WINMATCH,POOLED,QROLL,0.16203703703703703,432,0,0.16203703703703703,0.0
ENDYEAR,..2013,COVID_DD,25.0,WINMATCH,POOLED,adv,-0.1527777777777778,648,0,-0.1527777777777778,0.0
ENDYEAR,..2013,COVID_DD,25.0,WINMATCH,U56,ABS,0.2222222222222222,36,0,0.2222222222222222,0.0
ENDYEAR,..2013,COVID_DD,25.0,WINMATCH,U56,QEXP,0.0,36,0,0.0,0.0
ENDYEAR,..2013,COVID_DD,25.0,WINMATCH,U56,QROLL,0.125,144,0,0.125,0.0
ENDYEAR,..2013,COVID_DD,25.0,WINMATCH,U56,adv,-0.09722222222222221,216,0,-0.09722222222222221,0.0
ENDYEAR,..2013,COVID_DD,25.0,WINMATCH,B136,ABS,0.05555555555555555,36,0,0.05555555555555555,0.0
ENDYEAR,..2013,COVID_DD,25.0,WINMATCH,B136,QEXP,0.0,36,0,0.0,0.0
ENDYEAR,..2013,COVID_DD,25.0,WINMATCH,B136,QROLL,0.3611111111111111,144,0,0.3611111111111111,0.0
ENDYEAR,..2013,COVID_DD,25.0,WINMATCH,B136,adv,0.3055555555555556,216,0,0.3055555555555556,0.0
ENDYEAR,..2013,COVID_DD,25.0,WINMATCH,SMALL663,ABS,0.6666666666666666,36,0,0.6666666666666666,0.0
ENDYEAR,..2013,COVID_DD,25.0,WINMATCH,SMALL663,QEXP,0.0,36,0,0.0,0.0
ENDYEAR,..2013,COVID_DD,25.0,WINMATCH,SMALL663,QROLL,0.0,144,0,0.0,0.0
ENDYEAR,..2013,COVID_DD,25.0,WINMATCH,SMALL663,adv,-0.6666666666666666,216,0,-0.6666666666666666,0.0
ENDYEAR,..2013,DD_2015,0.0,FULLMATCH,POOLED,ABS,0.5185185185185185,108,0,0.5185185185185185,0.0
ENDYEAR,..2013,DD_2015,0.0,FULLMATCH,POOLED,QEXP,0.48148148148148145,108,0,0.48148148148148145,0.0
ENDYEAR,..2013,DD_2015,0.0,FULLMATCH,POOLED,QROLL,0.6111111111111112,432,0,0.6111111111111112,0.0
ENDYEAR,..2013,DD_2015,0.0,FULLMATCH,POOLED,adv,0.09259259259259267,648,0,0.09259259259259267,0.0
ENDYEAR,..2013,DD_2015,0.0,FULLMATCH,U56,ABS,0.5,36,0,0.5,0.0
ENDYEAR,..2013,DD_2015,0.0,FULLMATCH,U56,QEXP,0.0,36,0,0.0,0.0
ENDYEAR,..2013,DD_2015,0.0,FULLMATCH,U56,QROLL,0.2361111111111111,144,0,0.2361111111111111,0.0
ENDYEAR,..2013,DD_2015,0.0,FULLMATCH,U56,adv,-0.2638888888888889,216,0,-0.2638888888888889,0.0
ENDYEAR,..2013,DD_2015,0.0,FULLMATCH,B136,ABS,0.2777777777777778,36,0,0.2777777777777778,0.0
ENDYEAR,..2013,DD_2015,0.0,FULLMATCH,B136,QEXP,0.6111111111111112,36,0,0.6111111111111112,0.0
ENDYEAR,..2013,DD_2015,0.0,FULLMATCH,B136,QROLL,0.8888888888888888,144,0,0.8888888888888888,0.0
ENDYEAR,..2013,DD_2015,0.0,FULLMATCH,B136,adv,0.2777777777777777,216,0,0.2777777777777777,0.0
ENDYEAR,..2013,DD_2015,0.0,FULLMATCH,SMALL663,ABS,0.7777777777777778,36,0,0.7777777777777778,0.0
ENDYEAR,..2013,DD_2015,0.0,FULLMATCH,SMALL663,QEXP,0.8333333333333334,36,0,0.8333333333333334,0.0
ENDYEAR,..2013,DD_2015,0.0,FULLMATCH,SMALL663,QROLL,0.7083333333333334,144,0,0.7083333333333334,0.0
ENDYEAR,..2013,DD_2015,0.0,FULLMATCH,SMALL663,adv,-0.125,216,0,-0.125,0.0
ENDYEAR,..2013,DD_2015,0.0,WINMATCH,POOLED,ABS,0.5185185185185185,108,0,0.5185185185185185,0.0
ENDYEAR,..2013,DD_2015,0.0,WINMATCH,POOLED,QEXP,0.0,108,0,0.0,0.0
ENDYEAR,..2013,DD_2015,0.0,WINMATCH,POOLED,QROLL,0.20833333333333334,432,0,0.20833333333333334,0.0
ENDYEAR,..2013,DD_2015,0.0,WINMATCH,POOLED,adv,-0.3101851851851851,648,0,-0.3101851851851851,0.0
ENDYEAR,..2013,DD_2015,0.0,WINMATCH,U56,ABS,0.5,36,0,0.5,0.0
ENDYEAR,..2013,DD_2015,0.0,WINMATCH,U56,QEXP,0.0,36,0,0.0,0.0
ENDYEAR,..2013,DD_2015,0.0,WINMATCH,U56,QROLL,0.2361111111111111,144,0,0.2361111111111111,0.0
ENDYEAR,..2013,DD_2015,0.0,WINMATCH,U56,adv,-0.2638888888888889,216,0,-0.2638888888888889,0.0
ENDYEAR,..2013,DD_2015,0.0,WINMATCH,B136,ABS,0.2777777777777778,36,0,0.2777777777777778,0.0
ENDYEAR,..2013,DD_2015,0.0,WINMATCH,B136,QEXP,0.0,36,0,0.0,0.0
ENDYEAR,..2013,DD_2015,0.0,WINMATCH,B136,QROLL,0.3888888888888889,144,0,0.3888888888888889,0.0
ENDYEAR,..2013,DD_2015,0.0,WINMATCH,B136,adv,0.1111111111111111,216,0,0.1111111111111111,0.0
ENDYEAR,..2013,DD_2015,0.0,WINMATCH,SMALL663,ABS,0.7777777777777778,36,0,0.7777777777777778,0.0
ENDYEAR,..2013,DD_2015,0.0,WINMATCH,SMALL663,QEXP,0.0,36,0,0.0,0.0
ENDYEAR,..2013,DD_2015,0.0,WINMATCH,SMALL663,QROLL,0.0,144,0,0.0,0.0
ENDYEAR,..2013,DD_2015,0.0,WINMATCH,SMALL663,adv,-0.7777777777777778,216,0,-0.7777777777777778,0.0
ENDYEAR,..2013,DD_2015,10.0,FULLMATCH,POOLED,ABS,0.4074074074074074,108,0,0.4074074074074074,0.0
ENDYEAR,..2013,DD_2015,10.0,FULLMATCH,POOLED,QEXP,0.6666666666666666,108,0,0.6666666666666666,0.0
ENDYEAR,..2013,DD_2015,10.0,FULLMATCH,POOLED,QROLL,0.6990740740740741,432,0,0.6990740740740741,0.0
ENDYEAR,..2013,DD_2015,10.0,FULLMATCH,POOLED,adv,0.03240740740740744,648,0,0.03240740740740744,0.0
ENDYEAR,..2013,DD_2015,10.0,FULLMATCH,U56,ABS,0.3888888888888889,36,0,0.3888888888888889,0.0
ENDYEAR,..2013,DD_2015,10.0,FULLMATCH,U56,QEXP,0.5,36,0,0.5,0.0
ENDYEAR,..2013,DD_2015,10.0,FULLMATCH,U56,QROLL,0.5,144,0,0.5,0.0
ENDYEAR,..2013,DD_2015,10.0,FULLMATCH,U56,adv,0.0,216,0,0.0,0.0
ENDYEAR,..2013,DD_2015,10.0,FULLMATCH,B136,ABS,0.16666666666666666,36,0,0.16666666666666666,0.0
ENDYEAR,..2013,DD_2015,10.0,FULLMATCH,B136,QEXP,0.6666666666666666,36,0,0.6666666666666666,0.0
ENDYEAR,..2013,DD_2015,10.0,FULLMATCH,B136,QROLL,0.8888888888888888,144,0,0.8888888888888888,0.0
ENDYEAR,..2013,DD_2015,10.0,FULLMATCH,B136,adv,0.2222222222222222,216,0,0.2222222222222222,0.0
ENDYEAR,..2013,DD_2015,10.0,FULLMATCH,SMALL663,ABS,0.6666666666666666,36,0,0.6666666666666666,0.0
ENDYEAR,..2013,DD_2015,10.0,FULLMATCH,SMALL663,QEXP,0.8333333333333334,36,0,0.8333333333333334,0.0
ENDYEAR,..2013,DD_2015,10.0,FULLMATCH,SMALL663,QROLL,0.7083333333333334,144,0,0.7083333333333334,0.0
ENDYEAR,..2013,DD_2015,10.0,FULLMATCH,SMALL663,adv,-0.125,216,0,-0.125,0.0
ENDYEAR,..2013,DD_2015,10.0,WINMATCH,POOLED,ABS,0.4074074074074074,108,0,0.4074074074074074,0.0
ENDYEAR,..2013,DD_2015,10.0,WINMATCH,POOLED,QEXP,0.0,108,0,0.0,0.0
ENDYEAR,..2013,DD_2015,10.0,WINMATCH,POOLED,QROLL,0.18518518518518517,432,0,0.18518518518518517,0.0
ENDYEAR,..2013,DD_2015,10.0,WINMATCH,POOLED,adv,-0.2222222222222222,648,0,-0.2222222222222222,0.0
ENDYEAR,..2013,DD_2015,10.0,WINMATCH,U56,ABS,0.3888888888888889,36,0,0.3888888888888889,0.0
ENDYEAR,..2013,DD_2015,10.0,WINMATCH,U56,QEXP,0.0,36,0,0.0,0.0
ENDYEAR,..2013,DD_2015,10.0,WINMATCH,U56,QROLL,0.16666666666666666,144,0,0.16666666666666666,0.0
ENDYEAR,..2013,DD_2015,10.0,WINMATCH,U56,adv,-0.22222222222222224,216,0,-0.22222222222222224,0.0
ENDYEAR,..2013,DD_2015,10.0,WINMATCH,B136,ABS,0.16666666666666666,36,0,0.16666666666666666,0.0
ENDYEAR,..2013,DD_2015,10.0,WINMATCH,B136,QEXP,0.0,36,0,0.0,0.0
ENDYEAR,..2013,DD_2015,10.0,WINMATCH,B136,QROLL,0.3888888888888889,144,0,0.3888888888888889,0.0
ENDYEAR,..2013,DD_2015,10.0,WINMATCH,B136,adv,0.22222222222222224,216,0,0.22222222222222224,0.0
