statistic,reading,target,spearman,iid_p,iid_null95,cluster_lo,cluster_hi
SHARPE,a,OOS_Sharpe,0.7200404858299595,0.0,0.31720647773279353,0.3875974747514437,0.8383052517438319
SHARPE,a,OOS_CAGR,0.24959514170040487,0.12675,0.31720647773279353,-0.09031916262791813,0.5713577752939085
SHARPE,a,OOS_MaxDD,0.03987854251012146,0.81005,0.31720647773279353,-0.31087972240581624,0.3713946931460301
SHARPE,a,share_3y,0.5356910676370658,0.00045,0.31720647773279353,0.16820605000828837,0.8192986100213059
SHARPE,a,cost_surv,0.5048884638687159,0.0012,0.31720647773279353,0.2171567952001325,0.7518976375646902
SHARPE,a,gross_band,0.3919233754786517,0.01535,0.31720647773279353,0.05758611395176855,0.6705191553644944
SHARPE,b,OOS_Sharpe,-0.031983805668016195,0.8463,0.31720647773279353,-0.5005189133821868,0.42758564737139654
SHARPE,b,OOS_CAGR,-0.007489878542510122,0.9652,0.31720647773279353,-0.4720406404945272,0.43715255356007404
SHARPE,b,OOS_MaxDD,-0.31315789473684214,0.0536,0.31720647773279353,-0.6163046369332646,0.09799934965427633
SHARPE,b,share_3y,-0.06279818252118087,0.7017,0.31720647773279353,-0.4055330576428098,0.34933115266875764
SHARPE,b,cost_surv,0.008529106974211382,0.9584,0.31720647773279353,-0.34837313071238096,0.4242176695905361
SHARPE,b,gross_band,-0.14411071442251056,0.3824,0.31720647773279353,-0.5237240701091104,0.34234159225774297
CAGR,a,OOS_Sharpe,0.13582995951417004,0.40705,0.31720647773279353,-0.3460612734165923,0.5053909052254554
CAGR,a,OOS_CAGR,0.939676113360324,0.0,0.31720647773279353,0.8400434705036671,0.9731448414803509
CAGR,a,OOS_MaxDD,-0.6058704453441296,0.0,0.31720647773279353,-0.8505141836312478,-0.2509252723433165
CAGR,a,share_3y,-0.08784644517521015,0.5949,0.31720647773279353,-0.37515964511211114,0.22410997786586126
CAGR,a,cost_surv,0.11959769285968165,0.47045,0.31720647773279353,-0.16161638415591412,0.47113763467994135
CAGR,a,gross_band,0.7539330878275146,0.0,0.31720647773279353,0.524541107828768,0.8908613584764709
CAGR,b,OOS_Sharpe,-0.13380566801619434,0.41325,0.31720647773279353,-0.5487865429078495,0.2588510314070615
CAGR,b,OOS_CAGR,0.6174089068825911,0.0002,0.31720647773279353,0.23527003815607825,0.8670791219582803
CAGR,b,OOS_MaxDD,-0.7267206477732794,0.0,0.31720647773279353,-0.9016827756981142,-0.39641587589267185
CAGR,b,share_3y,-0.09242188089950854,0.57315,0.31720647773279353,-0.4161140500747789,0.3227118434852572
CAGR,b,cost_surv,-0.036068874071665,0.82595,0.31720647773279353,-0.31647721436706355,0.3161033608463171
CAGR,b,gross_band,0.39756490822828167,0.0132,0.31720647773279353,0.08810968251204529,0.6831132717591053
MAXDD,a,OOS_Sharpe,0.29404322118734455,0.07065,0.31720647773279353,-0.01600728395946213,0.6148068573292818
MAXDD,a,OOS_CAGR,-0.5156131389770511,0.00105,0.31720647773279353,-0.7836498127841158,-0.20077896601317752
MAXDD,a,OOS_MaxDD,0.9993420732470406,0.0,0.31720647773279353,0.9903477709425101,1.0
MAXDD,a,share_3y,0.2515960355333664,0.12355,0.31720647773279353,-0.0773030231835246,0.5483482189933233
MAXDD,a,cost_surv,0.05064487099044197,0.7619,0.31720647773279353,-0.31722097193106,0.37020566467787386
MAXDD,a,gross_band,-0.4191388267033897,0.0083,0.31720647773279353,-0.6709636474277232,-0.10824062728999549
MAXDD,b,OOS_Sharpe,-0.15837976713728918,0.33375,0.31720647773279353,-0.4355132805393281,0.2218730069253222
MAXDD,b,OOS_CAGR,-0.5038987987692782,0.00105,0.31720647773279353,-0.783048571553094,-0.1456807958589395
MAXDD,b,OOS_MaxDD,0.318784850989889,0.0492,0.31720647773279353,-0.04755771057938359,0.7229143560406242
MAXDD,b,share_3y,-0.056587589371800584,0.7324,0.31720647773279353,-0.4875622656507309,0.3725461595701631
MAXDD,b,cost_surv,-0.0033414019831971777,0.98355,0.31720647773279353,-0.3892439035977105,0.3897099136560812
MAXDD,b,gross_band,-0.35714891082827993,0.02525,0.31720647773279353,-0.6668906541622402,0.008970083569651734
CALMAR,a,OOS_Sharpe,0.4508097165991903,0.0048,0.31720647773279353,-0.00550959882364944,0.7826238649599231
CALMAR,a,OOS_CAGR,0.6572874493927126,0.0,0.31720647773279353,0.42309593351999314,0.8244682086195827
CALMAR,a,OOS_MaxDD,0.1082995951417004,0.51115,0.31720647773279353,-0.3963394407111811,0.5697618240682245
CALMAR,a,share_3y,0.2830945418910463,0.08,0.31720647773279353,-0.028385446946064027,0.5891318918190972
CALMAR,a,cost_surv,0.3095830783519219,0.05435,0.31720647773279353,-0.018751817042529727,0.6057103734412512
CALMAR,a,gross_band,0.6325380039989896,0.0,0.31720647773279353,0.39330466359760213,0.7850492155531138
CALMAR,b,OOS_Sharpe,-0.2682186234817814,0.09635,0.31720647773279353,-0.6795283583636764,0.22929774218095142
CALMAR,b,OOS_CAGR,-0.0032388663967611335,0.98605,0.31720647773279353,-0.4963665015770283,0.45933691324820375
