panel,family,level,cad,ident_max_err,gap_pp,window,c_bar,c_sd,gap0_pp,pred0_pp,resid0_pp,share,CAGR_rs0,CAGR_dg0,cov_c_r
SMALL439,QUANTILE,0.2,W,3.469446951953614e-18,-6.791323241926928,FULL,0.20135098368919482,0.0024355805212456167,-7.862460071946109,-7.848623506527486,-0.013836565418623437,0.9982401735217717,0.10006360305678563,0.021439002337324542,-0.00013903130530202307
SMALL439,QUANTILE,0.2,W,3.469446951953614e-18,-6.791323241926928,IS,0.20151792452515446,0.002234238055853041,-6.208415311540216,-6.189445502016078,-0.018969809524138626,0.996944500557352,0.07899566413372705,0.016911511018324887,-0.00018760960070934589
SMALL439,QUANTILE,0.2,W,3.469446951953614e-18,-6.791323241926928,OOS,0.20124788124856519,0.0025469938558557326,-8.903486921637494,-8.893206411968379,-0.010280509669115645,0.998845338937475,0.11328010736509198,0.02424523814871704,-0.0001053380664060314
SMALL439,QUANTILE,0.2,M,3.469446951953614e-18,-7.887022942330746,FULL,0.2017565617321997,0.005575649262661411,-8.403857389611824,-8.355007654324176,-0.048849735287648244,0.9941872246252021,0.10651137156384971,0.02247279766773147,-0.0004925942218629747
SMALL439,QUANTILE,0.2,M,3.469446951953614e-18,-7.887022942330746,IS,0.20171446191007225,0.004509694550274684,-6.981948696935181,-6.916386904847238,-0.06556179208794255,0.9906098146901707,0.08808395428065685,0.018264467311305044,-0.0006518831999776558
SMALL439,QUANTILE,0.2,M,3.469446951953614e-18,-7.887022942330746,OOS,0.20178256252695115,0.006143020200242773,-9.29671339059559,-9.25817159806066,-0.03854179253493051,0.9958542561316434,0.11804767402228333,0.025080540116327432,-0.00039529955270863
SMALL439,QUANTILE,0.2,Q,5.204170427930421e-18,-6.420983440500638,FULL,0.2033999446132752,0.01001749688148211,-6.710259890243031,-6.739871585617219,0.02961169537418762,1.0044128984359078,0.08687667007816424,0.01977407117573393,0.0002742089917570544
SMALL439,QUANTILE,0.2,Q,5.204170427930421e-18,-6.420983440500638,IS,0.2020145896526916,0.007883399876429397,-4.951591802394484,-4.940922659292624,-0.010669143101860179,0.9978453104521458,0.06375373122839045,0.014237813204445615,-0.00011813742888607817
SMALL439,QUANTILE,0.2,Q,5.204170427930421e-18,-6.420983440500638,OOS,0.20425553801409616,0.011048124002961192,-7.8199403072747975,-7.871298933387694,0.05135862611289621,1.0065676493802795,0.1014077446426287,0.02320834156988072,0.0004818537066989534
SMALL439,QUANTILE,0.3,W,5.204170427930421e-18,-5.229862678037156,FULL,0.3014556787469243,0.002974103169644787,-6.023813332838213,-6.008061514049512,-0.01575181878870069,0.9973850752142615,0.08861412318205053,0.028375989853668404,-0.00016021679210061698
SMALL439,QUANTILE,0.3,W,5.204170427930421e-18,-5.229862678037156,IS,0.30164430673689824,0.0026823530604899513,-4.578667302971007,-4.553895025545285,-0.024772277425721967,0.9945896314830196,0.06741448938055394,0.021627816350843876,-0.0002447853877883749
SMALL439,QUANTILE,0.3,W,5.204170427930421e-18,-5.229862678037156,OOS,0.301339182348511,0.003135652044202976,-6.935087612476032,-6.925370456284496,-0.009717156191535459,0.9985988416102985,0.10191677556734269,0.03256589944258237,-0.00010384186741148507
SMALL439,QUANTILE,0.3,M,3.469446951953614e-18,-5.910345459779731,FULL,0.30189299874381853,0.00702004252344647,-6.293194874242181,-6.234313348003306,-0.058881526238874216,0.9906436194309072,0.09199052409467345,0.029058575352251648,-0.0005992067900878017
