universe,sleeve,book,conv,n_assets,f,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,IS_CAGR,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,Turn_yr,Gross,p4a,p4a_v1,p4b
u56,SCASH,v1,natural,0,0.0,0.06453053483847215,0.6641804017269177,-0.13827796154480831,0.6409087934305884,0.6877921123353656,0.5534299312214817,0.04925613582932131,-0.13101770077431318,0.07730300522922962,0.747063834691694,-0.13827796154480798,23.58532168462946,0.7495269204775851,False,False,False
u56,SCASH,v1,natural,0,0.25,0.04908911060476817,0.6648204188325302,-0.1045114580351908,0.6402599712521352,0.6895431095363102,0.5528941680372955,0.03754517853139472,-0.09909003611792433,0.058712373359142145,0.7485449905602027,-0.10451145803519113,17.700018247227277,0.5621451903581888,False,False,False
u56,SCASH,v1,natural,0,0.5,0.03315973686464124,0.6653138799283927,-0.07020582215042204,0.6394518852693322,0.6911571633398967,0.5522029605098797,0.025412143562068668,-0.06660385463749607,0.03959748039209665,0.7498844872935746,-0.07020582215042237,11.8140378427476,0.37476346023879253,False,False,False
u56,SCASH,v1,natural,0,0.75,0.016784359297240314,0.6657015520375758,-0.03536733945713044,0.6385530996901027,0.6926515554726983,0.5514237963668011,0.012888816048180374,-0.03356987721835325,0.020010424675718452,0.7511036771365894,-0.035367339457129776,5.916321193071331,0.18738173011939627,False,False,False
u56,SCASH,v1,natural,0,1.0,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,False,False,False
u56,SCASH,v1,matched,0,0.0,0.06453053483847215,0.6641804017269177,-0.13827796154480831,0.6409087934305884,0.6877921123353656,0.5534299312214817,0.04925613582932131,-0.13101770077431318,0.07730300522922962,0.747063834691694,-0.13827796154480798,23.58532168462946,0.7495269204775851,False,False,False
u56,SCASH,v1,matched,0,0.25,0.0645305348384726,0.6641804017269177,-0.1382779615448081,0.6409087934305884,0.6877921123353657,0.5534299312214815,0.049256135829321535,-0.1310177007743134,0.07730300522923006,0.7470638346916942,-0.13827796154480831,23.58532168462946,0.749526920477585,False,False,False
u56,SCASH,v1,matched,0,0.5,0.06453053483847215,0.6641804017269177,-0.13827796154480831,0.6409087934305884,0.6877921123353656,0.5534299312214817,0.04925613582932131,-0.13101770077431318,0.07730300522922962,0.747063834691694,-0.13827796154480798,23.58532168462946,0.7495269204775851,False,False,False
u56,SCASH,v1,matched,0,0.75,0.06453053483847215,0.6641804017269177,-0.13827796154480831,0.6409087934305884,0.6877921123353656,0.5534299312214817,0.04925613582932131,-0.13101770077431318,0.07730300522922962,0.747063834691694,-0.13827796154480798,23.58532168462946,0.7495269204775851,False,False,False
u56,SCASH,v1,matched,0,1.0,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,False,False,False
u56,SCASH,top20,natural,0,0.0,0.1265973583235207,1.092135905431323,-0.1830834869787813,1.0882791557222313,1.1015451872229007,0.9928968404730495,0.1063259561145935,-0.11653190552192016,0.14360571273280298,1.167991233806965,-0.18308348697878107,9.630697203129404,0.7158706915972064,False,False,True
u56,SCASH,top20,natural,0,0.25,0.09481863502892818,1.0918569373241325,-0.13914528116042413,1.0881140285067161,1.101138487873467,0.9927933170884015,0.07987259940418157,-0.08791007184236821,0.10730847215592765,1.1675887154300757,-0.13914528116042457,7.242738266650815,0.5369030186979049,False,False,False
u56,SCASH,top20,natural,0,0.5,0.06308653775890938,1.091444254450471,-0.09398923397183867,1.0878106705514665,1.1006044156895152,0.9925572345257483,0.053299748671520764,-0.05894280727636525,0.07123150261721678,1.1670504551665069,-0.09398923397183845,4.848702642049685,0.3579353457986032,False,True,False
u56,SCASH,top20,natural,0,0.75,0.03146203215298837,1.0909202333149055,-0.04760954692309849,1.087394008714325,1.099963051790042,0.9922106326906717,0.02665968991318879,-0.02965418696151456,0.03544206292188434,1.166399205699865,-0.0476095469230986,2.4373543676980938,0.1789676728993016,False,True,False
u56,SCASH,top20,natural,0,1.0,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,False,False,False
u56,SCASH,top20,matched,0,0.0,0.1265973583235207,1.092135905431323,-0.1830834869787813,1.0882791557222313,1.1015451872229007,0.9928968404730495,0.1063259561145935,-0.11653190552192016,0.14360571273280298,1.167991233806965,-0.18308348697878107,9.630697203129404,0.7158706915972064,False,False,True
u56,SCASH,top20,matched,0,0.25,0.1265973583235207,1.092135905431323,-0.18308348697878074,1.0882791557222316,1.1015451872229005,0.9928968404730497,0.10632595611459328,-0.11653190552191994,0.1436057127328032,1.167991233806965,-0.18308348697878085,9.630697203129401,0.7158706915972064,False,False,True
u56,SCASH,top20,matched,0,0.5,0.1265973583235207,1.092135905431323,-0.1830834869787813,1.0882791557222313,1.1015451872229007,0.9928968404730495,0.1063259561145935,-0.11653190552192016,0.14360571273280298,1.167991233806965,-0.18308348697878107,9.630697203129404,0.7158706915972064,False,False,True
u56,SCASH,top20,matched,0,0.75,0.1265973583235207,1.092135905431323,-0.1830834869787813,1.0882791557222313,1.1015451872229007,0.9928968404730495,0.1063259561145935,-0.11653190552192016,0.14360571273280298,1.167991233806965,-0.18308348697878107,9.630697203129404,0.7158706915972064,False,False,True
u56,SCASH,top20,matched,0,1.0,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,False,False,False
u56,SCASH,ewall,natural,0,0.0,0.10394944276323281,1.0491473622777687,-0.15874704847794496,1.0672217419115992,1.0359541486650077,0.9680079228325479,0.09258934302848876,-0.11356707890758921,0.11341323151490479,1.1132841948586054,-0.15874704847794496,8.213701018709864,0.7500000000000001,False,False,False
u56,SCASH,ewall,natural,0,0.25,0.07792507570893314,1.0490207078866158,-0.12026442021375894,1.0670065342560966,1.0358696244605405,0.9677878503366324,0.06955671372849914,-0.08582322102734408,0.08488032846678073,1.113250133902416,-0.12026442021375916,6.198615015328291,0.5625,False,True,False
u56,SCASH,ewall,natural,0,0.5,0.051903483897537184,1.048856113216286,-0.08097767992989258,1.0667560224622,1.0357477012879552,0.9675347035917176,0.04642734231486423,-0.05764167081072347,0.056444228345915226,1.113172893240554,-0.08097767992989235,4.159190170191382,0.37500000000000006,False,True,False
u56,SCASH,ewall,natural,0,0.75,0.02591782862696257,1.048653133004741,-0.0408888450135485,1.066470534504367,1.035587018246989,0.967248698872243,0.023231864507923694,-0.029030906757097408,0.028139720957702785,1.1130515752490737,-0.04088884501354895,2.0936162169917454,0.18750000000000003,False,True,False
u56,SCASH,ewall,natural,0,1.0,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,False,False,False
u56,SCASH,ewall,matched,0,0.0,0.10394944276323281,1.0491473622777687,-0.15874704847794496,1.0672217419115992,1.0359541486650077,0.9680079228325479,0.09258934302848876,-0.11356707890758921,0.11341323151490479,1.1132841948586054,-0.15874704847794496,8.213701018709864,0.7500000000000001,False,False,False
u56,SCASH,ewall,matched,0,0.25,0.10394944276323304,1.0491473622777687,-0.15874704847794519,1.0672217419115995,1.0359541486650081,0.968007922832548,0.09258934302848898,-0.11356707890758888,0.11341323151490479,1.1132841948586059,-0.15874704847794507,8.213701018709868,0.7500000000000003,False,False,False
u56,SCASH,ewall,matched,0,0.5,0.10394944276323281,1.0491473622777687,-0.15874704847794496,1.0672217419115992,1.0359541486650077,0.9680079228325479,0.09258934302848876,-0.11356707890758921,0.11341323151490479,1.1132841948586054,-0.15874704847794496,8.213701018709864,0.7500000000000001,False,False,False
u56,SCASH,ewall,matched,0,0.75,0.10394944276323281,1.0491473622777687,-0.15874704847794496,1.0672217419115992,1.0359541486650077,0.9680079228325479,0.09258934302848876,-0.11356707890758921,0.11341323151490479,1.1132841948586054,-0.15874704847794496,8.213701018709864,0.7500000000000001,False,False,False
u56,SCASH,ewall,matched,0,1.0,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,False,False,False
u56,S4,v1,natural,4,0.0,0.06453053483847215,0.6641804017269177,-0.13827796154480831,0.6409087934305884,0.6877921123353656,0.5534299312214817,0.04925613582932131,-0.13101770077431318,0.07730300522922962,0.747063834691694,-0.13827796154480798,23.58532168462946,0.7495269204775851,False,False,False
u56,S4,v1,natural,4,0.25,0.05594046261599228,0.7242624026715834,-0.11122169940772975,0.6657103228336273,0.7782844327237702,0.5911263287352791,0.04223617123798751,-0.09863185407214425,0.06738549374552316,0.8245348827849753,-0.11122169940772952,18.84568175507516,0.7071057954829428,False,True,False
u56,S4,v1,natural,4,0.5,0.04670806005091643,0.7959598322255304,-0.08387036683164717,0.672292160186596,0.908564195579751,0.6221775820790981,0.03468703235660975,-0.06873609247552503,0.056733486642569275,0.9310642574823336,-0.08387036683164717,14.114588346503261,0.6646846704883008,False,True,False
u56,S4,v1,natural,4,0.75,0.036840935740001246,0.8161695972807183,-0.06858717063174191,0.5872232916442258,1.0424401009521622,0.5843185916170325,0.02661814645675098,-0.06858717063174191,0.04535388106140936,1.0176717549559697,-0.0574260890277315,9.40403879186012,0.6222635454936586,False,False,False
u56,S4,v1,natural,4,1.0,0.02630048164818266,0.6156972714049787,-0.08742146474424961,0.3381632798942085,0.9247940752575574,0.39907900051226375,0.0179808179259362,-0.08742146474424961,0.0332174415690496,0.8299456024177211,-0.0533250627146129,4.772209453058822,0.5798424204990166,False,False,False
u56,S4,v1,matched,4,0.0,0.06453053483847215,0.6641804017269177,-0.13827796154480831,0.6409087934305884,0.6877921123353656,0.5534299312214817,0.04925613582932131,-0.13101770077431318,0.07730300522922962,0.747063834691694,-0.13827796154480798,23.58532168462946,0.7495269204775851,False,False,False
