sel,screen,panel,book,cost,pick,arm,picked,n_admitted,n_arms,argmax_admitted,moved,unscreened_pick,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,ctl_OOS_Sharpe,ctl_OOS_CAGR,ctl_OOS_MaxDD,v1_OOS_Sharpe,v2_OOS_Sharpe,spy_OOS_Sharpe,spy_OOS_CAGR,spy_OOS_MaxDD,beat_ctl,beat_v2,beat_spy,pass4a_v2,pass4a_v1,pass4b,fail4b
K_Sharpe,S0,broad,EWall,10.0,vol60-dg,vol60-dg,True,17,17,True,False,vol60-dg,0.12011126700793429,1.1224553129457142,-0.18696236312424186,1.1022031339130582,0.13933574083806333,-0.2537106610635026,0.5762505378038233,1.1185082795688426,0.8820239235972316,0.1545044425578177,-0.3371595330739301,True,True,True,False,True,True,-
K_Sharpe,S1,broad,EWall,10.0,vol60-dg,vol60-dg,True,5,17,True,False,vol60-dg,0.12011126700793429,1.1224553129457142,-0.18696236312424186,1.1022031339130582,0.13933574083806333,-0.2537106610635026,0.5762505378038233,1.1185082795688426,0.8820239235972316,0.1545044425578177,-0.3371595330739301,True,True,True,False,True,True,-
K_Sharpe,S2,broad,EWall,10.0,vol60-dg,vol60-dg,True,9,17,True,False,vol60-dg,0.12011126700793429,1.1224553129457142,-0.18696236312424186,1.1022031339130582,0.13933574083806333,-0.2537106610635026,0.5762505378038233,1.1185082795688426,0.8820239235972316,0.1545044425578177,-0.3371595330739301,True,True,True,False,True,True,-
K_Calmar,S0,broad,EWall,10.0,band3-rw,band3-rw,True,17,17,True,False,band3-rw,0.12014792469678315,1.0759636446032401,-0.18528570357900875,1.1022031339130582,0.13933574083806333,-0.2537106610635026,0.5762505378038233,1.1185082795688426,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,True,False,True,True,-
K_Calmar,S1,broad,EWall,10.0,band3-rw,band3-rw,True,5,17,True,False,band3-rw,0.12014792469678315,1.0759636446032401,-0.18528570357900875,1.1022031339130582,0.13933574083806333,-0.2537106610635026,0.5762505378038233,1.1185082795688426,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,True,False,True,True,-
K_Calmar,S2,broad,EWall,10.0,band3-rw,band3-rw,True,9,17,True,False,band3-rw,0.12014792469678315,1.0759636446032401,-0.18528570357900875,1.1022031339130582,0.13933574083806333,-0.2537106610635026,0.5762505378038233,1.1185082795688426,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,True,False,True,True,-
K_MaxDD,S0,broad,EWall,10.0,band3-dg,band3-dg,True,17,17,True,False,band3-dg,0.07983337481604336,1.1185082795688426,-0.12240793860208021,1.1022031339130582,0.13933574083806333,-0.2537106610635026,0.5762505378038233,1.1185082795688426,0.8820239235972316,0.1545044425578177,-0.3371595330739301,True,False,True,False,True,False,CAGR
K_MaxDD,S1,broad,EWall,10.0,band3-rw,band3-rw,True,5,17,False,True,band3-dg,0.12014792469678315,1.0759636446032401,-0.18528570357900875,1.1022031339130582,0.13933574083806333,-0.2537106610635026,0.5762505378038233,1.1185082795688426,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,True,False,True,True,-
K_MaxDD,S2,broad,EWall,10.0,band3-dg,band3-dg,True,9,17,True,False,band3-dg,0.07983337481604336,1.1185082795688426,-0.12240793860208021,1.1022031339130582,0.13933574083806333,-0.2537106610635026,0.5762505378038233,1.1185082795688426,0.8820239235972316,0.1545044425578177,-0.3371595330739301,True,False,True,False,True,False,CAGR
K_CAGR,S0,broad,EWall,10.0,control,control,True,17,17,True,False,control,0.13933574083806333,1.1022031339130582,-0.2537106610635026,1.1022031339130582,0.13933574083806333,-0.2537106610635026,0.5762505378038233,1.1185082795688426,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,True,False,False,False,DD
K_CAGR,S1,broad,EWall,10.0,vol60-dg,vol60-dg,True,5,17,False,True,control,0.12011126700793429,1.1224553129457142,-0.18696236312424186,1.1022031339130582,0.13933574083806333,-0.2537106610635026,0.5762505378038233,1.1185082795688426,0.8820239235972316,0.1545044425578177,-0.3371595330739301,True,True,True,False,True,True,-
