panel,book,sleeve,lam,cost,base_to,drag,n_pass,w_pts,w_units,f_lo,f_hi,is_empty,best_margin,binding
broad,EWALL,BOND2,0.5,10.0,0.8651758359635753,0.0008651758359635753,4,4,0.15000000000000002,0.15,0.3,False,0.012407028339871798,CAGR
broad,EWALL,BOND2,0.5,15.0,0.8651758359635753,0.001297763753945363,3,3,0.1,0.15,0.25,False,0.011278141980512094,CAGR
broad,EWALL,BOND2,0.5,25.0,0.8651758359635753,0.002162939589908938,3,3,0.1,0.15,0.25,False,0.009023651149305104,CAGR
broad,EWALL,BOND2,0.5,50.0,0.8651758359635753,0.004325879179817876,2,2,0.05,0.15,0.2,False,0.0034065209105750976,CAGR
broad,EWALL,BOND2,0.7,0.0,0.865245929440545,0.0,4,4,0.15000000000000002,0.15,0.3,False,0.014684069233008093,CAGR
broad,EWALL,BOND2,0.7,5.0,0.865245929440545,0.0004326229647202725,4,4,0.15000000000000002,0.15,0.3,False,0.013552939668026467,CAGR
broad,EWALL,BOND2,0.7,10.0,0.865245929440545,0.000865245929440545,4,4,0.15000000000000002,0.15,0.3,False,0.012422906530146396,CAGR
broad,EWALL,BOND2,0.7,15.0,0.865245929440545,0.0012978688941608174,3,3,0.1,0.15,0.25,False,0.0112939687981128,CAGR
broad,EWALL,BOND2,0.7,25.0,0.865245929440545,0.0021631148236013627,3,3,0.1,0.15,0.25,False,0.009039375471125058,CAGR
broad,EWALL,BOND2,0.7,50.0,0.865245929440545,0.0043262296472027255,2,2,0.05,0.15,0.2,False,0.0034219904437430976,CAGR
broad,EWALL,BOND2,1.0,0.0,0.8657057588560486,0.0,4,4,0.15000000000000002,0.15,0.3,False,0.014709919307061628,CAGR
broad,EWALL,BOND2,1.0,5.0,0.8657057588560486,0.0004328528794280243,4,4,0.15000000000000002,0.15,0.3,False,0.01357854430154766,CAGR
broad,EWALL,BOND2,1.0,10.0,0.8657057588560486,0.0008657057588560486,4,4,0.15000000000000002,0.15,0.3,False,0.012448266182797332,CAGR
broad,EWALL,BOND2,1.0,15.0,0.8657057588560486,0.001298558638284073,3,3,0.1,0.15,0.25,False,0.011319083928912746,CAGR
broad,EWALL,BOND2,1.0,25.0,0.8657057588560486,0.0021642643971401215,3,3,0.1,0.15,0.25,False,0.009064002932715323,CAGR
broad,EWALL,BOND2,1.0,50.0,0.8657057588560486,0.004328528794280243,2,2,0.05,0.15,0.2,False,0.003445406720307312,CAGR
broad,EWALL,CASH,0.06,0.0,0.863648153314312,0.0,0,0,0.0,,,True,-9.278264638394595e-05,CAGR
broad,EWALL,CASH,0.06,5.0,0.863648153314312,0.000431824076657156,0,0,0.0,,,True,-0.00046316602116940053,CAGR
broad,EWALL,CASH,0.06,10.0,0.863648153314312,0.000863648153314312,0,0,0.0,,,True,-0.0008334281216293843,CAGR
broad,EWALL,CASH,0.06,15.0,0.863648153314312,0.001295472229971468,0,0,0.0,,,True,-0.0012035689865937255,CAGR
broad,EWALL,CASH,0.06,25.0,0.863648153314312,0.00215912038328578,0,0,0.0,,,True,-0.0019434871652961733,CAGR
broad,EWALL,CASH,0.06,50.0,0.863648153314312,0.00431824076657156,0,0,0.0,,,True,-0.0037911637066628118,CAGR
broad,EWALL,CASH,0.1,0.0,0.8641905156748191,0.0,0,0,0.0,,,True,-4.895132716624395e-05,CAGR
broad,EWALL,CASH,0.1,5.0,0.8641905156748191,0.00043209525783740953,0,0,0.0,,,True,-0.00041956506834676943,CAGR
broad,EWALL,CASH,0.1,10.0,0.8641905156748191,0.0008641905156748191,0,0,0.0,,,True,-0.0007900573891930635,CAGR
broad,EWALL,CASH,0.1,15.0,0.8641905156748191,0.0012962857735122285,0,0,0.0,,,True,-0.001160428328603788,CAGR
broad,EWALL,CASH,0.1,25.0,0.8641905156748191,0.0021604762891870477,0,0,0.0,,,True,-0.0019008062186578883,CAGR
broad,EWALL,CASH,0.1,50.0,0.8641905156748191,0.0043209525783740954,0,0,0.0,,,True,-0.003749629489308723,CAGR
broad,EWALL,CASH,0.15,0.0,0.8645234701218765,0.0,0,0,0.0,,,True,-2.551351111405864e-05,CAGR
broad,EWALL,CASH,0.15,5.0,0.8645234701218765,0.00043226173506093825,0,0,0.0,,,True,-0.0003962719393908881,CAGR
broad,EWALL,CASH,0.15,10.0,0.8645234701218765,0.0008645234701218765,0,0,0.0,,,True,-0.0007669088554403264,CAGR
broad,EWALL,CASH,0.15,15.0,0.8645234701218765,0.0012967852051828147,0,0,0.0,,,True,-0.0011374242982043342,CAGR
broad,EWALL,CASH,0.15,25.0,0.8645234701218765,0.0021613086753046913,0,0,0.0,,,True,-0.0018780909195899448,CAGR
broad,EWALL,CASH,0.15,50.0,0.8645234701218765,0.004322617350609383,0,0,0.0,,,True,-0.0037276344142469914,CAGR
broad,EWALL,CASH,0.25,0.0,0.8648922294704143,0.0,0,0,0.0,,,True,-1.1389682239612564e-05,CAGR
broad,EWALL,CASH,0.25,5.0,0.8648922294704143,0.00043244611473520713,0,0,0.0,,,True,-0.000382297271601037,CAGR
broad,EWALL,CASH,0.25,10.0,0.8648922294704143,0.0008648922294704143,0,0,0.0,,,True,-0.0007530832532188086,CAGR
broad,EWALL,CASH,0.25,15.0,0.8648922294704143,0.0012973383442056216,0,0,0.0,,,True,-0.0011237476660815177,CAGR
broad,EWALL,CASH,0.25,25.0,0.8648922294704143,0.0021622305736760357,0,0,0.0,,,True,-0.0018647119414326035,CAGR
broad,EWALL,CASH,0.25,50.0,0.8648922294704143,0.0043244611473520714,0,0,0.0,,,True,-0.0037149979034423602,CAGR
broad,EWALL,CASH,0.35,0.0,0.8650688116928015,0.0,0,0,0.0,,,True,-6.780047009199985e-06,CAGR
broad,EWALL,CASH,0.35,5.0,0.8650688116928015,0.00043253440584640075,0,0,0.0,,,True,-0.0003777623665913027,CAGR
broad,EWALL,CASH,0.35,10.0,0.8650688116928015,0.0008650688116928015,0,0,0.0,,,True,-0.0007486230306430891,CAGR
broad,EWALL,CASH,0.35,15.0,0.8650688116928015,0.0012976032175392022,0,0,0.0,,,True,-0.0011193620781737995,CAGR
broad,EWALL,CASH,0.35,25.0,0.8650688116928015,0.0021626720292320036,0,0,0.0,,,True,-0.001860475479657439,CAGR
broad,EWALL,CASH,0.35,50.0,0.8650688116928015,0.004325344058464007,0,0,0.0,,,True,-0.0037111334226845177,CAGR
broad,EWALL,CASH,0.5,0.0,0.8651758359635753,0.0,1,1,0.0,0.25,0.25,False,6.469718318441453e-07,CAGR
broad,EWALL,CASH,0.5,5.0,0.8651758359635753,0.00043258791798178765,0,0,0.0,,,True,-0.00037038425779294115,CAGR
broad,EWALL,CASH,0.5,10.0,0.8651758359635753,0.0008651758359635753,0,0,0.0,,,True,-0.0007412938016040788,CAGR
broad,EWALL,CASH,0.5,15.0,0.8651758359635753,0.001297763753945363,0,0,0.0,,,True,-0.001112081698625908,CAGR
broad,EWALL,CASH,0.5,25.0,0.8651758359635753,0.002162939589908938,0,0,0.0,,,True,-0.001853292708341045,CAGR
broad,EWALL,CASH,0.5,50.0,0.8651758359635753,0.004325879179817876,0,0,0.0,,,True,-0.003704194143220804,CAGR
broad,EWALL,CASH,0.7,0.0,0.865245929440545,0.0,1,1,0.0,0.25,0.25,False,1.4680091878951917e-05,CAGR
broad,EWALL,CASH,0.7,5.0,0.865245929440545,0.0004326229647202725,0,0,0.0,,,True,-0.0003563882737751961,CAGR
broad,EWALL,CASH,0.7,10.0,0.865245929440545,0.000865245929440545,0,0,0.0,,,True,-0.000727334932058718,CAGR
broad,EWALL,CASH,0.7,15.0,0.865245929440545,0.0012978688941608174,0,0,0.0,,,True,-0.001098159922005057,CAGR
broad,EWALL,CASH,0.7,25.0,0.865245929440545,0.0021631148236013627,0,0,0.0,,,True,-0.001839445052967112,CAGR
broad,EWALL,CASH,0.7,50.0,0.865245929440545,0.0043262296472027255,0,0,0.0,,,True,-0.0036905314145528195,CAGR
broad,EWALL,CASH,1.0,0.0,0.8657057588560486,0.0,1,1,0.0,0.25,0.25,False,3.77601476743844e-05,CAGR
broad,EWALL,CASH,1.0,5.0,0.8657057588560486,0.0004328528794280243,0,0,0.0,,,True,-0.0003335077224928956,CAGR
broad,EWALL,CASH,1.0,10.0,0.8657057588560486,0.0008657057588560486,0,0,0.0,,,True,-0.0007046537580371187,CAGR
broad,EWALL,CASH,1.0,15.0,0.8657057588560486,0.001298558638284073,0,0,0.0,,,True,-0.0010756779980547887,CAGR
broad,EWALL,CASH,1.0,25.0,0.8657057588560486,0.0021642643971401215,0,0,0.0,,,True,-0.0018173612478256523,CAGR
broad,EWALL,CASH,1.0,50.0,0.8657057588560486,0.004328528794280243,0,0,0.0,,,True,-0.0036694406848028355,CAGR
broad,EWALL,DEFEQ,0.06,0.0,0.863648153314312,0.0,0,0,0.0,,,True,-0.04173400722478357,DD
broad,EWALL,DEFEQ,0.06,5.0,0.863648153314312,0.000431824076657156,0,0,0.0,,,True,-0.04205255850702469,DD
broad,EWALL,DEFEQ,0.06,10.0,0.863648153314312,0.000863648153314312,0,0,0.0,,,True,-0.042371015905918824,DD
broad,EWALL,DEFEQ,0.06,15.0,0.863648153314312,0.001295472229971468,0,0,0.0,,,True,-0.04268937943846504,DD
broad,EWALL,DEFEQ,0.06,25.0,0.863648153314312,0.00215912038328578,0,0,0.0,,,True,-0.044206035148069395,DD
broad,EWALL,DEFEQ,0.06,50.0,0.863648153314312,0.00431824076657156,0,0,0.0,,,True,-0.04840352499892017,DD
broad,EWALL,DEFEQ,0.1,0.0,0.8641905156748191,0.0,0,0,0.0,,,True,-0.041734008478874624,DD
broad,EWALL,DEFEQ,0.1,5.0,0.8641905156748191,0.00043209525783740953,0,0,0.0,,,True,-0.04205255976400432,DD
broad,EWALL,DEFEQ,0.1,10.0,0.8641905156748191,0.0008641905156748191,0,0,0.0,,,True,-0.042371017165785035,DD
broad,EWALL,DEFEQ,0.1,15.0,0.8641905156748191,0.0012962857735122285,0,0,0.0,,,True,-0.04268938070121528,DD
broad,EWALL,DEFEQ,0.1,25.0,0.8641905156748191,0.0021604762891870477,0,0,0.0,,,True,-0.044206036765013085,DD
broad,EWALL,DEFEQ,0.1,50.0,0.8641905156748191,0.0043209525783740954,0,0,0.0,,,True,-0.048403527184668976,DD
broad,EWALL,DEFEQ,0.15,0.0,0.8645234701218765,0.0,0,0,0.0,,,True,-0.04173400847908468,DD
broad,EWALL,DEFEQ,0.15,5.0,0.8645234701218765,0.00043226173506093825,0,0,0.0,,,True,-0.042052559764215375,DD
broad,EWALL,DEFEQ,0.15,10.0,0.8645234701218765,0.0008645234701218765,0,0,0.0,,,True,-0.04237101716599709,DD
broad,EWALL,DEFEQ,0.15,15.0,0.8645234701218765,0.0012967852051828147,0,0,0.0,,,True,-0.042689380701428,DD
broad,EWALL,DEFEQ,0.15,25.0,0.8645234701218765,0.0021613086753046913,0,0,0.0,,,True,-0.04420603676528975,DD
broad,EWALL,DEFEQ,0.15,50.0,0.8645234701218765,0.004322617350609383,0,0,0.0,,,True,-0.04840352718503657,DD
broad,EWALL,DEFEQ,0.25,0.0,0.8648922294704143,0.0,0,0,0.0,,,True,-0.04173400847908357,DD
broad,EWALL,DEFEQ,0.25,5.0,0.8648922294704143,0.00043244611473520713,0,0,0.0,,,True,-0.042052559764214376,DD
broad,EWALL,DEFEQ,0.25,10.0,0.8648922294704143,0.0008648922294704143,0,0,0.0,,,True,-0.042371017165995645,DD
broad,EWALL,DEFEQ,0.25,15.0,0.8648922294704143,0.0012973383442056216,0,0,0.0,,,True,-0.042689380701427,DD
broad,EWALL,DEFEQ,0.25,25.0,0.8648922294704143,0.0021622305736760357,0,0,0.0,,,True,-0.04420603676529031,DD
broad,EWALL,DEFEQ,0.25,50.0,0.8648922294704143,0.0043244611473520714,0,0,0.0,,,True,-0.048403527185036016,DD
broad,EWALL,DEFEQ,0.35,0.0,0.8650688116928015,0.0,0,0,0.0,,,True,-0.04173400847908379,DD
broad,EWALL,DEFEQ,0.35,5.0,0.8650688116928015,0.00043253440584640075,0,0,0.0,,,True,-0.04205255976421449,DD
broad,EWALL,DEFEQ,0.35,10.0,0.8650688116928015,0.0008650688116928015,0,0,0.0,,,True,-0.04237101716599609,DD
broad,EWALL,DEFEQ,0.35,15.0,0.8650688116928015,0.0012976032175392022,0,0,0.0,,,True,-0.04268938070142744,DD
broad,EWALL,DEFEQ,0.35,25.0,0.8650688116928015,0.0021626720292320036,0,0,0.0,,,True,-0.044206036765289974,DD
broad,EWALL,DEFEQ,0.35,50.0,0.8650688116928015,0.004325344058464007,0,0,0.0,,,True,-0.04840352718503646,DD
broad,EWALL,DEFEQ,0.5,0.0,0.8651758359635753,0.0,0,0,0.0,,,True,-0.04173400847908412,DD
broad,EWALL,DEFEQ,0.5,5.0,0.8651758359635753,0.00043258791798178765,0,0,0.0,,,True,-0.04205255976421471,DD
broad,EWALL,DEFEQ,0.5,10.0,0.8651758359635753,0.0008651758359635753,0,0,0.0,,,True,-0.04237101716599609,DD
broad,EWALL,DEFEQ,0.5,15.0,0.8651758359635753,0.001297763753945363,0,0,0.0,,,True,-0.04268938070142722,DD
broad,EWALL,DEFEQ,0.5,25.0,0.8651758359635753,0.002162939589908938,0,0,0.0,,,True,-0.04420603676529031,DD
broad,EWALL,DEFEQ,0.5,50.0,0.8651758359635753,0.004325879179817876,0,0,0.0,,,True,-0.048403527185036016,DD
broad,EWALL,DEFEQ,0.7,0.0,0.865245929440545,0.0,0,0,0.0,,,True,-0.0417340084790839,DD
broad,EWALL,DEFEQ,0.7,5.0,0.865245929440545,0.0004326229647202725,0,0,0.0,,,True,-0.04205255976421482,DD
broad,EWALL,DEFEQ,0.7,10.0,0.865245929440545,0.000865245929440545,0,0,0.0,,,True,-0.04237101716599631,DD
broad,EWALL,DEFEQ,0.7,15.0,0.865245929440545,0.0012978688941608174,0,0,0.0,,,True,-0.04268938070142733,DD
broad,EWALL,DEFEQ,0.7,25.0,0.865245929440545,0.0021631148236013627,0,0,0.0,,,True,-0.04420603676528986,DD
broad,EWALL,DEFEQ,0.7,50.0,0.865245929440545,0.0043262296472027255,0,0,0.0,,,True,-0.04840352718503613,DD
broad,EWALL,DEFEQ,1.0,0.0,0.8657057588560486,0.0,0,0,0.0,,,True,-0.04173400847908357,DD
broad,EWALL,DEFEQ,1.0,5.0,0.8657057588560486,0.0004328528794280243,0,0,0.0,,,True,-0.042052559764214265,DD
broad,EWALL,DEFEQ,1.0,10.0,0.8657057588560486,0.0008657057588560486,0,0,0.0,,,True,-0.042371017165995756,DD
broad,EWALL,DEFEQ,1.0,15.0,0.8657057588560486,0.001298558638284073,0,0,0.0,,,True,-0.04268938070142678,DD
broad,EWALL,DEFEQ,1.0,25.0,0.8657057588560486,0.0021642643971401215,0,0,0.0,,,True,-0.04420603676529031,DD
broad,EWALL,DEFEQ,1.0,50.0,0.8657057588560486,0.004328528794280243,0,0,0.0,,,True,-0.048403527185036016,DD
broad,EWALL,ETF3,0.06,0.0,0.863648153314312,0.0,5,5,0.2,0.2,0.4,False,0.015184482332914986,CAGR
broad,EWALL,ETF3,0.06,5.0,0.863648153314312,0.000431824076657156,4,4,0.15000000000000002,0.2,0.35,False,0.013877441803532523,CAGR
broad,EWALL,ETF3,0.06,10.0,0.863648153314312,0.000863648153314312,4,4,0.15000000000000002,0.2,0.35,False,0.012571877857674177,CAGR
broad,EWALL,ETF3,0.06,15.0,0.863648153314312,0.001295472229971468,4,4,0.15000000000000002,0.2,0.35,False,0.011267788878552579,CAGR
broad,EWALL,ETF3,0.06,25.0,0.863648153314312,0.00215912038328578,3,3,0.1,0.2,0.3,False,0.008664029361942618,CAGR
broad,EWALL,ETF3,0.06,50.0,0.863648153314312,0.00431824076657156,2,2,0.05,0.2,0.25,False,0.002419590511310049,DD
broad,EWALL,ETF3,0.1,0.0,0.8641905156748191,0.0,5,5,0.2,0.2,0.4,False,0.01523592157169125,CAGR
broad,EWALL,ETF3,0.1,5.0,0.8641905156748191,0.00043209525783740953,4,4,0.15000000000000002,0.2,0.35,False,0.013928574702042298,CAGR
broad,EWALL,ETF3,0.1,10.0,0.8641905156748191,0.0008641905156748191,4,4,0.15000000000000002,0.2,0.35,False,0.012622705044425156,CAGR
broad,EWALL,ETF3,0.1,15.0,0.8641905156748191,0.0012962857735122285,4,4,0.15000000000000002,0.2,0.35,False,0.011318310981050586,CAGR
broad,EWALL,ETF3,0.1,25.0,0.8641905156748191,0.0021604762891870477,3,3,0.1,0.2,0.3,False,0.008713943174450248,CAGR
broad,EWALL,ETF3,0.1,50.0,0.8641905156748191,0.0043209525783740954,2,2,0.05,0.2,0.25,False,0.0024195876489795654,DD
broad,EWALL,ETF3,0.15,0.0,0.8645234701218765,0.0,5,5,0.2,0.2,0.4,False,0.015262940815792672,CAGR
broad,EWALL,ETF3,0.15,5.0,0.8645234701218765,0.00043226173506093825,4,4,0.15000000000000002,0.2,0.35,False,0.013955400508576424,CAGR
broad,EWALL,ETF3,0.15,10.0,0.8645234701218765,0.0008645234701218765,4,4,0.15000000000000002,0.2,0.35,False,0.012649337817146125,CAGR
broad,EWALL,ETF3,0.15,15.0,0.8645234701218765,0.0012967852051828147,4,4,0.15000000000000002,0.2,0.35,False,0.011344751123065058,CAGR
broad,EWALL,ETF3,0.15,25.0,0.8645234701218765,0.0021613086753046913,3,3,0.1,0.2,0.3,False,0.008739999261785328,CAGR
broad,EWALL,ETF3,0.15,50.0,0.8645234701218765,0.004322617350609383,2,2,0.05,0.2,0.25,False,0.002419587648524485,DD
broad,EWALL,ETF3,0.25,0.0,0.8648922294704143,0.0,5,5,0.2,0.2,0.4,False,0.015280386910907676,CAGR
broad,EWALL,ETF3,0.25,5.0,0.8648922294704143,0.00043244611473520713,4,4,0.15000000000000002,0.2,0.35,False,0.013972595546695346,CAGR
broad,EWALL,ETF3,0.25,10.0,0.8648922294704143,0.0008648922294704143,4,4,0.15000000000000002,0.2,0.35,False,0.012666282347347083,CAGR
broad,EWALL,ETF3,0.25,15.0,0.8648922294704143,0.0012973383442056216,4,4,0.15000000000000002,0.2,0.35,False,0.011361445693528885,CAGR
broad,EWALL,ETF3,0.25,25.0,0.8648922294704143,0.0021622305736760357,3,3,0.1,0.2,0.3,False,0.008756195553735593,CAGR
broad,EWALL,ETF3,0.25,50.0,0.8648922294704143,0.0043244611473520714,2,2,0.05,0.2,0.25,False,0.002419587648524041,DD
broad,EWALL,ETF3,0.35,0.0,0.8650688116928015,0.0,5,5,0.2,0.2,0.4,False,0.01528727703526829,CAGR
broad,EWALL,ETF3,0.35,5.0,0.8650688116928015,0.00043253440584640075,4,4,0.15000000000000002,0.2,0.35,False,0.013979357332087619,CAGR
broad,EWALL,ETF3,0.35,10.0,0.8650688116928015,0.0008650688116928015,4,4,0.15000000000000002,0.2,0.35,False,0.01267291607897976,CAGR
broad,EWALL,ETF3,0.35,15.0,0.8650688116928015,0.0012976032175392022,4,4,0.15000000000000002,0.2,0.35,False,0.011367951656137756,CAGR
broad,EWALL,ETF3,0.35,25.0,0.8650688116928015,0.0021626720292320036,3,3,0.1,0.2,0.3,False,0.008762446830628393,CAGR
broad,EWALL,ETF3,0.35,50.0,0.8650688116928015,0.004325344058464007,2,2,0.05,0.2,0.25,False,0.0024195876485237078,DD
broad,EWALL,ETF3,0.5,0.0,0.8651758359635753,0.0,5,5,0.2,0.2,0.4,False,0.015297525300567341,CAGR
broad,EWALL,ETF3,0.5,5.0,0.8651758359635753,0.00043258791798178765,4,4,0.15000000000000002,0.2,0.35,False,0.013989530442301182,CAGR
broad,EWALL,ETF3,0.5,10.0,0.8651758359635753,0.0008651758359635753,4,4,0.15000000000000002,0.2,0.35,False,0.01268301419702507,CAGR
broad,EWALL,ETF3,0.5,15.0,0.8651758359635753,0.001297763753945363,4,4,0.15000000000000002,0.2,0.35,False,0.011377974944662486,CAGR
broad,EWALL,ETF3,0.5,25.0,0.8651758359635753,0.002162939589908938,3,3,0.1,0.2,0.3,False,0.00877232094696763,CAGR
broad,EWALL,ETF3,0.5,50.0,0.8651758359635753,0.004325879179817876,2,2,0.05,0.2,0.25,False,0.002419587648524152,DD
broad,EWALL,ETF3,0.7,0.0,0.865245929440545,0.0,5,5,0.2,0.2,0.4,False,0.015314758622970007,CAGR
broad,EWALL,ETF3,0.7,5.0,0.865245929440545,0.0004326229647202725,4,4,0.15000000000000002,0.2,0.35,False,0.014006758433445746,CAGR
broad,EWALL,ETF3,0.7,10.0,0.865245929440545,0.000865245929440545,4,4,0.15000000000000002,0.2,0.35,False,0.012700236855424277,CAGR
broad,EWALL,ETF3,0.7,15.0,0.865245929440545,0.0012978688941608174,4,4,0.15000000000000002,0.2,0.35,False,0.011395192268829749,CAGR
broad,EWALL,ETF3,0.7,25.0,0.865245929440545,0.0021631148236013627,3,3,0.1,0.2,0.3,False,0.008789527598207905,CAGR
broad,EWALL,ETF3,0.7,50.0,0.865245929440545,0.0043262296472027255,2,2,0.05,0.2,0.25,False,0.0024195876485235968,DD
broad,EWALL,ETF3,1.0,0.0,0.8657057588560486,0.0,5,5,0.2,0.2,0.4,False,0.015342132511365583,CAGR
broad,EWALL,ETF3,1.0,5.0,0.8657057588560486,0.0004328528794280243,4,4,0.15000000000000002,0.2,0.35,False,0.014033965097860215,CAGR
broad,EWALL,ETF3,1.0,10.0,0.8657057588560486,0.0008657057588560486,4,4,0.15000000000000002,0.2,0.35,False,0.012727276648960298,CAGR
broad,EWALL,ETF3,1.0,15.0,0.8657057588560486,0.001298558638284073,4,4,0.15000000000000002,0.2,0.35,False,0.011422065544010665,CAGR
broad,EWALL,ETF3,1.0,25.0,0.8657057588560486,0.0021642643971401215,3,3,0.1,0.2,0.3,False,0.008816068891936271,CAGR
broad,EWALL,ETF3,1.0,50.0,0.8657057588560486,0.004328528794280243,2,2,0.05,0.2,0.25,False,0.0024195876485237078,DD
broad,EWALL,GLD,0.06,0.0,0.863648153314312,0.0,6,6,0.25,0.25,0.5,False,0.02153231889041081,CAGR
broad,EWALL,GLD,0.06,5.0,0.863648153314312,0.000431824076657156,6,6,0.25,0.25,0.5,False,0.020080994403978772,CAGR
broad,EWALL,GLD,0.06,10.0,0.863648153314312,0.000863648153314312,6,6,0.25,0.25,0.5,False,0.01863142288257298,CAGR
broad,EWALL,GLD,0.06,15.0,0.863648153314312,0.001295472229971468,6,6,0.25,0.25,0.5,False,0.017183602339429796,CAGR
broad,EWALL,GLD,0.06,25.0,0.863648153314312,0.00215912038328578,6,6,0.25,0.25,0.5,False,0.014293206251433335,CAGR
broad,EWALL,GLD,0.06,50.0,0.863648153314312,0.00431824076657156,3,3,0.1,0.25,0.35,False,0.009611418931934873,DD
broad,EWALL,GLD,0.1,0.0,0.8641905156748191,0.0,6,6,0.25,0.25,0.5,False,0.02157889090395511,CAGR
broad,EWALL,GLD,0.1,5.0,0.8641905156748191,0.00043209525783740953,6,6,0.25,0.25,0.5,False,0.020127320662227846,CAGR
