panel,N,cadence,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,IS_CAGR,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,KEEP_4a,KEEP_4b,KEEP_4b_OOS,null_is_mean,null_is_sd,null_is_max,null_full_mean
B136,40,W,0.13199425652872843,1.0523328994805778,-0.19866567328286078,1.1770369238128027,0.9462149839527594,1.067697766716819,0.1286815247591493,-0.11821306640320495,0.13473089257094228,1.0418341317866782,-0.19866567328286044,False,True,True,0.7096258139779189,0.058635667739588844,0.9082804255488828,0.6749541456350943
B136,5,M,0.2537582307151558,1.1050786375736859,-0.313534718373619,1.420986052268131,0.9037551547336362,1.3900936007900597,0.2781009467205291,-0.18721178639625236,0.2340512094879741,0.9502370615793503,-0.3135347183736189,False,False,False,0.8571563288563087,0.1779200239286378,1.4831050680482434,0.8264746057818911
B136,10,M,0.19676489999899394,1.0585661998402252,-0.2851505327531758,1.3377875645381534,0.8756880907032102,1.2600477192467294,0.20470330268952552,-0.1544290106291435,0.1902638346954788,0.9468148569648364,-0.2851505327531758,False,False,False,0.9315351094488361,0.14046359797448923,1.3706081508379229,0.8988928967783658
B136,15,M,0.1812823082874755,1.0773562305038422,-0.2700259930025499,1.3845574503286906,0.8588957179565694,1.3099221786814488,0.19841809135167088,-0.15158219270708262,0.16734852889323792,0.9354530108262658,-0.2700259930025497,False,False,False,0.9589826171380106,0.11529999479774458,1.417205187265909,0.929161055447522
B136,20,M,0.17269110484916594,1.1027297117803367,-0.25459365614245755,1.3997990820734327,0.8823025782908487,1.3036209655121844,0.18638676438139612,-0.12385863300631994,0.16152623611276629,0.9748586950815532,-0.254593656142458,False,False,False,0.9707065625743269,0.09880246711495705,1.2904560467970527,0.947780894420849
B136,30,M,0.14993962806598415,1.0585685908216835,-0.262632461629963,1.2777969315639615,0.8927413324546861,1.176177336986867,0.1536822969514271,-0.12718417784499336,0.14686519879129856,0.981941219170218,-0.262632461629963,False,False,False,1.0040819265197192,0.07506813321661156,1.2208762312058532,0.9833577332654073
B136,40,M,0.14364987226297576,1.0894255546243008,-0.2378856897823356,1.2502670390568027,0.9610634333093491,1.1384068137486723,0.14125997842861726,-0.12380265825122116,0.14562264552424908,1.0565323092964005,-0.23788568978233549,False,False,False,1.032737809928111,0.06266974049552003,1.225440648581489,1.003324732981768
SMALL,5,W,0.11482213985662826,0.4932936542911067,-0.551998313360063,0.6920894700961872,0.3787287333481049,0.4763255285445136,0.0924462850127934,-0.3352850695473988,0.1288465655536848,0.5115209760673529,-0.5519983133600646,False,False,False,0.22980025244629002,0.3067744184923432,1.4247241831579902,0.15551755495217073
SMALL,10,W,0.1525877171049279,0.6884240193962091,-0.35827756986738923,0.855720046562387,0.6007895643109661,0.6740373449285082,0.11916152607628105,-0.24160524120694138,0.1736934667796597,0.7086120819725473,-0.358277569867388,False,False,False,0.2889525886975358,0.23179181607236785,0.9567764711882147,0.1818462591360501
SMALL,15,W,0.156938968813934,0.7688247774791194,-0.319536227680549,0.9547243310700334,0.6754616379371037,0.7662388066514122,0.12409099196177853,-0.18985119024803387,0.17766913975789,0.7852410785986236,-0.31953622768054935,False,False,False,0.28256873610743904,0.20186279502460272,0.8317202767057416,0.18207859984980423
SMALL,20,W,0.14095457940873657,0.747087734358037,-0.30491328650501304,0.9912272117944225,0.6155772796327561,0.8044698706766327,0.1232829090001677,-0.1738202073700501,0.15198893810737668,0.7359541623171002,-0.3049132865050128,False,False,False,0.31869618312290937,0.18854198855837603,0.8413289710047531,0.2022651355881299
SMALL,30,W,0.10754345607869853,0.6439804007106075,-0.29658140452419335,0.8484588735379217,0.5317639772456441,0.674106452197152,0.09266147962559401,-0.17157464777513276,0.11682029554977058,0.64139156729508,-0.2965814045241931,False,False,False,0.35124660378626593,0.15644646745611623,0.7781460783043469,0.2185775814361951
SMALL,40,W,0.09383753468632738,0.609338642289505,-0.28382563233043956,0.7735698057324153,0.5192832477376275,0.6108924108419195,0.07737538047635861,-0.1675324356971789,0.1041129637668643,0.6183072170102653,-0.28382563233043956,False,False,False,0.36305579039817487,0.13239813258823613,0.7825089731240764,0.23394849136371834
SMALL,5,M,0.11763511834219753,0.49887841267370464,-0.5580409411628915,0.3579340067625327,0.6089783954492588,0.1998562016488736,0.01868334229198232,-0.3146772321846595,0.18338006583482036,0.6342827239793364,-0.558040941162891,False,False,False,0.513301945740882,0.26817852586932317,1.2517338886090426,0.4001716795292189
SMALL,10,M,0.155586278112946,0.6853667640081819,-0.4640604521122905,0.6574379232009138,0.7295485723388012,0.579253301418879,0.09958259503999778,-0.252448112801158,0.19152975433052966,0.7452199589736831,-0.4640604521122901,False,False,False,0.6128403326897723,0.24712824571180134,1.3971107505776006,0.46859673932429546
SMALL,15,M,0.15623606913353916,0.7442684352262482,-0.4002528197157731,0.9596059362544985,0.6370963163324211,0.8620926250676452,0.14550094935843316,-0.19779389484847765,0.1629052578616923,0.7119327844370484,-0.40025281971577287,False,False,False,0.6808711298248491,0.20194925532804592,1.3789938606358396,0.5049059873686582
SMALL,20,M,0.1308726886883942,0.6877912347143719,-0.359301135087449,0.8303055808497273,0.6269850783800378,0.7252340059116329,0.10885425635321266,-0.20731452605976997,0.14466626606789434,0.6879884494895943,-0.35930113508744943,False,False,False,0.7034322565984016,0.1866118605936931,1.2980935528822815,0.5222885308475191
SMALL,30,M,0.12322475744642625,0.7043306761736937,-0.32704740317556424,0.8242743704810401,0.6541937581587594,0.7560724966151359,0.10696666050628978,-0.20864701051603152,0.13336803202300995,0.6954129740603217,-0.32704740317556413,False,False,False,0.7304109391981771,0.15963815490657138,1.21576637594533,0.5430221503128074
SMALL,40,M,0.1049589251407661,0.6493313513321618,-0.3268266504593308,0.8034942331369076,0.5742200177369565,0.7358878233497361,0.09754860558499368,-0.17034323837174858,0.10955292743750578,0.623794571631371,-0.3268266504593311,False,False,False,0.74585030176603,0.12385402929882433,1.1079246408685062,0.5536506850023515
