panel,axis_set,K,penalty,decay,E_PR_RAW,E_PR_XS,E_PR_RESID,E_ENT_RAW,E_ENT_XS,E_SL_BAR
U56,N,6,-0.06198163449815408,0.04108407094688982,1.1811713071382253,2.364407287310369,1.3482141276516029,1.4376626940044324,3.0011660330631784,4.0
U56,H,3,0.013680740370528133,-0.06471133456085365,1.1347852475515665,1.8665753154990319,1.499460136099993,1.3077738747739194,1.9289353521040062,3.0
U56,GROSS,9,-0.00019374603712085658,-0.06730655850302747,1.0000233991652918,1.2396308275478176,1.0000725168539732,1.0001445803932203,1.4094077763648558,1.0
U56,CADENCE,1,-0.12609420875150557,0.04259420351007126,1.0,,1.0,1.0,,1.0
U56,H+N,9,-0.06198163449815408,0.04108407094688982,1.209101987541611,3.348391794665199,1.6127403016526074,1.5575426714230163,4.764927060666406,6.0
U56,GROSS+N,15,-0.06198163449815408,0.04108407094688982,1.0842424390808714,2.3987711844341386,1.1565501159532703,1.2340543574677731,2.9798168031991805,4.0
U56,GROSS+H,12,0.013680740370528133,-0.06471133456085365,1.0808323371788862,2.1972698087055025,1.2569143908853215,1.2180260991841543,2.575929077727579,4.0
U56,CADENCE+N,7,-0.06198163449815408,0.04108407094688982,1.1936147263481145,2.488582615945357,1.452337064462343,1.4679617194156345,3.4129017053006394,5.0
U56,CADENCE+GROSS,10,-0.00019374603712085658,-0.06730655850302747,1.0295651458191368,1.5514398441983166,1.0896841204094072,1.0791389804446054,1.7173882129525075,2.0
U56,CADENCE+H,4,0.013680740370528133,-0.06471133456085365,1.1412601568180518,2.705271784176849,1.564664863356806,1.3548444650341884,2.84572081582667,4.0
U56,GROSS+H+N,18,-0.06198163449815408,0.04108407094688982,1.1164452298504455,3.1687141892903155,1.3180335858399492,1.3407773203602293,4.339804793586398,6.0
U56,CADENCE+H+N,10,-0.06198163449815408,0.04108407094688982,1.2091765610904899,3.937142273836588,1.641608081888129,1.573483538884911,5.62081197453626,7.0
U56,CADENCE+GROSS+N,16,-0.06198163449815408,0.04108407094688982,1.0920159496810826,2.601265698381355,1.2097375632110847,1.255932582010596,3.3908419289834426,5.0
U56,CADENCE+GROSS+H,13,0.013680740370528133,-0.06471133456085365,1.0942087185217848,2.340478714280232,1.3145090649097406,1.26050608884981,2.915559381667217,5.0
U56,CADENCE+GROSS+H+N,19,-0.06198163449815408,0.04108407094688982,1.12444902281782,3.36359199849574,1.3556816071655076,1.3677544071755452,4.826218236383364,7.0
B136,N,6,-0.2693711380430417,0.5314058594552409,1.1811713071382253,2.364407287310369,1.3482141276516029,1.4376626940044324,3.0011660330631784,4.0
B136,H,3,-0.021680964780517398,0.22902023108256708,1.1347852475515665,1.8665753154990319,1.499460136099993,1.3077738747739194,1.9289353521040062,3.0
B136,GROSS,9,-0.00045430791951361904,0.12058326254180818,1.0000233991652918,1.2396308275478176,1.0000725168539732,1.0001445803932203,1.4094077763648558,1.0
B136,CADENCE,1,0.058379120678359486,0.015352021018376849,1.0,,1.0,1.0,,1.0
B136,H+N,9,-0.2693711380430417,0.5314058594552409,1.209101987541611,3.348391794665199,1.6127403016526074,1.5575426714230163,4.764927060666406,6.0
B136,GROSS+N,15,-0.2693711380430417,0.5314058594552409,1.0842424390808714,2.3987711844341386,1.1565501159532703,1.2340543574677731,2.9798168031991805,4.0
B136,GROSS+H,12,-0.021680964780517398,0.22902023108256708,1.0808323371788862,2.1972698087055025,1.2569143908853215,1.2180260991841543,2.575929077727579,4.0
B136,CADENCE+N,7,-0.2693711380430417,0.5314058594552409,1.1936147263481145,2.488582615945357,1.452337064462343,1.4679617194156345,3.4129017053006394,5.0
B136,CADENCE+GROSS,10,-0.00045430791951361904,0.12058326254180818,1.0295651458191368,1.5514398441983166,1.0896841204094072,1.0791389804446054,1.7173882129525075,2.0
