panel,N,turnover,CAGR,Sharpe,MaxDD,H1,H2,IS_CAGR,IS_Sharpe,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,L_H1,L_H2,L_OOS,L_DD,L_CAGR,A_H1,A_H2,A_DD,O_S,O_DD,O_CAGR,pass4b,pass4a,pass4b_oos,lam_median,n_already_drier,EDGE_S5,EDGE_se_S5,EDGE_S10,EDGE_se_S10,EDGE_S20,EDGE_se_S20,EDGE_S40,EDGE_se_S40
U56,5,3.1273037437962694,0.17827666701103606,0.9859644343185225,-0.25853596305636206,1.1972157872354316,0.826898186545906,0.1876467906540611,1.116389710650534,-0.24238280544701685,0.1706185380438232,0.9002767132439443,-0.2585359630563616,True,True,True,False,True,False,False,False,True,False,True,False,False,False,1.0,23,6.115233255618713,0.6846562119681868,6.43357118994844,0.7519173306786082,5.676144894807411,0.5344344904292702,5.95038816304212,0.3828678000842714
U56,8,3.0512772736591596,0.16835370055023535,1.0543570177313728,-0.21430270860985456,1.148026355406319,0.9848459742701502,0.1506137872324902,1.0244324713438449,-0.20214933127901147,0.18316254663029707,1.0797492270780045,-0.21430270860985456,True,True,True,False,True,False,False,False,True,False,True,False,False,False,0.8991794943653716,6,3.974437268454256,1.6993584582844734,3.8978723362459555,1.057188010268532,5.020345234000967,0.705814796681951,5.350912897081484,0.47886105245581856
U56,10,3.029138541150788,0.17124124583736267,1.1125375130716837,-0.20771056362661844,1.2474787205448488,1.003384921412402,0.16412630251975568,1.1406207251011073,-0.18868968177667844,0.17713100107447066,1.095423418561058,-0.20771056362661866,True,True,True,False,True,True,False,False,True,False,True,False,False,False,0.9056605849816639,6,5.562333480524728,1.1232322367754577,5.78733793411037,0.9348061145331134,6.107455446857646,0.6086956205151549,6.205435076551991,0.4159439465454107
U56,12,3.040640012738739,0.17705025292752952,1.1691854832139659,-0.20169232886405797,1.2752665933754002,1.088420497455344,0.1627932771262759,1.1661166936671203,-0.16104868771188452,0.18891790746327697,1.1758369919110914,-0.2016923288640583,True,True,True,True,True,True,False,False,True,True,True,True,False,True,0.9127516447929405,6,7.382723218226972,1.5966469024463925,6.038806408835895,0.8038775782039372,6.130269773706809,0.5089831362370294,6.820183166175642,0.33168693897589907
U56,15,3.019941232779304,0.16995945257623468,1.1621168149681405,-0.20974140506046712,1.251133850158724,1.106266399269583,0.14691876816665372,1.1330672758349964,-0.14478212452215866,0.18927385810504593,1.1905670568487305,-0.20974140506046712,True,True,True,False,True,True,False,False,True,False,True,False,False,False,0.9307666425533708,11,4.612632135855721,0.3778014696101251,5.087690985986448,0.36819870768368507,5.120778724646002,0.28123929579452905,5.215201883046006,0.25443043221530454
U56,20,2.8973943077144937,0.15578668168705812,1.139700973748421,-0.19127568902302328,1.203742907417884,1.0970651527689368,0.13911411272723173,1.111898434102762,-0.1395225553008913,0.1696947758085483,1.1643314948267134,-0.19127568902302317,True,True,True,True,True,False,False,False,True,True,True,True,False,True,0.8008220603408234,0,5.095211537554922,0.7137870131430503,4.896681228388012,0.6127777566191561,5.0856651744664365,0.4456458768928672,5.1181233929647245,0.2843383613302251
U56,25,2.7345152794852705,0.1489102187692648,1.1285133069631514,-0.21158700153786847,1.2022287079791567,1.0819406530423474,0.13051171690682306,1.0952962137355164,-0.14867717484226062,0.16428064522662233,1.1579290814235303,-0.21158700153786847,True,True,True,False,True,False,False,False,True,False,True,False,False,False,0.9191826432388859,5,3.041034334770276,0.6390314324510388,3.4504223786609445,0.6348683340720511,3.2382663523773725,0.3631477592209212,2.9526013388686767,0.24875004514818405
U56,30,2.6493013715765503,0.14008113065953998,1.100757855994325,-0.22068513612656904,1.1595575204035486,1.0676142517992833,0.12162384147871874,1.0639173598439982,-0.15324876569526646,0.1555031765030752,1.1329425107219153,-0.22068513612656881,True,True,True,False,True,False,False,False,True,False,True,False,False,False,0.9725049194479826,15,1.8237355018370094,0.6316848205781949,1.6865539076063696,0.31284975844619234,1.5949226047668574,0.21445102339085123,1.5456520589598344,0.1817399971585989
U56,40,2.313864592272747,0.13457634739318403,1.126761290242574,-0.229841888535963,1.2715954869397383,1.0254030641968146,0.12806187458574558,1.1761943091849962,-0.12581425090959486,0.13996738679597365,1.0983460997969055,-0.2298418885359632,True,True,True,False,True,True,False,False,True,False,True,False,False,False,1.0,29,0.10384234400429015,0.43537686255696156,0.38370585294800197,0.21360097076856163,0.491736489695882,0.12605889512005541,0.41353549317942884,0.09101007213258701
B136,5,3.426816921073969,0.18905908768145907,0.9776027635417431,-0.281238810087446,1.3071352694307312,0.72568322978275,0.23791409235330785,1.2857293644485364,-0.2679179203071377,0.150259915145035,0.7686882215621813,-0.2812388100874458,True,False,False,False,True,True,False,False,False,False,True,False,False,False,1.0,24,4.860177054826953,1.1945258342830822,5.035491746418708,0.7427830120661363,5.357428001503406,0.6772547126625478,5.717068769790689,0.4659626612019666
B136,8,3.382568548406168,0.1782211925038646,0.9883520420625724,-0.24535256443898135,1.369320557424036,0.7066621559053999,0.21911842781946667,1.2950986667099715,-0.21002331052310796,0.1455591690419591,0.7866466863657643,-0.24535256443898168,True,False,False,False,True,True,False,False,False,False,True,False,False,False,0.9571136698081856,13,5.704801235885215,0.2555279741226921,5.409433532713514,0.6277437064784859,5.087825709786486,0.5246893308852427,5.244526724236387,0.4078848808980243
B136,10,3.362418886411599,0.18094572346347726,1.0436862417648118,-0.20203288162979294,1.3777327159485238,0.7961860610058239,0.20680632078852312,1.2856106856479177,-0.19218182755549684,0.1600562902440652,0.8854758558934781,-0.20203288162979294,True,False,True,True,True,True,False,False,True,True,True,False,False,True,0.7784601445098931,1,8.707024793164608,0.8438409156630864,8.53826592087239,0.47542264669046524,8.53826592087239,0.39806039621521483,8.323841215910088,0.3443151034650354
B136,12,3.328563657433628,0.17598257111489235,1.0538758774646646,-0.2117059535427822,1.3258353583713147,0.8524044357148496,0.18940738775400634,1.227681435250053,-0.17871118424814003,0.16503590074535568,0.9403870313183638,-0.2117059535427821,True,True,True,False,True,True,False,False,True,False,True,False,False,False,0.7889084396481136,0,5.183793242775914,0.41606856820691135,5.4496962298812175,0.6857433824132758,6.519566190615922,0.43051162789626657,6.519566190615922,0.2738028555089674
B136,15,3.283865699423728,0.1677976415961746,1.068178680791749,-0.19659728035297697,1.2377522144202826,0.9426949821751242,0.1592409493784368,1.10809276879891,-0.16310309434878967,0.17489486262089549,1.0457884279636374,-0.19659728035297697,True,True,True,True,True,True,False,False,True,True,True,True,False,True,0.745131601775327,1,6.509168954919908,0.6643046186611277,6.658749670588094,0.43316075750079114,6.864535333528343,0.2612600929075091,6.8337512656864385,0.2636015670038398
B136,20,3.247874747901893,0.16040704123612182,1.0634318900924733,-0.20740302267849475,1.2898666135999557,0.8844777366429588,0.16061313997190863,1.1441918935936697,-0.14636241107806824,0.16023726571201902,1.0100346106764955,-0.20740302267849475,True,True,True,False,True,True,False,False,True,False,True,False,False,False,0.7860713234650961,1,5.054441657522601,0.674243473832393,4.891768642923299,0.5704643024380586,4.891768642923299,0.38056348914246807,4.932357200086979,0.24246064781546098
B136,25,3.217224674120177,0.16366123249678388,1.0968282186007665,-0.216146994859019,1.2780130121206887,0.9570656729830784,0.15929717640987096,1.1513256102955831,-0.13583116427242126,0.16726908215706393,1.0622507626045483,-0.21614699485901911,True,True,True,False,True,True,False,False,True,False,True,False,False,False,0.8743470851130084,0,4.2952333260316555,0.8716167254819986,4.186209184183798,0.5319299882067396,4.34111997290898,0.32821881443956163,4.269149812565876,0.21389338279088033
B136,30,3.1522326540506733,0.1601345108161336,1.0981338933042264,-0.24354358049436975,1.2732684511921244,0.9689318299894406,0.1529253327475546,1.1473205557687152,-0.1318403191007732,0.1661079493963833,1.0695530808226905,-0.24354358049436964,True,True,True,False,True,True,True,False,True,False,True,False,False,False,0.935847995967258,7,2.6951323618612077,0.7294398135305643,2.5298513956090174,0.5100963220546071,2.5881623278819044,0.3043628274870637,2.810899508839926,0.1931112636261126
B136,40,3.071390083476017,0.15311485642590061,1.088431221467345,-0.25383188323645245,1.265363577767309,0.9565255058773399,0.14825103577374144,1.1451120445195189,-0.1326386429377,0.15713759320155107,1.053516002793691,-0.25383188323645256,True,True,True,False,True,True,False,False,True,False,True,False,False,False,0.9861051587820286,18,2.326773524574466,0.7264005988100689,1.6934001325907388,0.42931853681840804,1.901674990390212,0.2803362722917661,1.8532321794052287,0.1767412329791501
