bar,book,ladder,gap_U56,gap_B136,gap_SMALL,clone_U56,clone_B136,clone_SMALL,panel_dependent
B_LOOSE,N=10,N,0.04629922599455161,0.0049815792052352315,0.0022506368057039206,False,True,True,True
B_LOOSE,N=15,N,0.018872130263859033,0.0029988337431181566,0.0134755705055144,False,True,True,True
B_LOOSE,N=30,N,0.0033933645164136994,0.024704813169247775,0.014627177941053171,True,False,True,True
B_LOOSE,N=40,N,0.017514038025644885,0.01712234816725111,0.005425109442506515,False,False,True,True
B_LOOSE,H=21,H,0.04385425076350513,0.002533293736610931,0.022312196510867466,False,True,False,True
B_LOOSE,H=63,H,0.03183735784485853,0.020814957471491757,0.06912296697431441,False,False,False,False
B_LOOSE,H=252,H,0.014809742486065591,0.000798676484204508,0.2790304052182262,True,True,False,True
B_LOOSE,CADENCE=M,CADENCE,0.08398030204610274,0.01059618797365447,0.12433029713659743,False,True,False,True
B_LOOSE,GROSS=0.3,GROSS,0.0016782049114916209,0.003959420323454088,0.00211825637283658,True,True,True,False
B_LOOSE,GROSS=0.35,GROSS,0.0014519350698094513,0.0034805044488801506,0.0018690576456023011,True,True,True,False
B_LOOSE,GROSS=0.4,GROSS,0.0012351089947966187,0.0030099294361833895,0.0016230828864198799,True,True,True,False
B_LOOSE,GROSS=0.45,GROSS,0.0010272470701722103,0.0025485334007468996,0.0013808279643157118,True,True,True,False
B_LOOSE,GROSS=0.5,GROSS,0.0008286767461822553,0.0020967173517270066,0.00114198971424595,True,True,True,False
B_LOOSE,GROSS=0.55,GROSS,0.0006408390652565821,0.0016550258923224703,0.0009063031813819622,True,True,True,False
B_LOOSE,GROSS=0.6,GROSS,0.00046363358529832865,0.0012241248496447366,0.0006740161973644021,True,True,True,False
B_LOOSE,GROSS=0.65,GROSS,0.00029757040327349493,0.0008040053925153501,0.0004455036822963443,True,True,True,False
B_LOOSE,GROSS=0.7,GROSS,0.00014265326348739116,0.00039567459110823044,0.0002207010989342395,True,True,True,False
