defn,q,panel,n_unres,eta2_lad,eta2_stat,eta2_resid,sst,margin_x,rel_eta2_lad,rel_eta2_stat,rel_margin_x,logM_eta2_lad,logM_eta2_stat,concord_within_ladder,concord_within_stat,concord_diff,lad_wins_binary,stat_wins_binary,degenerate,lad_wins_rel,lad_wins_logM,lad_wins_concord
INF_FLOOR,0.95,U56,14.0,0.42857142857142855,0.14285714285714285,0.42857142857142855,1.75,3.0,0.428569830872419,0.1428575422818953,2.9999804282418543,0.857946984566476,0.012428072929747926,0.8333333333333334,0.75,0.08333333333333337,True,False,False,True,True,True
INF_FLOOR,0.95,B136,10.0,0.7333333333333333,0.06666666666666667,0.20000000000000007,3.75,11.0,0.9838558846568927,0.003990560154788484,246.54580973458377,0.7056776349958587,0.07255534304454811,0.8333333333333333,0.41666666666666663,0.41666666666666663,True,False,False,True,True,True
INF_FLOOR,0.95,SMALL,9.0,0.30158730158730157,0.047619047619047616,0.6507936507936507,3.9375,6.333333333333333,0.36999907245583463,0.21856782698935392,1.6928341080769251,0.5100558917024901,0.16057419925480831,0.5416666666666666,0.37499999999999994,0.16666666666666669,True,False,False,True,True,True
INF_FLOOR,0.95,POOLED,11.0,0.5424354243542435,0.040590405904059074,0.41697416974169743,1.8819444444444444,13.363636363636353,0.7380932034113581,0.08516115195875615,8.667017606441247,0.8184182871415376,0.06117109283056528,0.4583333333333333,0.24999999999999997,0.20833333333333334,True,False,False,True,True,True
INF_FLOOR,0.95,POOLED_LARGE,12.0,0.75,0.0625,0.1875,2.0,12.0,0.864324025913205,0.041545603068110594,20.804223842802738,0.852681462553031,0.038914901163611654,0.6666666666666666,0.375,0.29166666666666663,True,False,False,True,True,True
ZERO_CONTENT,0.8,U56,4.0,0.5,0.16666666666666666,0.33333333333333337,3.0,3.0,0.9731860204382906,0.004459683903937333,218.21860952501393,0.7244966577803911,0.05333407846700597,0.75,0.5833333333333334,0.16666666666666663,True,False,False,True,True,True
ZERO_CONTENT,0.8,B136,6.0,0.6,0.2,0.2,3.75,2.9999999999999996,0.909776547695533,0.023416558577598386,38.851846853613964,0.5260255533114069,0.1045567667022874,0.75,0.5,0.25,True,False,False,True,True,True
ZERO_CONTENT,0.8,SMALL,3.0,0.07692307692307693,0.28205128205128205,0.6410256410256411,2.4375,0.27272727272727276,0.6162461607150753,0.08481023130180007,7.26617710217229,0.4098085598540116,0.27020438444604644,0.625,0.7083333333333334,-0.08333333333333337,False,True,False,True,True,False
ZERO_CONTENT,0.8,POOLED,4.333333333333333,0.5670995670995671,0.15151515151515152,0.2813852813852814,1.6041666666666665,3.742857142857143,0.9403995746452195,0.0161166958500744,58.34940259425931,0.7361747451385764,0.12632253140752242,0.3333333333333333,0.24999999999999997,0.08333333333333334,True,False,False,True,True,True
ZERO_CONTENT,0.8,POOLED_LARGE,5.0,0.7435897435897436,0.1282051282051282,0.1282051282051282,2.4375,5.800000000000001,0.9807364912021551,0.007624690479579612,128.62640048520737,0.7579368794283652,0.07863479925419752,0.5833333333333334,0.3333333333333333,0.25000000000000006,True,False,False,True,True,True
ZERO_CONTENT,0.9,U56,10.0,0.7333333333333333,0.06666666666666667,0.20000000000000007,3.75,11.0,0.39116588524302776,0.1869574251204647,2.092272532053663,0.8188079249749702,0.026262755265537993,0.8333333333333334,0.41666666666666663,0.41666666666666674,True,False,False,True,True,True
ZERO_CONTENT,0.9,B136,10.0,0.7333333333333333,0.06666666666666667,0.20000000000000007,3.75,11.0,0.9737644744440945,0.006642672334561109,146.59227873964258,0.6393980290455687,0.0841939222472927,0.8333333333333333,0.41666666666666663,0.41666666666666663,True,False,False,True,True,True
ZERO_CONTENT,0.9,SMALL,7.0,0.30158730158730157,0.047619047619047616,0.6507936507936507,3.9375,6.333333333333333,0.30552208026602623,0.20294607890697253,1.5054347534650967,0.47666214178819827,0.19972624373398679,0.5416666666666666,0.37499999999999994,0.16666666666666669,True,False,False,True,True,True
ZERO_CONTENT,0.9,POOLED,9.0,0.6851311953352768,0.03206997084548103,0.2827988338192422,2.3819444444444446,21.36363636363637,0.6826475011070515,0.09226499034307009,7.398770634113271,0.7910133395982699,0.0834453003349109,0.375,0.16666666666666666,0.20833333333333334,True,False,False,True,True,True
ZERO_CONTENT,0.9,POOLED_LARGE,10.0,0.8181818181818182,0.045454545454545456,0.1363636363636363,2.75,18.0,0.840399579873176,0.047039029193982194,17.866006043778857,0.8216630428227281,0.05293076752261244,0.6666666666666666,0.25,0.41666666666666663,True,False,False,True,True,True
ZERO_CONTENT,0.95,U56,14.0,0.42857142857142855,0.14285714285714285,0.42857142857142855,1.75,3.0,0.428569830872419,0.1428575422818953,2.9999804282418543,0.857946984566476,0.012428072929747926,0.8333333333333334,0.75,0.08333333333333337,True,False,False,True,True,True
ZERO_CONTENT,0.95,B136,10.0,0.7333333333333333,0.06666666666666667,0.20000000000000007,3.75,11.0,0.9838558846568927,0.003990560154788484,246.54580973458377,0.7056776349958587,0.07255534304454811,0.8333333333333333,0.41666666666666663,0.41666666666666663,True,False,False,True,True,True
ZERO_CONTENT,0.95,SMALL,9.0,0.30158730158730157,0.047619047619047616,0.6507936507936507,3.9375,6.333333333333333,0.36999907245583463,0.21856782698935392,1.6928341080769251,0.5100558917024901,0.16057419925480831,0.5416666666666666,0.37499999999999994,0.16666666666666669,True,False,False,True,True,True
ZERO_CONTENT,0.95,POOLED,11.0,0.5424354243542435,0.040590405904059074,0.41697416974169743,1.8819444444444444,13.363636363636353,0.7380932034113581,0.08516115195875615,8.667017606441247,0.8184182871415376,0.06117109283056528,0.4583333333333333,0.24999999999999997,0.20833333333333334,True,False,False,True,True,True
ZERO_CONTENT,0.95,POOLED_LARGE,12.0,0.75,0.0625,0.1875,2.0,12.0,0.864324025913205,0.041545603068110594,20.804223842802738,0.852681462553031,0.038914901163611654,0.6666666666666666,0.375,0.29166666666666663,True,False,False,True,True,True
NO_TAPE_500,0.8,U56,4.0,0.16666666666666666,0.16666666666666666,0.6666666666666667,3.0,1.0,0.9731860204382906,0.004459683903937333,218.21860952501393,0.7244966577803911,0.05333407846700597,0.5833333333333333,0.5833333333333334,-1.1102230246251565e-16,False,False,False,True,True,False
NO_TAPE_500,0.8,B136,3.0,0.28205128205128205,0.07692307692307693,0.641025641025641,2.4375,3.6666666666666665,0.909776547695533,0.023416558577598386,38.851846853613964,0.5260255533114069,0.1045567667022874,0.7083333333333333,0.625,0.08333333333333326,True,False,False,True,True,True
NO_TAPE_500,0.8,SMALL,3.0,0.07692307692307693,0.6923076923076923,0.23076923076923084,2.4375,0.11111111111111112,0.6162461607150753,0.08481023130180007,7.26617710217229,0.4098085598540116,0.27020438444604644,0.625,0.875,-0.25,False,True,False,True,True,False
NO_TAPE_500,0.8,POOLED,3.333333333333333,0.27659574468085096,0.3617021276595743,0.36170212765957477,1.3055555555555558,0.7647058823529412,0.9403995746452195,0.0161166958500744,58.34940259425931,0.7361747451385764,0.12632253140752242,0.41666666666666663,0.3333333333333333,0.08333333333333331,False,True,False,True,True,True
NO_TAPE_500,0.8,POOLED_LARGE,3.5,0.3684210526315789,0.11578947368421053,0.5157894736842105,1.484375,3.1818181818181817,0.9807364912021551,0.007624690479579612,128.62640048520737,0.7579368794283652,0.07863479925419752,0.5,0.375,0.125,True,False,False,True,True,True
NO_TAPE_500,0.9,U56,5.0,0.34545454545454546,0.2,0.45454545454545453,3.4375,1.7272727272727273,0.39116588524302776,0.1869574251204647,2.092272532053663,0.8188079249749702,0.026262755265537993,0.625,0.5416666666666666,0.08333333333333337,True,False,False,True,True,True
NO_TAPE_500,0.9,B136,5.0,0.34545454545454546,0.05454545454545454,0.6,3.4375,6.333333333333334,0.9737644744440945,0.006642672334561109,146.59227873964258,0.6393980290455687,0.0841939222472927,0.625,0.4583333333333333,0.16666666666666669,True,False,False,True,True,True
NO_TAPE_500,0.9,SMALL,4.0,0.16666666666666666,0.5,0.33333333333333337,3.0,0.3333333333333333,0.30552208026602623,0.20294607890697253,1.5054347534650967,0.47666214178819827,0.19972624373398679,0.5833333333333333,0.75,-0.16666666666666674,False,True,False,True,True,False
NO_TAPE_500,0.9,POOLED,4.666666666666666,0.5238095238095237,0.26984126984126977,0.2063492063492065,1.75,1.9411764705882355,0.6826475011070515,0.09226499034307009,7.398770634113271,0.7910133395982699,0.0834453003349109,0.5,0.25,0.25,True,False,False,True,True,True
NO_TAPE_500,0.9,POOLED_LARGE,5.0,0.6129032258064516,0.16129032258064516,0.22580645161290322,1.9375,3.8000000000000003,0.840399579873176,0.047039029193982194,17.866006043778857,0.8216630428227281,0.05293076752261244,0.49999999999999994,0.2916666666666667,0.20833333333333326,True,False,False,True,True,True
NO_TAPE_500,0.95,U56,5.0,0.34545454545454546,0.2,0.45454545454545453,3.4375,1.7272727272727273,0.428569830872419,0.1428575422818953,2.9999804282418543,0.857946984566476,0.012428072929747926,0.625,0.5416666666666666,0.08333333333333337,True,False,False,True,True,True
NO_TAPE_500,0.95,B136,5.0,0.34545454545454546,0.05454545454545454,0.6,3.4375,6.333333333333334,0.9838558846568927,0.003990560154788484,246.54580973458377,0.7056776349958587,0.07255534304454811,0.625,0.4583333333333333,0.16666666666666669,True,False,False,True,True,True
NO_TAPE_500,0.95,SMALL,4.0,0.16666666666666666,0.5,0.33333333333333337,3.0,0.3333333333333333,0.36999907245583463,0.21856782698935392,1.6928341080769251,0.5100558917024901,0.16057419925480831,0.5833333333333333,0.75,-0.16666666666666674,False,True,False,True,True,False
NO_TAPE_500,0.95,POOLED,4.666666666666666,0.5238095238095237,0.26984126984126977,0.2063492063492065,1.75,1.9411764705882355,0.7380932034113581,0.08516115195875615,8.667017606441247,0.8184182871415376,0.06117109283056528,0.5,0.25,0.25,True,False,False,True,True,True
NO_TAPE_500,0.95,POOLED_LARGE,5.0,0.6129032258064516,0.16129032258064516,0.22580645161290322,1.9375,3.8000000000000003,0.864324025913205,0.041545603068110594,20.804223842802738,0.852681462553031,0.038914901163611654,0.49999999999999994,0.2916666666666667,0.20833333333333326,True,False,False,True,True,True
