claimset,split,char,n_rungs,rebuilt,abs_FULL,abs_IS,abs_OOS,v_FULL,v_IS,v_OOS,flip,full_misleads,oos_smaller
STRICT,2015-12-31,beta,4,True,0.07129112974454105,0.20659966769902158,0.03352323472645061,True,False,True,True,True,True
STRICT,2015-12-31,cvol,2,True,0.14204280544937414,0.3020454659016589,0.08842907279737929,False,False,True,True,True,True
STRICT,2015-12-31,momac,4,True,0.11426000209620556,0.21118208094414728,0.07690861081960607,False,False,True,True,True,True
STRICT,2015-12-31,mompers,3,True,0.09969184216322746,0.13154310327605634,0.13317037228579803,False,False,False,False,False,False
STRICT,2015-12-31,momsgn,4,True,0.08862326097380502,0.11101805899857878,0.09659979533601598,True,False,True,True,True,True
STRICT,2015-12-31,mrho,5,True,0.10488689976908358,0.15258946059165068,0.13805018086037207,False,False,False,False,False,True
STRICT,2015-12-31,plevel,2,True,0.043573362273543206,0.12962034494393324,0.03912682910526072,True,False,True,True,True,True
STRICT,2015-12-31,retac,3,True,0.11077143093022,0.1650741245854956,0.0898738203066392,False,False,True,True,True,True
STRICT,2015-12-31,retsgn,3,True,0.10314060210675284,0.09484387088586076,0.11118403632827666,False,True,False,True,True,False
STRICT,2015-12-31,tpers,3,True,0.043897382945649016,0.1173627094440569,0.027220284696349923,True,False,True,True,True,True
STRICT,2015-12-31,volpers,3,True,0.0848396472233925,0.12730838020051724,0.06739960123279189,True,False,True,True,True,True
STRICT,2016-12-31,beta,4,True,0.07129112974454105,0.16665767061626113,0.03678747645725623,True,False,True,True,True,True
STRICT,2016-12-31,cvol,2,True,0.14204280544937414,0.27480341118042656,0.08996425206481307,False,False,True,True,True,True
STRICT,2016-12-31,momac,4,True,0.11426000209620556,0.22609122899780273,0.07288295324901187,False,False,True,True,True,True
STRICT,2016-12-31,mompers,3,True,0.09969184216322746,0.1173802291226849,0.1376654112567032,False,False,False,False,False,False
STRICT,2016-12-31,momsgn,4,True,0.08862326097380502,0.09440974132533649,0.11558051602318223,True,True,False,True,True,False
STRICT,2016-12-31,mrho,5,True,0.10488689976908358,0.13288809732830442,0.13173225623101556,False,False,False,False,False,True
STRICT,2016-12-31,plevel,2,True,0.043573362273543206,0.13364102326098914,0.026100949052073157,True,False,True,True,True,True
STRICT,2016-12-31,retac,3,True,0.11077143093022,0.19899935360112542,0.06889278920230103,False,False,True,True,True,True
STRICT,2016-12-31,retsgn,3,True,0.10314060210675284,0.15143421161175605,0.08621871394472624,False,False,True,True,True,True
STRICT,2016-12-31,tpers,3,True,0.043897382945649016,0.13407093222298916,0.031739672180678656,True,False,True,True,True,True
STRICT,2016-12-31,volpers,3,True,0.0848396472233925,0.12334556770590578,0.06837155152057593,True,False,True,True,True,True
STRICT,2017-12-31,beta,4,True,0.07129112974454105,0.16425512719270585,0.028724761043972508,True,False,True,True,True,True
STRICT,2017-12-31,cvol,2,True,0.14204280544937414,0.29068729530095117,0.07081206806662749,False,False,True,True,True,True
STRICT,2017-12-31,momac,4,True,0.11426000209620556,0.22611334480326567,0.06344045122017963,False,False,True,True,True,True
STRICT,2017-12-31,mompers,3,True,0.09969184216322746,0.16129531097808605,0.11924315078622993,False,False,False,False,False,True
STRICT,2017-12-31,momsgn,4,True,0.08862326097380502,0.12924042894442164,0.12432731758867753,True,False,False,False,True,True
STRICT,2017-12-31,mrho,5,True,0.10488689976908358,0.13479689676909556,0.1183456841895826,False,False,False,False,False,True
STRICT,2017-12-31,plevel,2,True,0.043573362273543206,0.128140485787087,0.028829135035138478,True,False,True,True,True,True
STRICT,2017-12-31,retac,3,True,0.11077143093022,0.20770444307313454,0.05674437379165111,False,False,True,True,True,True
STRICT,2017-12-31,retsgn,3,True,0.10314060210675284,0.16393623312935643,0.07322490002604469,False,False,True,True,True,True
STRICT,2017-12-31,tpers,3,True,0.043897382945649016,0.13653560905058926,0.03817237691412847,True,False,True,True,True,True
STRICT,2017-12-31,volpers,3,True,0.0848396472233925,0.1443102671461094,0.06260612400425489,True,False,True,True,True,True
WIDE,2015-12-31,beta,4,True,0.07129112974454105,0.20659966769902158,0.03352323472645061,True,False,True,True,True,True
WIDE,2015-12-31,breadth,0,False,,,,,,,,,
WIDE,2015-12-31,cvol,2,True,0.14204280544937414,0.3020454659016589,0.08842907279737929,False,False,True,True,True,True
WIDE,2015-12-31,momac,4,True,0.11426000209620556,0.21118208094414728,0.07690861081960607,False,False,True,True,True,True
WIDE,2015-12-31,mompers,3,True,0.09969184216322746,0.13154310327605634,0.13317037228579803,False,False,False,False,False,False
WIDE,2015-12-31,momsgn,4,True,0.08862326097380502,0.11101805899857878,0.09659979533601598,True,False,True,True,True,True
WIDE,2015-12-31,mrho,5,True,0.10488689976908358,0.15258946059165068,0.13805018086037207,False,False,False,False,False,True
WIDE,2015-12-31,plevel,2,True,0.043573362273543206,0.12962034494393324,0.03912682910526072,True,False,True,True,True,True
WIDE,2015-12-31,retac,3,True,0.11077143093022,0.1650741245854956,0.0898738203066392,False,False,True,True,True,True
WIDE,2015-12-31,retsgn,3,True,0.10314060210675284,0.09484387088586076,0.11118403632827666,False,True,False,True,True,False
