panel,rung,family,gross,depth,cadence,chooser,no_candidate,level,w,IS_live_share,IS_Sharpe,IS_live_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,OOS_dSharpe,pass_4a,pass_4b,fail_4b,SPY_OOS_CAGR,SPY_OOS_Sharpe,SPY_OOS_MaxDD,V2_OOS_CAGR,V2_OOS_Sharpe,V2_OOS_MaxDD
U56,0.0,ABS,0.75,0.5,W,LIVE50,False,0.3,0,1.0,1.0855771251119126,1.0855771251119126,0.12101640274942227,1.244301864355954,-0.15769536970935893,0.05484061057140699,False,True,-none-,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,ABS,0.75,0.5,W,LIVELEG,False,0.3,0,1.0,1.0855771251119126,1.0855771251119126,0.12101640274942227,1.244301864355954,-0.15769536970935893,0.05484061057140699,False,True,-none-,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,ABS,0.75,1.0,D,BLIND,False,0.4,0,1.0,1.0070303597333043,1.0070303597333043,0.11582192566382399,1.3018013795397283,-0.14071717556304209,0.11214859752271344,False,False,CAGR,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,ABS,0.75,1.0,D,LIVE50,False,0.4,0,1.0,1.0070303597333043,1.0070303597333043,0.11582192566382399,1.3018013795397283,-0.14071717556304209,0.11214859752271344,False,False,CAGR,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,ABS,0.75,1.0,D,LIVELEG,False,0.4,0,1.0,1.0070303597333043,1.0070303597333043,0.11582192566382399,1.3018013795397283,-0.14071717556304209,0.11214859752271344,False,False,CAGR,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,ABS,0.75,1.0,W,BLIND,False,0.3,0,1.0,1.091930376047309,1.091930376047309,0.11966609911961834,1.2551084232769918,-0.15769536970935927,0.06556538524043476,False,True,-none-,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,ABS,0.75,1.0,W,LIVE50,False,0.3,0,1.0,1.091930376047309,1.091930376047309,0.11966609911961834,1.2551084232769918,-0.15769536970935927,0.06556538524043476,False,True,-none-,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,ABS,0.75,1.0,W,LIVELEG,False,0.3,0,1.0,1.091930376047309,1.091930376047309,0.11966609911961834,1.2551084232769918,-0.15769536970935927,0.06556538524043476,False,True,-none-,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,ABS,1.0,0.25,D,BLIND,False,0.4,0,1.0,1.0635821811318387,1.0635821811318387,0.16176559505622956,1.2441425188953736,-0.19699306081483303,0.05543731820018705,False,True,-none-,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,ABS,1.0,0.25,D,LIVE50,False,0.4,0,1.0,1.0635821811318387,1.0635821811318387,0.16176559505622956,1.2441425188953736,-0.19699306081483303,0.05543731820018705,False,True,-none-,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,ABS,1.0,0.25,D,LIVELEG,False,0.4,0,1.0,1.0635821811318387,1.0635821811318387,0.16176559505622956,1.2441425188953736,-0.19699306081483303,0.05543731820018705,False,True,-none-,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,ABS,1.0,0.25,W,BLIND,False,0.3,0,1.0,1.0718619590515361,1.0718619590515361,0.1628161336198517,1.2204267837127583,-0.2074856343919146,0.03176089133991544,False,False,DD,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,ABS,1.0,0.25,W,LIVE50,False,0.3,0,1.0,1.0718619590515361,1.0718619590515361,0.1628161336198517,1.2204267837127583,-0.2074856343919146,0.03176089133991544,False,False,DD,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,ABS,1.0,0.25,W,LIVELEG,False,0.3,0,1.0,1.0718619590515361,1.0718619590515361,0.1628161336198517,1.2204267837127583,-0.2074856343919146,0.03176089133991544,False,False,DD,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,ABS,1.0,0.5,D,BLIND,False,0.4,0,1.0,1.061450216991691,1.061450216991691,0.1599452633341858,1.2860726675087781,-0.18670225962494447,0.09727056075300045,False,True,-none-,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,ABS,1.0,0.5,D,LIVE50,False,0.4,0,1.0,1.061450216991691,1.061450216991691,0.1599452633341858,1.2860726675087781,-0.18670225962494447,0.09727056075300045,False,True,-none-,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,ABS,1.0,0.5,D,LIVELEG,False,0.4,0,1.0,1.061450216991691,1.061450216991691,0.1599452633341858,1.2860726675087781,-0.18670225962494447,0.09727056075300045,False,True,-none-,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,ABS,1.0,0.5,W,BLIND,False,0.3,0,1.0,1.0852692716848564,1.0852692716848564,0.16220275986556065,1.2432155795535214,-0.2074856343919146,0.054491621565599724,False,False,DD,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,ABS,1.0,0.5,W,LIVE50,False,0.3,0,1.0,1.0852692716848564,1.0852692716848564,0.16220275986556065,1.2432155795535214,-0.2074856343919146,0.054491621565599724,False,False,DD,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,ABS,1.0,0.5,W,LIVELEG,False,0.3,0,1.0,1.0852692716848564,1.0852692716848564,0.16220275986556065,1.2432155795535214,-0.2074856343919146,0.054491621565599724,False,False,DD,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,ABS,1.0,1.0,D,BLIND,False,0.4,0,1.0,1.0072784996298687,1.0072784996298687,0.15528112671412364,1.3011533926151024,-0.18473105102970377,0.11215957473595606,False,True,-none-,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,ABS,1.0,1.0,D,LIVE50,False,0.4,0,1.0,1.0072784996298687,1.0072784996298687,0.15528112671412364,1.3011533926151024,-0.18473105102970377,0.11215957473595606,False,True,-none-,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,ABS,1.0,1.0,D,LIVELEG,False,0.4,0,1.0,1.0072784996298687,1.0072784996298687,0.15528112671412364,1.3011533926151024,-0.18473105102970377,0.11215957473595606,False,True,-none-,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,ABS,1.0,1.0,W,BLIND,False,0.3,0,1.0,1.0916845037949878,1.0916845037949878,0.16040971520408975,1.2538152728834009,-0.2074856343919147,0.0649758893740211,False,False,DD,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,ABS,1.0,1.0,W,LIVE50,False,0.3,0,1.0,1.0916845037949878,1.0916845037949878,0.16040971520408975,1.2538152728834009,-0.2074856343919147,0.0649758893740211,False,False,DD,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,ABS,1.0,1.0,W,LIVELEG,False,0.3,0,1.0,1.0916845037949878,1.0916845037949878,0.16040971520408975,1.2538152728834009,-0.2074856343919147,0.0649758893740211,False,False,DD,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,QEXP,0.75,0.25,D,BLIND,False,0.07,0,0.9995017438963627,1.0530675465380739,1.0528664819387505,0.11972490724926987,1.1720183451452286,-0.15769536970935893,-0.01736186810706064,False,True,-none-,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,QEXP,0.75,0.25,D,LIVE50,False,0.07,0,0.9995017438963627,1.0530675465380739,1.0528664819387505,0.11972490724926987,1.1720183451452286,-0.15769536970935893,-0.01736186810706064,False,True,-none-,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,QEXP,0.75,0.25,D,LIVELEG,False,0.07,0,0.9995017438963627,1.0530675465380739,1.0528664819387505,0.11972490724926987,1.1720183451452286,-0.15769536970935893,-0.01736186810706064,False,True,-none-,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,QEXP,0.75,0.25,W,BLIND,False,0.17,0,0.9995017438963627,1.053164708768209,1.0529623812917837,0.12332458664085388,1.2432718126341202,-0.15769536970935927,0.05386382982568261,False,True,-none-,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,QEXP,0.75,0.25,W,LIVE50,False,0.17,0,0.9995017438963627,1.053164708768209,1.0529623812917837,0.12332458664085388,1.2432718126341202,-0.15769536970935927,0.05386382982568261,False,True,-none-,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,QEXP,0.75,0.25,W,LIVELEG,False,0.17,0,0.9995017438963627,1.053164708768209,1.0529623812917837,0.12332458664085388,1.2432718126341202,-0.15769536970935927,0.05386382982568261,False,True,-none-,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,QEXP,0.75,0.5,D,BLIND,False,0.07,0,0.9995017438963627,1.0530675465380739,1.0528664819387505,0.11748965656108656,1.1538289917477087,-0.15769536970935893,-0.03555247001487993,False,True,-none-,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,QEXP,0.75,0.5,D,LIVE50,False,0.07,0,0.9995017438963627,1.0530675465380739,1.0528664819387505,0.11748965656108656,1.1538289917477087,-0.15769536970935893,-0.03555247001487993,False,True,-none-,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,QEXP,0.75,0.5,D,LIVELEG,False,0.07,0,0.9995017438963627,1.0530675465380739,1.0528664819387505,0.11748965656108656,1.1538289917477087,-0.15769536970935893,-0.03555247001487993,False,True,-none-,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,QEXP,0.75,0.5,W,BLIND,False,0.07,0,0.9995017438963627,1.0530675465380739,1.0528664819387505,0.11835916304473715,1.1609963427371872,-0.15769536970935893,-0.028385119025401417,False,True,-none-,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,QEXP,0.75,0.5,W,LIVE50,False,0.07,0,0.9995017438963627,1.0530675465380739,1.0528664819387505,0.11835916304473715,1.1609963427371872,-0.15769536970935893,-0.028385119025401417,False,True,-none-,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,QEXP,0.75,0.5,W,LIVELEG,False,0.07,0,0.9995017438963627,1.0530675465380739,1.0528664819387505,0.11835916304473715,1.1609963427371872,-0.15769536970935893,-0.028385119025401417,False,True,-none-,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,QEXP,0.75,1.0,D,BLIND,False,0.07,0,0.9995017438963627,1.0530675465380739,1.0528664819387505,0.11301054191117554,1.1150821345957687,-0.1699685667673061,-0.07430182807538532,False,True,-none-,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,QEXP,0.75,1.0,D,LIVE50,False,0.07,0,0.9995017438963627,1.0530675465380739,1.0528664819387505,0.11301054191117554,1.1150821345957687,-0.1699685667673061,-0.07430182807538532,False,True,-none-,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,QEXP,0.75,1.0,D,LIVELEG,False,0.07,0,0.9995017438963627,1.0530675465380739,1.0528664819387505,0.11301054191117554,1.1150821345957687,-0.1699685667673061,-0.07430182807538532,False,True,-none-,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,QEXP,0.75,1.0,W,BLIND,False,0.07,0,0.9995017438963627,1.0530675465380739,1.0528664819387505,0.11474729552306395,1.1298861843163333,-0.15813890680922027,-0.05949777835482073,False,True,-none-,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,QEXP,0.75,1.0,W,LIVE50,False,0.07,0,0.9995017438963627,1.0530675465380739,1.0528664819387505,0.11474729552306395,1.1298861843163333,-0.15813890680922027,-0.05949777835482073,False,True,-none-,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,QEXP,0.75,1.0,W,LIVELEG,False,0.07,0,0.9995017438963627,1.0530675465380739,1.0528664819387505,0.11474729552306395,1.1298861843163333,-0.15813890680922027,-0.05949777835482073,False,True,-none-,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,QEXP,1.0,0.25,D,BLIND,False,0.07,0,0.9995017438963627,1.0526927274550348,1.0524915163084239,0.16016611585633922,1.1712631995855303,-0.2074856343919146,-0.017346161080846745,False,False,DD,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,QEXP,1.0,0.25,D,LIVE50,False,0.07,0,0.9995017438963627,1.0526927274550348,1.0524915163084239,0.16016611585633922,1.1712631995855303,-0.2074856343919146,-0.017346161080846745,False,False,DD,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,QEXP,1.0,0.25,D,LIVELEG,False,0.07,0,0.9995017438963627,1.0526927274550348,1.0524915163084239,0.16016611585633922,1.1712631995855303,-0.2074856343919146,-0.017346161080846745,False,False,DD,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,QEXP,1.0,0.25,W,BLIND,False,0.17,0,0.9995017438963627,1.0527573851949321,1.052554907703178,0.16531167174399908,1.2423186902510257,-0.2074856343919147,0.053670102652979335,False,False,DD,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,QEXP,1.0,0.25,W,LIVE50,False,0.17,0,0.9995017438963627,1.0527573851949321,1.052554907703178,0.16531167174399908,1.2423186902510257,-0.2074856343919147,0.053670102652979335,False,False,DD,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,QEXP,1.0,0.25,W,LIVELEG,False,0.17,0,0.9995017438963627,1.0527573851949321,1.052554907703178,0.16531167174399908,1.2423186902510257,-0.2074856343919147,0.053670102652979335,False,False,DD,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,QEXP,1.0,0.5,D,BLIND,False,0.07,0,0.9995017438963627,1.0526927274550348,1.0524915163084239,0.15708699642672985,1.153091698022294,-0.2074856343919146,-0.03551943544626601,False,False,DD,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,QEXP,1.0,0.5,D,LIVE50,False,0.07,0,0.9995017438963627,1.0526927274550348,1.0524915163084239,0.15708699642672985,1.153091698022294,-0.2074856343919146,-0.03551943544626601,False,False,DD,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,QEXP,1.0,0.5,D,LIVELEG,False,0.07,0,0.9995017438963627,1.0526927274550348,1.0524915163084239,0.15708699642672985,1.153091698022294,-0.2074856343919146,-0.03551943544626601,False,False,DD,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,QEXP,1.0,0.5,W,BLIND,False,0.07,0,0.9995017438963627,1.0526927274550348,1.0524915163084239,0.15829955895651038,1.1603036793569885,-0.2074856343919146,-0.02830745411157154,False,False,DD,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,QEXP,1.0,0.5,W,LIVE50,False,0.07,0,0.9995017438963627,1.0526927274550348,1.0524915163084239,0.15829955895651038,1.1603036793569885,-0.2074856343919146,-0.02830745411157154,False,False,DD,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,QEXP,1.0,0.5,W,LIVELEG,False,0.07,0,0.9995017438963627,1.0526927274550348,1.0524915163084239,0.15829955895651038,1.1603036793569885,-0.2074856343919146,-0.02830745411157154,False,False,DD,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,QEXP,1.0,1.0,D,BLIND,False,0.07,0,0.9995017438963627,1.0526927274550348,1.0524915163084239,0.15091294226551955,1.1143851620928678,-0.22203753475213506,-0.07422952232835178,False,False,DD,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,QEXP,1.0,1.0,D,LIVE50,False,0.07,0,0.9995017438963627,1.0526927274550348,1.0524915163084239,0.15091294226551955,1.1143851620928678,-0.22203753475213506,-0.07422952232835178,False,False,DD,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,QEXP,1.0,1.0,D,LIVELEG,False,0.07,0,0.9995017438963627,1.0526927274550348,1.0524915163084239,0.15091294226551955,1.1143851620928678,-0.22203753475213506,-0.07422952232835178,False,False,DD,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,QEXP,1.0,1.0,W,BLIND,False,0.07,0,0.9995017438963627,1.0526927274550348,1.0524915163084239,0.15333426173651699,1.1293105101575729,-0.2074856343919146,-0.05930417426364665,False,False,DD,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,QEXP,1.0,1.0,W,LIVE50,False,0.07,0,0.9995017438963627,1.0526927274550348,1.0524915163084239,0.15333426173651699,1.1293105101575729,-0.2074856343919146,-0.05930417426364665,False,False,DD,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,QEXP,1.0,1.0,W,LIVELEG,False,0.07,0,0.9995017438963627,1.0526927274550348,1.0524915163084239,0.15333426173651699,1.1293105101575729,-0.2074856343919146,-0.05930417426364665,False,False,DD,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,QROLL,0.75,0.25,D,BLIND,False,0.17,504,0.8784255107125062,1.1098975198834804,1.0413311378597263,0.12020862049182424,1.2729742262814796,-0.14695419198461002,0.08349804987454945,False,True,-none-,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,QROLL,0.75,0.25,D,LIVE50,False,0.17,504,0.8784255107125062,1.1098975198834804,1.0413311378597263,0.12020862049182424,1.2729742262814796,-0.14695419198461002,0.08349804987454945,False,True,-none-,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,QROLL,0.75,0.25,D,LIVELEG,False,0.12,1008,0.6273044344793224,1.082955580272691,1.2672875089428162,0.12133654618364065,1.257954917090522,-0.14209883176664506,0.06852192481255259,False,True,-none-,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,QROLL,0.75,0.25,W,BLIND,False,0.12,504,0.8784255107125062,1.0904919296485316,1.018292622175134,0.11999957782377013,1.2398042480721096,-0.15769536970935905,0.05034615071966564,False,True,-none-,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,QROLL,0.75,0.25,W,LIVE50,False,0.12,504,0.8784255107125062,1.0904919296485316,1.018292622175134,0.11999957782377013,1.2398042480721096,-0.15769536970935905,0.05034615071966564,False,True,-none-,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,QROLL,0.75,0.25,W,LIVELEG,False,0.17,1008,0.6273044344793224,1.0831780557079098,1.2708093389945014,0.12338645040573493,1.2882636017902855,-0.13790841868460302,0.09881567323208218,False,True,-none-,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,QROLL,0.75,0.5,D,BLIND,False,0.17,504,0.8784255107125062,1.1552895271034682,1.096218530484984,0.11819642890052595,1.342808505338691,-0.13634537946259562,0.15323583026554277,False,True,-none-,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,QROLL,0.75,0.5,D,LIVE50,False,0.17,504,0.8784255107125062,1.1552895271034682,1.096218530484984,0.11819642890052595,1.342808505338691,-0.13634537946259562,0.15323583026554277,False,True,-none-,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,QROLL,0.75,0.5,D,LIVELEG,False,0.12,1008,0.6273044344793224,1.1040353172714459,1.3258570121943938,0.12051154973248646,1.313301929210994,-0.12658760783652634,0.1238151192507333,False,True,-none-,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,QROLL,0.75,0.5,W,BLIND,False,0.12,504,0.8784255107125062,1.1164774397549537,1.0490080807482507,0.1178564244051552,1.275912075067538,-0.15769536970935893,0.0863752570029308,False,True,-none-,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,QROLL,0.75,0.5,W,LIVE50,False,0.12,504,0.8784255107125062,1.1164774397549537,1.0490080807482507,0.1178564244051552,1.275912075067538,-0.15769536970935893,0.0863752570029308,False,True,-none-,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,QROLL,0.75,0.5,W,LIVELEG,False,0.17,1008,0.6273044344793224,1.1034053408108373,1.3321477795962624,0.12458588294496309,1.3765124450103552,-0.11804950036085027,0.18699586070041252,False,True,-none-,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09670513420063886,1.3027736471519475,-0.12029813984958881
