selector,pick,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,panel,family,bps,dOOS
S2 clause-gated MAX K=100,ABSTAIN,0.7310232139337223,0.10056721799550972,-0.21680281437912718,BROAD136,DDCTL,25,0.0
S2 clause-gated MAX K=200,ABSTAIN,0.7310232139337223,0.10056721799550972,-0.21680281437912718,BROAD136,DDCTL,25,0.0
S2 clause-gated Q95 K=20,ABSTAIN,0.7310232139337223,0.10056721799550972,-0.21680281437912718,BROAD136,DDCTL,25,0.0
S2 clause-gated Q95 K=50,ABSTAIN,0.7310232139337223,0.10056721799550972,-0.21680281437912718,BROAD136,DDCTL,25,0.0
S2 clause-gated Q95 K=100,ABSTAIN,0.7310232139337223,0.10056721799550972,-0.21680281437912718,BROAD136,DDCTL,25,0.0
S2 clause-gated Q95 K=200,ABSTAIN,0.7310232139337223,0.10056721799550972,-0.21680281437912718,BROAD136,DDCTL,25,0.0
ORACLE-OOS,0.25/0.5,0.7310232139337223,0.10056721799550972,-0.21680281437912718,BROAD136,DDCTL,25,0.0
S0 do-nothing,-,0.8757653518480898,0.12397539681393677,-0.21570287649607056,BROAD136,SLEEVE,10,0.0
S1 IS-Sharpe argmax (control),100.0/0.5,0.8884569242169448,0.11155692382138627,-0.19567489957579864,BROAD136,SLEEVE,10,0.012691572368854986
S2 clause-gated MAX K=20,ABSTAIN,0.8757653518480898,0.12397539681393677,-0.21570287649607056,BROAD136,SLEEVE,10,0.0
S2 clause-gated MAX K=50,ABSTAIN,0.8757653518480898,0.12397539681393677,-0.21570287649607056,BROAD136,SLEEVE,10,0.0
S2 clause-gated MAX K=100,ABSTAIN,0.8757653518480898,0.12397539681393677,-0.21570287649607056,BROAD136,SLEEVE,10,0.0
S2 clause-gated MAX K=200,ABSTAIN,0.8757653518480898,0.12397539681393677,-0.21570287649607056,BROAD136,SLEEVE,10,0.0
S2 clause-gated Q95 K=20,50.0/1.0,0.6942123203486528,0.07965814533415427,-0.2219498844512241,BROAD136,SLEEVE,10,-0.18155303149943702
S2 clause-gated Q95 K=50,ABSTAIN,0.8757653518480898,0.12397539681393677,-0.21570287649607056,BROAD136,SLEEVE,10,0.0
S2 clause-gated Q95 K=100,ABSTAIN,0.8757653518480898,0.12397539681393677,-0.21570287649607056,BROAD136,SLEEVE,10,0.0
S2 clause-gated Q95 K=200,ABSTAIN,0.8757653518480898,0.12397539681393677,-0.21570287649607056,BROAD136,SLEEVE,10,0.0
ORACLE-OOS,400.0/1.0,0.9503290582370808,0.131845391531338,-0.21570287649607067,BROAD136,SLEEVE,10,0.07456370638899101
S0 do-nothing,-,0.7310232139337223,0.10056721799550972,-0.21680281437912718,BROAD136,SLEEVE,25,0.0
S1 IS-Sharpe argmax (control),400.0/0.5,0.7787322179836338,0.10486787028721434,-0.21680281437912707,BROAD136,SLEEVE,25,0.04770900404991152
S2 clause-gated MAX K=20,ABSTAIN,0.7310232139337223,0.10056721799550972,-0.21680281437912718,BROAD136,SLEEVE,25,0.0
S2 clause-gated MAX K=50,ABSTAIN,0.7310232139337223,0.10056721799550972,-0.21680281437912718,BROAD136,SLEEVE,25,0.0
S2 clause-gated MAX K=100,ABSTAIN,0.7310232139337223,0.10056721799550972,-0.21680281437912718,BROAD136,SLEEVE,25,0.0
S2 clause-gated MAX K=200,ABSTAIN,0.7310232139337223,0.10056721799550972,-0.21680281437912718,BROAD136,SLEEVE,25,0.0
S2 clause-gated Q95 K=20,50.0/1.0,0.44544265884045653,0.047763692981700245,-0.2897195852436347,BROAD136,SLEEVE,25,-0.28558055509326574
S2 clause-gated Q95 K=50,ABSTAIN,0.7310232139337223,0.10056721799550972,-0.21680281437912718,BROAD136,SLEEVE,25,0.0
S2 clause-gated Q95 K=100,ABSTAIN,0.7310232139337223,0.10056721799550972,-0.21680281437912718,BROAD136,SLEEVE,25,0.0
S2 clause-gated Q95 K=200,ABSTAIN,0.7310232139337223,0.10056721799550972,-0.21680281437912718,BROAD136,SLEEVE,25,0.0
ORACLE-OOS,400.0/1.0,0.8018096466082065,0.10845544355678172,-0.2168028143791273,BROAD136,SLEEVE,25,0.07078643267448426
S0 do-nothing,-,0.4997458748747829,0.07462803543701835,-0.26835374821130753,SMALL439,BUDGET,10,0.0
S1 IS-Sharpe argmax (control),0.3/skip,0.21761253782725634,0.023413554235963696,-0.4364756110335324,SMALL439,BUDGET,10,-0.2821333370475265
S2 clause-gated MAX K=20,ABSTAIN,0.4997458748747829,0.07462803543701835,-0.26835374821130753,SMALL439,BUDGET,10,0.0
S2 clause-gated MAX K=50,ABSTAIN,0.4997458748747829,0.07462803543701835,-0.26835374821130753,SMALL439,BUDGET,10,0.0
S2 clause-gated MAX K=100,ABSTAIN,0.4997458748747829,0.07462803543701835,-0.26835374821130753,SMALL439,BUDGET,10,0.0
S2 clause-gated MAX K=200,ABSTAIN,0.4997458748747829,0.07462803543701835,-0.26835374821130753,SMALL439,BUDGET,10,0.0
S2 clause-gated Q95 K=20,0.5/skip,0.4550597164107819,0.06835428556752143,-0.3298370458607982,SMALL439,BUDGET,10,-0.04468615846400098
S2 clause-gated Q95 K=50,ABSTAIN,0.4997458748747829,0.07462803543701835,-0.26835374821130753,SMALL439,BUDGET,10,0.0
S2 clause-gated Q95 K=100,ABSTAIN,0.4997458748747829,0.07462803543701835,-0.26835374821130753,SMALL439,BUDGET,10,0.0
S2 clause-gated Q95 K=200,ABSTAIN,0.4997458748747829,0.07462803543701835,-0.26835374821130753,SMALL439,BUDGET,10,0.0
ORACLE-OOS,0.5/half,0.5004777530066797,0.07526637958957139,-0.30673980877448015,SMALL439,BUDGET,10,0.0007318781318968459
S0 do-nothing,-,0.31384361495353913,0.04032385970352159,-0.34555014716230303,SMALL439,BUDGET,25,0.0
S1 IS-Sharpe argmax (control),0.3/skip,0.13906390726522505,0.008434830849155084,-0.4488587613296078,SMALL439,BUDGET,25,-0.17477970768831408
S2 clause-gated MAX K=20,ABSTAIN,0.31384361495353913,0.04032385970352159,-0.34555014716230303,SMALL439,BUDGET,25,0.0
S2 clause-gated MAX K=50,ABSTAIN,0.31384361495353913,0.04032385970352159,-0.34555014716230303,SMALL439,BUDGET,25,0.0
S2 clause-gated MAX K=100,ABSTAIN,0.31384361495353913,0.04032385970352159,-0.34555014716230303,SMALL439,BUDGET,25,0.0
S2 clause-gated MAX K=200,ABSTAIN,0.31384361495353913,0.04032385970352159,-0.34555014716230303,SMALL439,BUDGET,25,0.0
S2 clause-gated Q95 K=20,ABSTAIN,0.31384361495353913,0.04032385970352159,-0.34555014716230303,SMALL439,BUDGET,25,0.0
S2 clause-gated Q95 K=50,ABSTAIN,0.31384361495353913,0.04032385970352159,-0.34555014716230303,SMALL439,BUDGET,25,0.0
S2 clause-gated Q95 K=100,ABSTAIN,0.31384361495353913,0.04032385970352159,-0.34555014716230303,SMALL439,BUDGET,25,0.0
S2 clause-gated Q95 K=200,ABSTAIN,0.31384361495353913,0.04032385970352159,-0.34555014716230303,SMALL439,BUDGET,25,0.0
ORACLE-OOS,0.1/skip,0.43241014275064177,0.058667502254870385,-0.31049693050514304,SMALL439,BUDGET,25,0.11856652779710264
S0 do-nothing,-,0.4997458748747829,0.07462803543701835,-0.26835374821130753,SMALL439,DDCTL,10,0.0
S1 IS-Sharpe argmax (control),0.25/0.5,0.4997458748747829,0.07462803543701835,-0.26835374821130753,SMALL439,DDCTL,10,0.0
S2 clause-gated MAX K=20,0.06/0.5,0.3565100319950252,0.04029484446813991,-0.3003838441006781,SMALL439,DDCTL,10,-0.1432358428797577
S2 clause-gated MAX K=50,0.03/0.5,0.3843209875385947,0.03905371932876078,-0.21989544078831302,SMALL439,DDCTL,10,-0.11542488733618816
S2 clause-gated MAX K=100,ABSTAIN,0.4997458748747829,0.07462803543701835,-0.26835374821130753,SMALL439,DDCTL,10,0.0
S2 clause-gated MAX K=200,ABSTAIN,0.4997458748747829,0.07462803543701835,-0.26835374821130753,SMALL439,DDCTL,10,0.0
S2 clause-gated Q95 K=20,0.15/1.0,0.2898247536853404,0.0350219594643113,-0.3369132018082832,SMALL439,DDCTL,10,-0.2099211211894425
S2 clause-gated Q95 K=50,0.15/0.5,0.40117500407580275,0.05492021676460812,-0.28068423299499945,SMALL439,DDCTL,10,-0.09857087079898014
S2 clause-gated Q95 K=100,0.06/0.5,0.3565100319950252,0.04029484446813991,-0.3003838441006781,SMALL439,DDCTL,10,-0.1432358428797577
S2 clause-gated Q95 K=200,0.06/0.5,0.3565100319950252,0.04029484446813991,-0.3003838441006781,SMALL439,DDCTL,10,-0.1432358428797577
ORACLE-OOS,0.25/0.5,0.4997458748747829,0.07462803543701835,-0.26835374821130753,SMALL439,DDCTL,10,0.0
S0 do-nothing,-,0.31384361495353913,0.04032385970352159,-0.34555014716230303,SMALL439,DDCTL,25,0.0
S1 IS-Sharpe argmax (control),0.25/0.5,0.31384361495353913,0.04032385970352159,-0.34555014716230303,SMALL439,DDCTL,25,0.0
S2 clause-gated MAX K=20,0.06/0.5,0.16224250938247914,0.012917402102695208,-0.37518468948476746,SMALL439,DDCTL,25,-0.15160110557106
S2 clause-gated MAX K=50,0.03/0.5,0.18054588414975914,0.01442383829169902,-0.29153612492618686,SMALL439,DDCTL,25,-0.13329773080378
S2 clause-gated MAX K=100,0.03/1.0,-0.13952135058643758,-0.01679063875663811,-0.34519280767764526,SMALL439,DDCTL,25,-0.45336496553997674
S2 clause-gated MAX K=200,ABSTAIN,0.31384361495353913,0.04032385970352159,-0.34555014716230303,SMALL439,DDCTL,25,0.0
S2 clause-gated Q95 K=20,0.15/0.5,0.2108049633619575,0.021538885438941335,-0.3530846234167848,SMALL439,DDCTL,25,-0.10303865159158163
S2 clause-gated Q95 K=50,0.15/0.5,0.2108049633619575,0.021538885438941335,-0.3530846234167848,SMALL439,DDCTL,25,-0.10303865159158163
S2 clause-gated Q95 K=100,0.06/0.5,0.16224250938247914,0.012917402102695208,-0.37518468948476746,SMALL439,DDCTL,25,-0.15160110557106
S2 clause-gated Q95 K=200,0.06/0.5,0.16224250938247914,0.012917402102695208,-0.37518468948476746,SMALL439,DDCTL,25,-0.15160110557106
ORACLE-OOS,0.25/0.5,0.31384361495353913,0.04032385970352159,-0.34555014716230303,SMALL439,DDCTL,25,0.0
S0 do-nothing,-,0.4997458748747829,0.07462803543701835,-0.26835374821130753,SMALL439,SLEEVE,10,0.0
S1 IS-Sharpe argmax (control),300.0/1.0,0.4925774811120424,0.0696137149977405,-0.261936783199301,SMALL439,SLEEVE,10,-0.007168393762740477
S2 clause-gated MAX K=20,ABSTAIN,0.4997458748747829,0.07462803543701835,-0.26835374821130753,SMALL439,SLEEVE,10,0.0
S2 clause-gated MAX K=50,ABSTAIN,0.4997458748747829,0.07462803543701835,-0.26835374821130753,SMALL439,SLEEVE,10,0.0
S2 clause-gated MAX K=100,ABSTAIN,0.4997458748747829,0.07462803543701835,-0.26835374821130753,SMALL439,SLEEVE,10,0.0
S2 clause-gated MAX K=200,ABSTAIN,0.4997458748747829,0.07462803543701835,-0.26835374821130753,SMALL439,SLEEVE,10,0.0
S2 clause-gated Q95 K=20,ABSTAIN,0.4997458748747829,0.07462803543701835,-0.26835374821130753,SMALL439,SLEEVE,10,0.0
S2 clause-gated Q95 K=50,ABSTAIN,0.4997458748747829,0.07462803543701835,-0.26835374821130753,SMALL439,SLEEVE,10,0.0
S2 clause-gated Q95 K=100,ABSTAIN,0.4997458748747829,0.07462803543701835,-0.26835374821130753,SMALL439,SLEEVE,10,0.0
S2 clause-gated Q95 K=200,ABSTAIN,0.4997458748747829,0.07462803543701835,-0.26835374821130753,SMALL439,SLEEVE,10,0.0
ORACLE-OOS,200.0/1.0,0.5724911042172179,0.08103869410277631,-0.21496327791535652,SMALL439,SLEEVE,10,0.07274522934243505
S0 do-nothing,-,0.31384361495353913,0.04032385970352159,-0.34555014716230303,SMALL439,SLEEVE,25,0.0
S1 IS-Sharpe argmax (control),300.0/1.0,0.299722366387052,0.03632634132099399,-0.3069075261170422,SMALL439,SLEEVE,25,-0.01412124856648711
S2 clause-gated MAX K=20,ABSTAIN,0.31384361495353913,0.04032385970352159,-0.34555014716230303,SMALL439,SLEEVE,25,0.0
S2 clause-gated MAX K=50,ABSTAIN,0.31384361495353913,0.04032385970352159,-0.34555014716230303,SMALL439,SLEEVE,25,0.0
S2 clause-gated MAX K=100,ABSTAIN,0.31384361495353913,0.04032385970352159,-0.34555014716230303,SMALL439,SLEEVE,25,0.0
S2 clause-gated MAX K=200,ABSTAIN,0.31384361495353913,0.04032385970352159,-0.34555014716230303,SMALL439,SLEEVE,25,0.0
S2 clause-gated Q95 K=20,100.0/0.5,0.3275006041726588,0.039890183479774466,-0.3399560145566335,SMALL439,SLEEVE,25,0.013656989219119675
S2 clause-gated Q95 K=50,ABSTAIN,0.31384361495353913,0.04032385970352159,-0.34555014716230303,SMALL439,SLEEVE,25,0.0
S2 clause-gated Q95 K=100,ABSTAIN,0.31384361495353913,0.04032385970352159,-0.34555014716230303,SMALL439,SLEEVE,25,0.0
S2 clause-gated Q95 K=200,ABSTAIN,0.31384361495353913,0.04032385970352159,-0.34555014716230303,SMALL439,SLEEVE,25,0.0
ORACLE-OOS,400.0/1.0,0.3693681909859585,0.048508498512668696,-0.2883627693919377,SMALL439,SLEEVE,25,0.05552457603241939
S0 do-nothing,-,1.17749120356185,0.1448677868155137,-0.18207063572861204,U56,BUDGET,10,0.0
S1 IS-Sharpe argmax (control),0.5/skip,1.1025718182754574,0.13948545828472958,-0.20899338001140866,U56,BUDGET,10,-0.07491938528639275
S2 clause-gated MAX K=20,0.3/half,1.1555477285610993,0.1436391269726356,-0.18182185200541123,U56,BUDGET,10,-0.02194347500075078
S2 clause-gated MAX K=50,0.3/half,1.1555477285610993,0.1436391269726356,-0.18182185200541123,U56,BUDGET,10,-0.02194347500075078
S2 clause-gated MAX K=100,0.3/half,1.1555477285610993,0.1436391269726356,-0.18182185200541123,U56,BUDGET,10,-0.02194347500075078
S2 clause-gated MAX K=200,0.3/half,1.1555477285610993,0.1436391269726356,-0.18182185200541123,U56,BUDGET,10,-0.02194347500075078
S2 clause-gated Q95 K=20,0.5/skip,1.1025718182754574,0.13948545828472958,-0.20899338001140866,U56,BUDGET,10,-0.07491938528639275
S2 clause-gated Q95 K=50,0.3/half,1.1555477285610993,0.1436391269726356,-0.18182185200541123,U56,BUDGET,10,-0.02194347500075078
S2 clause-gated Q95 K=100,0.3/half,1.1555477285610993,0.1436391269726356,-0.18182185200541123,U56,BUDGET,10,-0.02194347500075078
S2 clause-gated Q95 K=200,0.3/half,1.1555477285610993,0.1436391269726356,-0.18182185200541123,U56,BUDGET,10,-0.02194347500075078
ORACLE-OOS,0.05/half,1.205724567563907,0.15184101094428026,-0.18173765902488082,U56,BUDGET,10,0.028233364002056893
S0 do-nothing,-,1.0617574699026995,0.12892455052135476,-0.18334972497388902,U56,BUDGET,25,0.0
S1 IS-Sharpe argmax (control),0.05/half,1.1302911533631972,0.14116016660099606,-0.18250344185802225,U56,BUDGET,25,0.06853368346049771
S2 clause-gated MAX K=20,0.3/half,1.0444831406257564,0.12816692544124453,-0.18282139462982894,U56,BUDGET,25,-0.017274329276943057
S2 clause-gated MAX K=50,0.3/half,1.0444831406257564,0.12816692544124453,-0.18282139462982894,U56,BUDGET,25,-0.017274329276943057
S2 clause-gated MAX K=100,0.3/half,1.0444831406257564,0.12816692544124453,-0.18282139462982894,U56,BUDGET,25,-0.017274329276943057
S2 clause-gated MAX K=200,0.3/skip,1.019720530481883,0.12793817557405385,-0.2093214704274451,U56,BUDGET,25,-0.04203693942081643
S2 clause-gated Q95 K=20,0.5/skip,0.9920572122811252,0.12379132931476944,-0.21123980634335593,U56,BUDGET,25,-0.06970025762157428
S2 clause-gated Q95 K=50,0.3/half,1.0444831406257564,0.12816692544124453,-0.18282139462982894,U56,BUDGET,25,-0.017274329276943057
S2 clause-gated Q95 K=100,0.3/half,1.0444831406257564,0.12816692544124453,-0.18282139462982894,U56,BUDGET,25,-0.017274329276943057
S2 clause-gated Q95 K=200,0.3/half,1.0444831406257564,0.12816692544124453,-0.18282139462982894,U56,BUDGET,25,-0.017274329276943057
ORACLE-OOS,0.05/half,1.1302911533631972,0.14116016660099606,-0.18250344185802225,U56,BUDGET,25,0.06853368346049771
S0 do-nothing,-,1.17749120356185,0.1448677868155137,-0.18207063572861204,U56,DDCTL,10,0.0
S1 IS-Sharpe argmax (control),0.15/0.5,1.17749120356185,0.1448677868155137,-0.18207063572861204,U56,DDCTL,10,0.0
S2 clause-gated MAX K=20,ABSTAIN,1.17749120356185,0.1448677868155137,-0.18207063572861204,U56,DDCTL,10,0.0
S2 clause-gated MAX K=50,ABSTAIN,1.17749120356185,0.1448677868155137,-0.18207063572861204,U56,DDCTL,10,0.0
S2 clause-gated MAX K=100,ABSTAIN,1.17749120356185,0.1448677868155137,-0.18207063572861204,U56,DDCTL,10,0.0
S2 clause-gated MAX K=200,ABSTAIN,1.17749120356185,0.1448677868155137,-0.18207063572861204,U56,DDCTL,10,0.0
S2 clause-gated Q95 K=20,ABSTAIN,1.17749120356185,0.1448677868155137,-0.18207063572861204,U56,DDCTL,10,0.0
S2 clause-gated Q95 K=50,0.03/1.0,0.8256043002364086,0.07184938817399256,-0.1352072388554595,U56,DDCTL,10,-0.3518869033254415
S2 clause-gated Q95 K=100,ABSTAIN,1.17749120356185,0.1448677868155137,-0.18207063572861204,U56,DDCTL,10,0.0
S2 clause-gated Q95 K=200,0.03/0.5,1.1037720186309463,0.10866464941141962,-0.14126450735057516,U56,DDCTL,10,-0.07371918493090379
ORACLE-OOS,0.15/0.5,1.17749120356185,0.1448677868155137,-0.18207063572861204,U56,DDCTL,10,0.0
S0 do-nothing,-,1.0617574699026995,0.12892455052135476,-0.18334972497388902,U56,DDCTL,25,0.0
S1 IS-Sharpe argmax (control),0.15/0.5,1.0617574699026995,0.12892455052135476,-0.18334972497388902,U56,DDCTL,25,0.0
S2 clause-gated MAX K=20,ABSTAIN,1.0617574699026995,0.12892455052135476,-0.18334972497388902,U56,DDCTL,25,0.0
S2 clause-gated MAX K=50,ABSTAIN,1.0617574699026995,0.12892455052135476,-0.18334972497388902,U56,DDCTL,25,0.0
S2 clause-gated MAX K=100,ABSTAIN,1.0617574699026995,0.12892455052135476,-0.18334972497388902,U56,DDCTL,25,0.0
S2 clause-gated MAX K=200,ABSTAIN,1.0617574699026995,0.12892455052135476,-0.18334972497388902,U56,DDCTL,25,0.0
S2 clause-gated Q95 K=20,ABSTAIN,1.0617574699026995,0.12892455052135476,-0.18334972497388902,U56,DDCTL,25,0.0
S2 clause-gated Q95 K=50,0.03/1.0,0.6785635770397538,0.05798567541962596,-0.14374098449182604,U56,DDCTL,25,-0.3831938928629457
S2 clause-gated Q95 K=100,ABSTAIN,1.0617574699026995,0.12892455052135476,-0.18334972497388902,U56,DDCTL,25,0.0
S2 clause-gated Q95 K=200,0.03/0.5,0.9664775919233605,0.09386993306131641,-0.14246610478873423,U56,DDCTL,25,-0.09527987797933901
ORACLE-OOS,0.15/0.5,1.0617574699026995,0.12892455052135476,-0.18334972497388902,U56,DDCTL,25,0.0
S0 do-nothing,-,1.17749120356185,0.1448677868155137,-0.18207063572861204,U56,SLEEVE,10,0.0
S1 IS-Sharpe argmax (control),400.0/0.5,1.2087528059517625,0.14664278003973674,-0.18207063572861193,U56,SLEEVE,10,0.03126160238991238
S2 clause-gated MAX K=20,ABSTAIN,1.17749120356185,0.1448677868155137,-0.18207063572861204,U56,SLEEVE,10,0.0
S2 clause-gated MAX K=50,ABSTAIN,1.17749120356185,0.1448677868155137,-0.18207063572861204,U56,SLEEVE,10,0.0
S2 clause-gated MAX K=100,ABSTAIN,1.17749120356185,0.1448677868155137,-0.18207063572861204,U56,SLEEVE,10,0.0
S2 clause-gated MAX K=200,ABSTAIN,1.17749120356185,0.1448677868155137,-0.18207063572861204,U56,SLEEVE,10,0.0
S2 clause-gated Q95 K=20,ABSTAIN,1.17749120356185,0.1448677868155137,-0.18207063572861204,U56,SLEEVE,10,0.0
S2 clause-gated Q95 K=50,ABSTAIN,1.17749120356185,0.1448677868155137,-0.18207063572861204,U56,SLEEVE,10,0.0
S2 clause-gated Q95 K=100,ABSTAIN,1.17749120356185,0.1448677868155137,-0.18207063572861204,U56,SLEEVE,10,0.0
S2 clause-gated Q95 K=200,ABSTAIN,1.17749120356185,0.1448677868155137,-0.18207063572861204,U56,SLEEVE,10,0.0
ORACLE-OOS,200.0/0.5,1.2332907487079043,0.14375452064727412,-0.14065435795112113,U56,SLEEVE,10,0.05579954514605423
S0 do-nothing,-,1.0617574699026995,0.12892455052135476,-0.18334972497388902,U56,SLEEVE,25,0.0
S1 IS-Sharpe argmax (control),400.0/0.5,1.0885102722624673,0.13035140456506067,-0.18334972497388924,U56,SLEEVE,25,0.026752802359767847
S2 clause-gated MAX K=20,ABSTAIN,1.0617574699026995,0.12892455052135476,-0.18334972497388902,U56,SLEEVE,25,0.0
S2 clause-gated MAX K=50,ABSTAIN,1.0617574699026995,0.12892455052135476,-0.18334972497388902,U56,SLEEVE,25,0.0
S2 clause-gated MAX K=100,ABSTAIN,1.0617574699026995,0.12892455052135476,-0.18334972497388902,U56,SLEEVE,25,0.0
S2 clause-gated MAX K=200,ABSTAIN,1.0617574699026995,0.12892455052135476,-0.18334972497388902,U56,SLEEVE,25,0.0
S2 clause-gated Q95 K=20,ABSTAIN,1.0617574699026995,0.12892455052135476,-0.18334972497388902,U56,SLEEVE,25,0.0
S2 clause-gated Q95 K=50,ABSTAIN,1.0617574699026995,0.12892455052135476,-0.18334972497388902,U56,SLEEVE,25,0.0
S2 clause-gated Q95 K=100,ABSTAIN,1.0617574699026995,0.12892455052135476,-0.18334972497388902,U56,SLEEVE,25,0.0
S2 clause-gated Q95 K=200,ABSTAIN,1.0617574699026995,0.12892455052135476,-0.18334972497388902,U56,SLEEVE,25,0.0
ORACLE-OOS,200.0/0.5,1.0989121167334832,0.12634109177297925,-0.14234294741077225,U56,SLEEVE,25,0.03715464683078373
