defn,q,panel,n_unres,eta2_lad,eta2_stat,eta2_resid,margin,ratio,sst,rel_eta2_lad,rel_eta2_stat,rel_margin,logM_eta2_lad,logM_eta2_stat,logM_margin,concord_within_ladder,concord_within_stat,concord_diff,lad_wins_binary,stat_wins_binary,degenerate,lad_wins_rel,lad_wins_logM,lad_wins_concord
ZERO_CONTENT,0.95,U56,14.0,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.2857142857142857,3.0,1.75,0.428569830872419,0.1428575422818953,0.2857122885905237,0.8534941229881949,0.02342368250592907,0.8300704404822659,0.8333333333333334,0.75,0.08333333333333337,True,False,False,True,True,True
ZERO_CONTENT,0.95,B136,10.0,0.7333333333333333,0.06666666666666667,0.20000000000000007,0.6666666666666666,11.0,3.75,0.9791023344212954,0.006135574348381212,0.9729667600729142,0.7430582975241357,0.05680276633774905,0.6862555311863866,0.8333333333333333,0.41666666666666663,0.41666666666666663,True,False,False,True,True,True
ZERO_CONTENT,0.95,SMALL663,9.0,0.30158730158730157,0.047619047619047616,0.6507936507936507,0.25396825396825395,6.333333333333333,3.9375,0.23570715599893963,0.23483870431701695,0.0008684516819226773,0.5203501554022137,0.15185703678922532,0.3684931186129884,0.5416666666666666,0.37499999999999994,0.16666666666666669,True,False,False,True,True,True
NO_TAPE_500,0.8,U56,2.0,0.14285714285714285,0.42857142857142855,0.42857142857142866,-0.2857142857142857,0.3333333333333333,1.75,0.9685568299189792,0.008665030519886777,0.9598917993990924,0.7251060155956042,0.07498809716544502,0.6501179184301591,0.75,0.8333333333333334,-0.08333333333333337,False,True,False,True,True,False
NO_TAPE_500,0.8,B136,5.0,0.34545454545454546,0.05454545454545454,0.6,0.2909090909090909,6.333333333333334,3.4375,0.9124632047861397,0.02272975474907686,0.8897334500370628,0.5449387500738321,0.08346855135453936,0.46147019871929273,0.625,0.4583333333333333,0.16666666666666669,True,False,False,True,True,True
NO_TAPE_500,0.8,SMALL663,4.0,0.16666666666666666,0.5,0.33333333333333337,-0.33333333333333337,0.3333333333333333,3.0,0.5286934569016754,0.10722717839224757,0.42146627850942775,0.4280879983120114,0.26944255185420907,0.15864544645780232,0.5833333333333333,0.75,-0.16666666666666674,False,True,False,True,True,False
NO_TAPE_500,0.9,U56,5.0,0.34545454545454546,0.2,0.45454545454545453,0.14545454545454545,1.7272727272727273,3.4375,0.575153345798068,0.1177025533058385,0.4574507924922295,0.8126970522603801,0.03791470553672571,0.7747823467236544,0.625,0.5416666666666666,0.08333333333333337,True,False,False,True,True,True
NO_TAPE_500,0.9,B136,5.0,0.34545454545454546,0.05454545454545454,0.6,0.2909090909090909,6.333333333333334,3.4375,0.9737644744440945,0.006642672334561109,0.9671218021095335,0.6727333892520669,0.06837309519829377,0.6043602940537731,0.625,0.4583333333333333,0.16666666666666669,True,False,False,True,True,True
NO_TAPE_500,0.9,SMALL663,4.0,0.16666666666666666,0.5,0.33333333333333337,-0.33333333333333337,0.3333333333333333,3.0,0.30552208026602623,0.20294607890697253,0.1025760013590537,0.49312168463245404,0.1958313733814784,0.2972903112509756,0.5833333333333333,0.75,-0.16666666666666674,False,True,False,True,True,False
NO_TAPE_500,0.95,U56,5.0,0.34545454545454546,0.2,0.45454545454545453,0.14545454545454545,1.7272727272727273,3.4375,0.428569830872419,0.1428575422818953,0.2857122885905237,0.8534941229881949,0.02342368250592907,0.8300704404822659,0.625,0.5416666666666666,0.08333333333333337,True,False,False,True,True,True
NO_TAPE_500,0.95,B136,5.0,0.34545454545454546,0.05454545454545454,0.6,0.2909090909090909,6.333333333333334,3.4375,0.9791023344212954,0.006135574348381212,0.9729667600729142,0.7430582975241357,0.05680276633774905,0.6862555311863866,0.625,0.4583333333333333,0.16666666666666669,True,False,False,True,True,True
NO_TAPE_500,0.95,SMALL663,4.0,0.16666666666666666,0.5,0.33333333333333337,-0.33333333333333337,0.3333333333333333,3.0,0.23570715599893963,0.23483870431701695,0.0008684516819226773,0.5203501554022137,0.15185703678922532,0.3684931186129884,0.5833333333333333,0.75,-0.16666666666666674,False,True,False,True,True,False
