thresh,dsplit,klass,peak,trough,dur,depth,panel,book,gate,ret_p2t,ret_full
0.1,90,FAST,2025-02-19,2025-04-08,34,-0.18755228269936952,broad,top20,none,-0.13874637990169691,-0.0524108749651826
0.1,90,FAST,2025-02-19,2025-04-08,34,-0.18755228269936952,broad,top20,200d,-0.1375145052722252,-0.0492898619309754
0.1,90,FAST,2025-02-19,2025-04-08,34,-0.18755228269936952,broad,top20,abs,-0.13874637990169691,-0.0524108749651826
0.1,90,FAST,2025-02-19,2025-04-08,34,-0.18755228269936952,broad,top20,both,-0.1375145052722252,-0.0492898619309754
0.1,90,FAST,2025-02-19,2025-04-08,34,-0.18755228269936952,broad,top20,band3,-0.13650600280223657,-0.04994591351145483
0.1,90,FAST,2025-02-19,2025-04-08,34,-0.18755228269936952,broad,ew-all,none,-0.10724488720308667,0.007356701783086228
0.1,90,FAST,2025-02-19,2025-04-08,34,-0.18755228269936952,broad,ew-all,200d,-0.10687786338992544,-0.0232360863975688
0.1,90,FAST,2025-02-19,2025-04-08,34,-0.18755228269936952,broad,ew-all,abs,-0.10541255291744078,0.005362641567804749
0.1,90,FAST,2025-02-19,2025-04-08,34,-0.18755228269936952,broad,ew-all,both,-0.10276730851032756,-0.01948068134431935
0.1,90,FAST,2025-02-19,2025-04-08,34,-0.18755228269936952,broad,ew-all,band3,-0.10928451366677217,-0.02106236336109446
0.15,30,SLOW,2009-01-06,2009-03-09,42,-0.2713168061532505,u56,top20,none,-0.10362891987102962,3.9533845191952466e-05
0.15,30,SLOW,2009-01-06,2009-03-09,42,-0.2713168061532505,u56,top20,200d,-0.01703470217382208,-0.005682281767749875
0.15,30,SLOW,2009-01-06,2009-03-09,42,-0.2713168061532505,u56,top20,abs,0.0011891591234842736,0.0007145013932225996
0.15,30,SLOW,2009-01-06,2009-03-09,42,-0.2713168061532505,u56,top20,both,0.005073987193813689,0.00047002057682776766
0.15,30,SLOW,2009-01-06,2009-03-09,42,-0.2713168061532505,u56,top20,band3,-0.013977673857309414,-0.010636396234265932
0.15,30,SLOW,2009-01-06,2009-03-09,42,-0.2713168061532505,u56,ew-all,none,-0.14345234825201303,0.012661089615925825
0.15,30,SLOW,2009-01-06,2009-03-09,42,-0.2713168061532505,u56,ew-all,200d,-0.04102397229744481,-0.022185251846674747
0.15,30,SLOW,2009-01-06,2009-03-09,42,-0.2713168061532505,u56,ew-all,abs,0.00439385890665811,0.0056155344965755916
0.15,30,SLOW,2009-01-06,2009-03-09,42,-0.2713168061532505,u56,ew-all,both,0.0174384637034648,0.004490133989621059
0.15,30,SLOW,2009-01-06,2009-03-09,42,-0.2713168061532505,u56,ew-all,band3,-0.033460766967000066,-0.02830543610158709
0.15,30,SLOW,2009-01-06,2009-03-09,42,-0.2713168061532505,broad,top20,none,-0.12497118598620294,-0.04459250703447426
0.15,30,SLOW,2009-01-06,2009-03-09,42,-0.2713168061532505,broad,top20,200d,-0.056413616235885145,-0.015957228128738787
0.15,30,SLOW,2009-01-06,2009-03-09,42,-0.2713168061532505,broad,top20,abs,-0.051504499515447,-0.040751338219385924
0.15,30,SLOW,2009-01-06,2009-03-09,42,-0.2713168061532505,broad,top20,both,-0.02536392394986431,-0.029143465135162194
0.15,30,SLOW,2009-01-06,2009-03-09,42,-0.2713168061532505,broad,top20,band3,-0.06360495901798313,-0.03569616717245794
0.15,30,SLOW,2009-01-06,2009-03-09,42,-0.2713168061532505,broad,ew-all,none,-0.1604154834966014,-0.0022243795334514482
0.15,30,SLOW,2009-01-06,2009-03-09,42,-0.2713168061532505,broad,ew-all,200d,-0.09001891039193988,-0.03720966551301541
0.15,30,SLOW,2009-01-06,2009-03-09,42,-0.2713168061532505,broad,ew-all,abs,-0.08532475369288439,-0.07573092588107666
0.15,30,SLOW,2009-01-06,2009-03-09,42,-0.2713168061532505,broad,ew-all,both,-0.058371957623885584,-0.06984730106979209
0.15,30,SLOW,2009-01-06,2009-03-09,42,-0.2713168061532505,broad,ew-all,band3,-0.10054724696219175,-0.05971751640832579
0.15,30,SLOW,2010-04-23,2010-07-02,49,-0.1569967627613481,u56,top20,none,-0.11832678913126182,-0.005432285692845706
0.15,30,SLOW,2010-04-23,2010-07-02,49,-0.1569967627613481,u56,top20,200d,-0.11310619308661085,-0.027693788655339224
0.15,30,SLOW,2010-04-23,2010-07-02,49,-0.1569967627613481,u56,top20,abs,-0.11631048944039013,-0.0036387832295909917
0.15,30,SLOW,2010-04-23,2010-07-02,49,-0.1569967627613481,u56,top20,both,-0.11307282735682256,-0.028126364511232738
0.15,30,SLOW,2010-04-23,2010-07-02,49,-0.1569967627613481,u56,top20,band3,-0.11116321949792252,-0.024370119238368293
0.15,30,SLOW,2010-04-23,2010-07-02,49,-0.1569967627613481,u56,ew-all,none,-0.08841890677655528,0.03727572037618887
0.15,30,SLOW,2010-04-23,2010-07-02,49,-0.1569967627613481,u56,ew-all,200d,-0.08633534506777418,0.011876382896203186
0.15,30,SLOW,2010-04-23,2010-07-02,49,-0.1569967627613481,u56,ew-all,abs,-0.10107290127652124,0.025599474345057383
0.15,30,SLOW,2010-04-23,2010-07-02,49,-0.1569967627613481,u56,ew-all,both,-0.09658733266821495,-0.00526487689819688
0.15,30,SLOW,2010-04-23,2010-07-02,49,-0.1569967627613481,u56,ew-all,band3,-0.08467632489481614,0.008969889413769527
0.15,30,SLOW,2010-04-23,2010-07-02,49,-0.1569967627613481,broad,top20,none,-0.13131190012936922,0.01808771346545468
0.15,30,SLOW,2010-04-23,2010-07-02,49,-0.1569967627613481,broad,top20,200d,-0.13131190012936922,0.01777762068893196
0.15,30,SLOW,2010-04-23,2010-07-02,49,-0.1569967627613481,broad,top20,abs,-0.13131190012936922,0.01808771346545468
0.15,30,SLOW,2010-04-23,2010-07-02,49,-0.1569967627613481,broad,top20,both,-0.13131190012936922,0.01777762068893196
0.15,30,SLOW,2010-04-23,2010-07-02,49,-0.1569967627613481,broad,top20,band3,-0.13131190012936922,0.02013494364202506
0.15,30,SLOW,2010-04-23,2010-07-02,49,-0.1569967627613481,broad,ew-all,none,-0.09823753812281733,0.034064205670948366
0.15,30,SLOW,2010-04-23,2010-07-02,49,-0.1569967627613481,broad,ew-all,200d,-0.1000243454017341,0.01951346017807687
0.15,30,SLOW,2010-04-23,2010-07-02,49,-0.1569967627613481,broad,ew-all,abs,-0.10231973739320599,0.03174762275701992
0.15,30,SLOW,2010-04-23,2010-07-02,49,-0.1569967627613481,broad,ew-all,both,-0.10420172852662068,0.01498775659015128
0.15,30,SLOW,2010-04-23,2010-07-02,49,-0.1569967627613481,broad,ew-all,band3,-0.09837029834049549,0.023472836212045767
0.15,30,SLOW,2011-04-29,2011-10-03,108,-0.18605456334553894,u56,top20,none,-0.10511195985565835,-0.055086323244709745
0.15,30,SLOW,2011-04-29,2011-10-03,108,-0.18605456334553894,u56,top20,200d,-0.10452876670542877,-0.08064971931035492
0.15,30,SLOW,2011-04-29,2011-10-03,108,-0.18605456334553894,u56,top20,abs,-0.10651056492146471,-0.05968739044301408
0.15,30,SLOW,2011-04-29,2011-10-03,108,-0.18605456334553894,u56,top20,both,-0.10731297890075786,-0.08256276590607992
0.15,30,SLOW,2011-04-29,2011-10-03,108,-0.18605456334553894,u56,top20,band3,-0.09984125397477384,-0.08598301549051024
0.15,30,SLOW,2011-04-29,2011-10-03,108,-0.18605456334553894,u56,ew-all,none,-0.118455161392099,0.006914412807632608
0.15,30,SLOW,2011-04-29,2011-10-03,108,-0.18605456334553894,u56,ew-all,200d,-0.10139387827868551,-0.056184158484001046
0.15,30,SLOW,2011-04-29,2011-10-03,108,-0.18605456334553894,u56,ew-all,abs,-0.12140927581688987,-0.02775016507253225
0.15,30,SLOW,2011-04-29,2011-10-03,108,-0.18605456334553894,u56,ew-all,both,-0.10936111336175736,-0.07434010350846587
0.15,30,SLOW,2011-04-29,2011-10-03,108,-0.18605456334553894,u56,ew-all,band3,-0.08790901908736404,-0.053962770823161255
0.15,30,SLOW,2011-04-29,2011-10-03,108,-0.18605456334553894,broad,top20,none,-0.12081424771056204,-0.0504616589917366
0.15,30,SLOW,2011-04-29,2011-10-03,108,-0.18605456334553894,broad,top20,200d,-0.11748610087828237,-0.04643547750447197
0.15,30,SLOW,2011-04-29,2011-10-03,108,-0.18605456334553894,broad,top20,abs,-0.12081424771056204,-0.05312521993345254
0.15,30,SLOW,2011-04-29,2011-10-03,108,-0.18605456334553894,broad,top20,both,-0.11616904662563243,-0.047691234819946526
0.15,30,SLOW,2011-04-29,2011-10-03,108,-0.18605456334553894,broad,top20,band3,-0.11064732907335095,-0.03948118185046812
0.15,30,SLOW,2011-04-29,2011-10-03,108,-0.18605456334553894,broad,ew-all,none,-0.12128435208142763,0.03641947611658303
0.15,30,SLOW,2011-04-29,2011-10-03,108,-0.18605456334553894,broad,ew-all,200d,-0.11419871026772954,-0.020689650846603236
0.15,30,SLOW,2011-04-29,2011-10-03,108,-0.18605456334553894,broad,ew-all,abs,-0.1201780334398499,0.006000834810091504
0.15,30,SLOW,2011-04-29,2011-10-03,108,-0.18605456334553894,broad,ew-all,both,-0.1184704619495095,-0.03304562143786549
0.15,30,SLOW,2011-04-29,2011-10-03,108,-0.18605456334553894,broad,ew-all,band3,-0.09860379878672909,-0.008347242910128783
0.15,30,SLOW,2018-09-20,2018-12-24,65,-0.19348915262727218,u56,top20,none,-0.11850407715268663,-0.020140915351283928
0.15,30,SLOW,2018-09-20,2018-12-24,65,-0.19348915262727218,u56,top20,200d,-0.10913120915213403,-0.048094235155773046
0.15,30,SLOW,2018-09-20,2018-12-24,65,-0.19348915262727218,u56,top20,abs,-0.13477611787790245,-0.012352171855185334
0.15,30,SLOW,2018-09-20,2018-12-24,65,-0.19348915262727218,u56,top20,both,-0.10815363670276579,-0.0510118162252563
0.15,30,SLOW,2018-09-20,2018-12-24,65,-0.19348915262727218,u56,top20,band3,-0.09378255226474796,-0.03194221574456302
0.15,30,SLOW,2018-09-20,2018-12-24,65,-0.19348915262727218,u56,ew-all,none,-0.11295476967469342,0.027718509699364624
0.15,30,SLOW,2018-09-20,2018-12-24,65,-0.19348915262727218,u56,ew-all,200d,-0.11894767617034963,-0.0469225148896375
0.15,30,SLOW,2018-09-20,2018-12-24,65,-0.19348915262727218,u56,ew-all,abs,-0.1416261128524986,-0.011438930769299471
0.15,30,SLOW,2018-09-20,2018-12-24,65,-0.19348915262727218,u56,ew-all,both,-0.14013892975806874,-0.04449495105987933
0.15,30,SLOW,2018-09-20,2018-12-24,65,-0.19348915262727218,u56,ew-all,band3,-0.10388771955255927,-0.030820452875130577
0.15,30,SLOW,2018-09-20,2018-12-24,65,-0.19348915262727218,broad,top20,none,-0.140832404354728,-0.013060821599792827
0.15,30,SLOW,2018-09-20,2018-12-24,65,-0.19348915262727218,broad,top20,200d,-0.1382838645667691,-0.02039418395988868
0.15,30,SLOW,2018-09-20,2018-12-24,65,-0.19348915262727218,broad,top20,abs,-0.140832404354728,-0.008675632641501396
0.15,30,SLOW,2018-09-20,2018-12-24,65,-0.19348915262727218,broad,top20,both,-0.13433620962895765,-0.01673089104319303
0.15,30,SLOW,2018-09-20,2018-12-24,65,-0.19348915262727218,broad,top20,band3,-0.14467037473073552,-0.02207451863166976
0.15,30,SLOW,2018-09-20,2018-12-24,65,-0.19348915262727218,broad,ew-all,none,-0.12085325276997949,0.03759696920185229
0.15,30,SLOW,2018-09-20,2018-12-24,65,-0.19348915262727218,broad,ew-all,200d,-0.1214074881353101,-0.011685660344957438
0.15,30,SLOW,2018-09-20,2018-12-24,65,-0.19348915262727218,broad,ew-all,abs,-0.13048849654570638,0.026909633909863562
0.15,30,SLOW,2018-09-20,2018-12-24,65,-0.19348915262727218,broad,ew-all,both,-0.13185554300980817,-0.005916861780212224
0.15,30,SLOW,2018-09-20,2018-12-24,65,-0.19348915262727218,broad,ew-all,band3,-0.11918504789223783,-0.00986410103413049
0.15,30,FAST,2020-02-19,2020-03-23,23,-0.33717235283398306,u56,top20,none,-0.16590663963165952,-0.021649442190430412
0.15,30,FAST,2020-02-19,2020-03-23,23,-0.33717235283398306,u56,top20,200d,-0.14154956579687283,-0.007651858232860853
0.15,30,FAST,2020-02-19,2020-03-23,23,-0.33717235283398306,u56,top20,abs,-0.15722294688001315,-0.02055024544988182
0.15,30,FAST,2020-02-19,2020-03-23,23,-0.33717235283398306,u56,top20,both,-0.14416230253073392,-0.024118018125052987
0.15,30,FAST,2020-02-19,2020-03-23,23,-0.33717235283398306,u56,top20,band3,-0.1363656237185782,0.0012592156203004023
0.15,30,FAST,2020-02-19,2020-03-23,23,-0.33717235283398306,u56,ew-all,none,-0.16048013874877398,0.018761552355504696
0.15,30,FAST,2020-02-19,2020-03-23,23,-0.33717235283398306,u56,ew-all,200d,-0.11699777876553141,0.01692863157739044
0.15,30,FAST,2020-02-19,2020-03-23,23,-0.33717235283398306,u56,ew-all,abs,-0.1434866423223039,0.023254620692118033
0.15,30,FAST,2020-02-19,2020-03-23,23,-0.33717235283398306,u56,ew-all,both,-0.11723794320920888,0.0015887091428470335
0.15,30,FAST,2020-02-19,2020-03-23,23,-0.33717235283398306,u56,ew-all,band3,-0.10003319039036473,0.048386853986308154
0.15,30,FAST,2020-02-19,2020-03-23,23,-0.33717235283398306,broad,top20,none,-0.1918256189844053,-0.06906771062339478
0.15,30,FAST,2020-02-19,2020-03-23,23,-0.33717235283398306,broad,top20,200d,-0.1520165025662612,-0.0416638263071234
0.15,30,FAST,2020-02-19,2020-03-23,23,-0.33717235283398306,broad,top20,abs,-0.19240114771462757,-0.07136967114710835
0.15,30,FAST,2020-02-19,2020-03-23,23,-0.33717235283398306,broad,top20,both,-0.1520165025662612,-0.043308678249631916
0.15,30,FAST,2020-02-19,2020-03-23,23,-0.33717235283398306,broad,top20,band3,-0.143845370949664,-0.027612604533570173
0.15,30,FAST,2020-02-19,2020-03-23,23,-0.33717235283398306,broad,ew-all,none,-0.19219213516870215,-0.041985105566593295
0.15,30,FAST,2020-02-19,2020-03-23,23,-0.33717235283398306,broad,ew-all,200d,-0.1594074967325081,-0.05697526006282305
0.15,30,FAST,2020-02-19,2020-03-23,23,-0.33717235283398306,broad,ew-all,abs,-0.18383258817011194,-0.03638695108718726
0.15,30,FAST,2020-02-19,2020-03-23,23,-0.33717235283398306,broad,ew-all,both,-0.16204947205819598,-0.06153234343150393
0.15,30,FAST,2020-02-19,2020-03-23,23,-0.33717235283398306,broad,ew-all,band3,-0.12596558018804604,-0.011063653822126152
0.15,30,SLOW,2022-01-03,2022-10-12,195,-0.24496403005741663,u56,top20,none,-0.124679555710144,0.11644946733712547
0.15,30,SLOW,2022-01-03,2022-10-12,195,-0.24496403005741663,u56,top20,200d,-0.0905959960618149,0.11337414887748865
0.15,30,SLOW,2022-01-03,2022-10-12,195,-0.24496403005741663,u56,top20,abs,-0.08707058029650683,0.08583399178330953
0.15,30,SLOW,2022-01-03,2022-10-12,195,-0.24496403005741663,u56,top20,both,-0.07450710034645203,0.0700562293854845
0.15,30,SLOW,2022-01-03,2022-10-12,195,-0.24496403005741663,u56,top20,band3,-0.07771590670479933,0.14268353238601605
0.15,30,SLOW,2022-01-03,2022-10-12,195,-0.24496403005741663,u56,ew-all,none,-0.15141595543505404,0.08799139873629924
0.15,30,SLOW,2022-01-03,2022-10-12,195,-0.24496403005741663,u56,ew-all,200d,-0.12821672011229635,0.06471420406836037
0.15,30,SLOW,2022-01-03,2022-10-12,195,-0.24496403005741663,u56,ew-all,abs,-0.12070594580451244,0.041401060225076725
0.15,30,SLOW,2022-01-03,2022-10-12,195,-0.24496403005741663,u56,ew-all,both,-0.11327106707002699,0.05032043533856023
0.15,30,SLOW,2022-01-03,2022-10-12,195,-0.24496403005741663,u56,ew-all,band3,-0.10363654842404035,0.11913010118171985
0.15,30,SLOW,2022-01-03,2022-10-12,195,-0.24496403005741663,broad,top20,none,-0.1563078285182644,0.00979224412300761
0.15,30,SLOW,2022-01-03,2022-10-12,195,-0.24496403005741663,broad,top20,200d,-0.16749944410395412,-0.005677727863638959
0.15,30,SLOW,2022-01-03,2022-10-12,195,-0.24496403005741663,broad,top20,abs,-0.15078115159991246,0.024982207425672476
0.15,30,SLOW,2022-01-03,2022-10-12,195,-0.24496403005741663,broad,top20,both,-0.15233475767675508,0.021150299244306003
0.15,30,SLOW,2022-01-03,2022-10-12,195,-0.24496403005741663,broad,top20,band3,-0.16657116344490697,-0.005210550823185445
0.15,30,SLOW,2022-01-03,2022-10-12,195,-0.24496403005741663,broad,ew-all,none,-0.14086422943927768,0.09754010054932394
0.15,30,SLOW,2022-01-03,2022-10-12,195,-0.24496403005741663,broad,ew-all,200d,-0.14450945935063708,0.03585955436994537
0.15,30,SLOW,2022-01-03,2022-10-12,195,-0.24496403005741663,broad,ew-all,abs,-0.1271914045083007,0.06353743655346622
0.15,30,SLOW,2022-01-03,2022-10-12,195,-0.24496403005741663,broad,ew-all,both,-0.11801094879519047,0.06093205012014957
0.15,30,SLOW,2022-01-03,2022-10-12,195,-0.24496403005741663,broad,ew-all,band3,-0.1450622645179993,0.03656103964805424
0.15,30,SLOW,2025-02-19,2025-04-08,34,-0.18755228269936952,u56,top20,none,-0.13026610709039343,-0.03889480403803436
0.15,30,SLOW,2025-02-19,2025-04-08,34,-0.18755228269936952,u56,top20,200d,-0.12666800858395855,-0.05822087155720246
0.15,30,SLOW,2025-02-19,2025-04-08,34,-0.18755228269936952,u56,top20,abs,-0.12586746791494174,-0.026343794099436102
0.15,30,SLOW,2025-02-19,2025-04-08,34,-0.18755228269936952,u56,top20,both,-0.1217735358644011,-0.04540306794728022
0.15,30,SLOW,2025-02-19,2025-04-08,34,-0.18755228269936952,u56,top20,band3,-0.12825833158299849,-0.057536361242216616
0.15,30,SLOW,2025-02-19,2025-04-08,34,-0.18755228269936952,u56,ew-all,none,-0.11174587724415364,0.014626683362881643
0.15,30,SLOW,2025-02-19,2025-04-08,34,-0.18755228269936952,u56,ew-all,200d,-0.10054550282463781,-0.020251495166781375
0.15,30,SLOW,2025-02-19,2025-04-08,34,-0.18755228269936952,u56,ew-all,abs,-0.10822303164192548,0.017460328679117953
0.15,30,SLOW,2025-02-19,2025-04-08,34,-0.18755228269936952,u56,ew-all,both,-0.0980583000460814,-0.017275129946215162
0.15,30,SLOW,2025-02-19,2025-04-08,34,-0.18755228269936952,u56,ew-all,band3,-0.10193619195304227,-0.02594384988905518
0.15,30,SLOW,2025-02-19,2025-04-08,34,-0.18755228269936952,broad,top20,none,-0.13874637990169691,-0.0524108749651826
0.15,30,SLOW,2025-02-19,2025-04-08,34,-0.18755228269936952,broad,top20,200d,-0.1375145052722252,-0.0492898619309754
0.15,30,SLOW,2025-02-19,2025-04-08,34,-0.18755228269936952,broad,top20,abs,-0.13874637990169691,-0.0524108749651826
0.15,30,SLOW,2025-02-19,2025-04-08,34,-0.18755228269936952,broad,top20,both,-0.1375145052722252,-0.0492898619309754
0.15,30,SLOW,2025-02-19,2025-04-08,34,-0.18755228269936952,broad,top20,band3,-0.13650600280223657,-0.04994591351145483
0.15,30,SLOW,2025-02-19,2025-04-08,34,-0.18755228269936952,broad,ew-all,none,-0.10724488720308667,0.007356701783086228
0.15,30,SLOW,2025-02-19,2025-04-08,34,-0.18755228269936952,broad,ew-all,200d,-0.10687786338992544,-0.0232360863975688
0.15,30,SLOW,2025-02-19,2025-04-08,34,-0.18755228269936952,broad,ew-all,abs,-0.10541255291744078,0.005362641567804749
0.15,30,SLOW,2025-02-19,2025-04-08,34,-0.18755228269936952,broad,ew-all,both,-0.10276730851032756,-0.01948068134431935
0.15,30,SLOW,2025-02-19,2025-04-08,34,-0.18755228269936952,broad,ew-all,band3,-0.10928451366677217,-0.02106236336109446
0.15,60,FAST,2009-01-06,2009-03-09,42,-0.2713168061532505,u56,top20,none,-0.10362891987102962,3.9533845191952466e-05
0.15,60,FAST,2009-01-06,2009-03-09,42,-0.2713168061532505,u56,top20,200d,-0.01703470217382208,-0.005682281767749875
0.15,60,FAST,2009-01-06,2009-03-09,42,-0.2713168061532505,u56,top20,abs,0.0011891591234842736,0.0007145013932225996
0.15,60,FAST,2009-01-06,2009-03-09,42,-0.2713168061532505,u56,top20,both,0.005073987193813689,0.00047002057682776766
0.15,60,FAST,2009-01-06,2009-03-09,42,-0.2713168061532505,u56,top20,band3,-0.013977673857309414,-0.010636396234265932
0.15,60,FAST,2009-01-06,2009-03-09,42,-0.2713168061532505,u56,ew-all,none,-0.14345234825201303,0.012661089615925825
0.15,60,FAST,2009-01-06,2009-03-09,42,-0.2713168061532505,u56,ew-all,200d,-0.04102397229744481,-0.022185251846674747
0.15,60,FAST,2009-01-06,2009-03-09,42,-0.2713168061532505,u56,ew-all,abs,0.00439385890665811,0.0056155344965755916
0.15,60,FAST,2009-01-06,2009-03-09,42,-0.2713168061532505,u56,ew-all,both,0.0174384637034648,0.004490133989621059
0.15,60,FAST,2009-01-06,2009-03-09,42,-0.2713168061532505,u56,ew-all,band3,-0.033460766967000066,-0.02830543610158709
0.15,60,FAST,2009-01-06,2009-03-09,42,-0.2713168061532505,broad,top20,none,-0.12497118598620294,-0.04459250703447426
0.15,60,FAST,2009-01-06,2009-03-09,42,-0.2713168061532505,broad,top20,200d,-0.056413616235885145,-0.015957228128738787
0.15,60,FAST,2009-01-06,2009-03-09,42,-0.2713168061532505,broad,top20,abs,-0.051504499515447,-0.040751338219385924
0.15,60,FAST,2009-01-06,2009-03-09,42,-0.2713168061532505,broad,top20,both,-0.02536392394986431,-0.029143465135162194
0.15,60,FAST,2009-01-06,2009-03-09,42,-0.2713168061532505,broad,top20,band3,-0.06360495901798313,-0.03569616717245794
0.15,60,FAST,2009-01-06,2009-03-09,42,-0.2713168061532505,broad,ew-all,none,-0.1604154834966014,-0.0022243795334514482
0.15,60,FAST,2009-01-06,2009-03-09,42,-0.2713168061532505,broad,ew-all,200d,-0.09001891039193988,-0.03720966551301541
0.15,60,FAST,2009-01-06,2009-03-09,42,-0.2713168061532505,broad,ew-all,abs,-0.08532475369288439,-0.07573092588107666
0.15,60,FAST,2009-01-06,2009-03-09,42,-0.2713168061532505,broad,ew-all,both,-0.058371957623885584,-0.06984730106979209
0.15,60,FAST,2009-01-06,2009-03-09,42,-0.2713168061532505,broad,ew-all,band3,-0.10054724696219175,-0.05971751640832579
0.15,60,FAST,2010-04-23,2010-07-02,49,-0.1569967627613481,u56,top20,none,-0.11832678913126182,-0.005432285692845706
0.15,60,FAST,2010-04-23,2010-07-02,49,-0.1569967627613481,u56,top20,200d,-0.11310619308661085,-0.027693788655339224
0.15,60,FAST,2010-04-23,2010-07-02,49,-0.1569967627613481,u56,top20,abs,-0.11631048944039013,-0.0036387832295909917
0.15,60,FAST,2010-04-23,2010-07-02,49,-0.1569967627613481,u56,top20,both,-0.11307282735682256,-0.028126364511232738
0.15,60,FAST,2010-04-23,2010-07-02,49,-0.1569967627613481,u56,top20,band3,-0.11116321949792252,-0.024370119238368293
0.15,60,FAST,2010-04-23,2010-07-02,49,-0.1569967627613481,u56,ew-all,none,-0.08841890677655528,0.03727572037618887
0.15,60,FAST,2010-04-23,2010-07-02,49,-0.1569967627613481,u56,ew-all,200d,-0.08633534506777418,0.011876382896203186
0.15,60,FAST,2010-04-23,2010-07-02,49,-0.1569967627613481,u56,ew-all,abs,-0.10107290127652124,0.025599474345057383
0.15,60,FAST,2010-04-23,2010-07-02,49,-0.1569967627613481,u56,ew-all,both,-0.09658733266821495,-0.00526487689819688
0.15,60,FAST,2010-04-23,2010-07-02,49,-0.1569967627613481,u56,ew-all,band3,-0.08467632489481614,0.008969889413769527
0.15,60,FAST,2010-04-23,2010-07-02,49,-0.1569967627613481,broad,top20,none,-0.13131190012936922,0.01808771346545468
0.15,60,FAST,2010-04-23,2010-07-02,49,-0.1569967627613481,broad,top20,200d,-0.13131190012936922,0.01777762068893196
0.15,60,FAST,2010-04-23,2010-07-02,49,-0.1569967627613481,broad,top20,abs,-0.13131190012936922,0.01808771346545468
0.15,60,FAST,2010-04-23,2010-07-02,49,-0.1569967627613481,broad,top20,both,-0.13131190012936922,0.01777762068893196
0.15,60,FAST,2010-04-23,2010-07-02,49,-0.1569967627613481,broad,top20,band3,-0.13131190012936922,0.02013494364202506
0.15,60,FAST,2010-04-23,2010-07-02,49,-0.1569967627613481,broad,ew-all,none,-0.09823753812281733,0.034064205670948366
0.15,60,FAST,2010-04-23,2010-07-02,49,-0.1569967627613481,broad,ew-all,200d,-0.1000243454017341,0.01951346017807687
0.15,60,FAST,2010-04-23,2010-07-02,49,-0.1569967627613481,broad,ew-all,abs,-0.10231973739320599,0.03174762275701992
0.15,60,FAST,2010-04-23,2010-07-02,49,-0.1569967627613481,broad,ew-all,both,-0.10420172852662068,0.01498775659015128
0.15,60,FAST,2010-04-23,2010-07-02,49,-0.1569967627613481,broad,ew-all,band3,-0.09837029834049549,0.023472836212045767
0.15,60,SLOW,2011-04-29,2011-10-03,108,-0.18605456334553894,u56,top20,none,-0.10511195985565835,-0.055086323244709745
0.15,60,SLOW,2011-04-29,2011-10-03,108,-0.18605456334553894,u56,top20,200d,-0.10452876670542877,-0.08064971931035492
0.15,60,SLOW,2011-04-29,2011-10-03,108,-0.18605456334553894,u56,top20,abs,-0.10651056492146471,-0.05968739044301408
0.15,60,SLOW,2011-04-29,2011-10-03,108,-0.18605456334553894,u56,top20,both,-0.10731297890075786,-0.08256276590607992
0.15,60,SLOW,2011-04-29,2011-10-03,108,-0.18605456334553894,u56,top20,band3,-0.09984125397477384,-0.08598301549051024
0.15,60,SLOW,2011-04-29,2011-10-03,108,-0.18605456334553894,u56,ew-all,none,-0.118455161392099,0.006914412807632608
0.15,60,SLOW,2011-04-29,2011-10-03,108,-0.18605456334553894,u56,ew-all,200d,-0.10139387827868551,-0.056184158484001046
0.15,60,SLOW,2011-04-29,2011-10-03,108,-0.18605456334553894,u56,ew-all,abs,-0.12140927581688987,-0.02775016507253225
0.15,60,SLOW,2011-04-29,2011-10-03,108,-0.18605456334553894,u56,ew-all,both,-0.10936111336175736,-0.07434010350846587
0.15,60,SLOW,2011-04-29,2011-10-03,108,-0.18605456334553894,u56,ew-all,band3,-0.08790901908736404,-0.053962770823161255
0.15,60,SLOW,2011-04-29,2011-10-03,108,-0.18605456334553894,broad,top20,none,-0.12081424771056204,-0.0504616589917366
0.15,60,SLOW,2011-04-29,2011-10-03,108,-0.18605456334553894,broad,top20,200d,-0.11748610087828237,-0.04643547750447197
0.15,60,SLOW,2011-04-29,2011-10-03,108,-0.18605456334553894,broad,top20,abs,-0.12081424771056204,-0.05312521993345254
0.15,60,SLOW,2011-04-29,2011-10-03,108,-0.18605456334553894,broad,top20,both,-0.11616904662563243,-0.047691234819946526
0.15,60,SLOW,2011-04-29,2011-10-03,108,-0.18605456334553894,broad,top20,band3,-0.11064732907335095,-0.03948118185046812
0.15,60,SLOW,2011-04-29,2011-10-03,108,-0.18605456334553894,broad,ew-all,none,-0.12128435208142763,0.03641947611658303
0.15,60,SLOW,2011-04-29,2011-10-03,108,-0.18605456334553894,broad,ew-all,200d,-0.11419871026772954,-0.020689650846603236
0.15,60,SLOW,2011-04-29,2011-10-03,108,-0.18605456334553894,broad,ew-all,abs,-0.1201780334398499,0.006000834810091504
0.15,60,SLOW,2011-04-29,2011-10-03,108,-0.18605456334553894,broad,ew-all,both,-0.1184704619495095,-0.03304562143786549
0.15,60,SLOW,2011-04-29,2011-10-03,108,-0.18605456334553894,broad,ew-all,band3,-0.09860379878672909,-0.008347242910128783
0.15,60,SLOW,2018-09-20,2018-12-24,65,-0.19348915262727218,u56,top20,none,-0.11850407715268663,-0.020140915351283928
