panel,book,cost,arm,kind,CAGR,Sharpe,MaxDD,H1,H2,IS_CAGR,IS_Sharpe,IS_MaxDD,IS_Calmar,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,gross,TO,IS_m_H1,IS_m_H2,IS_m_DD,IS_m_CAGR,m_H1,m_H2,m_OOS,m_DD,m_CAGR,pass4b,fail4b,pass4a,adm_S1,adm_S2,adm_S0
u56,V1u,10.0,control,ctl,0.06297377249874825,0.6628051083845784,-0.15672092223908318,0.6818809824276346,0.6498314418932896,0.05252287623428464,0.5961099815679317,-0.13035468667421723,0.4029228067998042,0.07167644913632909,0.7135835570891119,-0.15672092223908363,0.749893462556593,23.235629037526,-0.08902469818747705,-0.6132128702552482,0.0020169829966677766,-0.05218868740923856,-0.2747390501760568,-0.1841844957491524,-0.1684272100931723,0.045582489461306386,-0.04362254240721797,False,"H1,H2,OOS,CAGR",False,False,False,True
u56,V1u,10.0,g200-dg,gate,0.061519793807876866,0.6521603817962626,-0.14051673107873974,0.663668405861618,0.6454536203790463,0.05035257708979257,0.575876828966793,-0.13611749021424646,0.3699199640732321,0.07082486653664155,0.710019199890369,-0.14051673107873808,0.7256651420904467,22.85023808049835,-0.11309180876458691,-0.6296397864069218,-0.00374582054336145,-0.05435898655373063,-0.2929516267420734,-0.18856231726339567,-0.17199156729191523,0.061786680621649825,-0.04507652109808935,False,"H1,H2,OOS,CAGR",False,False,False,True
u56,V1u,10.0,g200-rw,gate,0.06636733955682628,0.6798954117666615,-0.13827796154480831,0.6409087934305884,0.7170424490159388,0.04925613582932131,0.5534299312214817,-0.13101770077431318,0.3759502383129767,0.08069826783516665,0.7741172142433231,-0.13827796154480798,0.7500306958886649,23.62078377846554,-0.1607716266057847,-0.6252001454023562,0.0013539688965718277,-0.05545542781420189,-0.31571123917310306,-0.11697348862650314,-0.10789355293896108,0.06402545015558125,-0.04022897534913994,False,"H1,H2,OOS,CAGR",False,False,False,True
u56,V1u,10.0,band3-dg,gate,0.062122395259848195,0.656496494714766,-0.14551358300164574,0.6612687898419901,0.6556900199754405,0.05019385916852559,0.5734271307565257,-0.13085395776429964,0.38358686298917416,0.07206835543124734,0.7193257647884539,-0.1455135830016454,0.7328635251331524,22.787689388814783,-0.1333029673095003,-0.6144439017929303,0.0015177119065853673,-0.05451770447499761,-0.2953512427617013,-0.17832591766700145,-0.16268500239383032,0.05678982869874383,-0.04447391964611802,False,"H1,H2,OOS,CAGR",False,False,False,True
u56,V1u,10.0,band3-rw,gate,0.06553776027593372,0.676568440572967,-0.1362139229241568,0.6330690816917914,0.7177018083718305,0.04754023812741992,0.5433249907327191,-0.1304379725668554,0.3644662454643212,0.08062280320732595,0.774887069713669,-0.13621392292415668,0.7498925109129211,22.955990574429613,-0.19708865101616713,-0.613132406034602,0.0019336971040296025,-0.05717132551610328,-0.3235509509119,-0.11631412927061147,-0.10712369746861516,0.06608948877623277,-0.041058554630032496,False,"H1,H2,OOS,CAGR",False,False,False,True
u56,V1u,10.0,abs12-dg,gate,0.0615358545387823,0.6568909235648656,-0.13621392292415646,0.6309788714023126,0.6826383904553907,0.04614460864521974,0.5388417263027288,-0.13412650837374251,0.34403794749236394,0.07440782599996476,0.7450062488279505,-0.1362139229241568,0.7109711839242498,22.303267396158162,-0.18971206854844402,-0.624206545488134,-0.001754838702857503,-0.05856695499830346,-0.32564116120137887,-0.15137754718705132,-0.1370045183543337,0.06608948877623311,-0.04506046036718392,False,"H1,H2,OOS,CAGR",False,False,False,True
u56,V1u,10.0,abs12-rw,gate,0.06416194783581197,0.6610589089882151,-0.14598353397334585,0.6312021701178266,0.690230252516765,0.04822869858921708,0.5429100111738232,-0.14598353397334585,0.3303708115329146,0.07749304992217221,0.7494214357057343,-0.14559327024567947,0.7498962551217799,23.00066333923166,-0.14834737919498442,-0.6640422666397311,-0.013611864302460835,-0.05648286505430612,-0.3254178624858648,-0.14378568512567702,-0.13258933147654994,0.05631987772704372,-0.042434367070154244,False,"H1,H2,OOS,CAGR",False,False,False,True
u56,V1u,10.0,vol60-dg,gate,0.06297377249874825,0.6628051083845784,-0.15672092223908318,0.6818809824276346,0.6498314418932896,0.05252287623428464,0.5961099815679317,-0.13035468667421723,0.4029228067998042,0.07167644913632909,0.7135835570891119,-0.15672092223908363,0.749893462556593,23.235629037526,-0.08902469818747705,-0.6132128702552482,0.0020169829966677766,-0.05218868740923856,-0.2747390501760568,-0.1841844957491524,-0.1684272100931723,0.045582489461306386,-0.04362254240721797,False,"H1,H2,OOS,CAGR",False,False,False,True
u56,V1u,10.0,vol60-rw,gate,0.06297377249874825,0.6628051083845784,-0.15672092223908318,0.6818809824276346,0.6498314418932896,0.05252287623428464,0.5961099815679317,-0.13035468667421723,0.4029228067998042,0.07167644913632909,0.7135835570891119,-0.15672092223908363,0.749893462556593,23.235629037526,-0.08902469818747705,-0.6132128702552482,0.0020169829966677766,-0.05218868740923856,-0.2747390501760568,-0.1841844957491524,-0.1684272100931723,0.045582489461306386,-0.04362254240721797,False,"H1,H2,OOS,CAGR",False,False,False,True
u56,V1u,10.0,v1gate-dg,gate,0.061519793807876866,0.6521603817962626,-0.14051673107873974,0.663668405861618,0.6454536203790463,0.05035257708979257,0.575876828966793,-0.13611749021424646,0.3699199640732321,0.07082486653664155,0.710019199890369,-0.14051673107873808,0.7256651420904467,22.85023808049835,-0.11309180876458691,-0.6296397864069218,-0.00374582054336145,-0.05435898655373063,-0.2929516267420734,-0.18856231726339567,-0.17199156729191523,0.061786680621649825,-0.04507652109808935,False,"H1,H2,OOS,CAGR",False,False,False,True
