CLAIM_SET,src,which,mult,k_min,k_max,inflation,SURVIVES,corrected
C_PROX,LEADERBOARD,smallest,1.0,3,1020,1.9251546022643684,False,0.5194388018623539
C_PROX,LEADERBOARD,largest,1.0,3,1020,1.9251546022643684,False,0.5194388018623539
C_PROX,LEADERBOARD,smallest,4.0,3,4,1.2163468668042485,True,3.2885356218406208
C_PROX,LEADERBOARD,largest,4.0,3,4,1.2163468668042485,True,3.2885356218406208
C_PROX,LEADERBOARD,smallest,5.39,6,8,1.1234163492690419,True,4.797865015501188
C_PROX,LEADERBOARD,largest,5.39,6,8,1.1234163492690419,True,4.797865015501188
C_PROX,LEADERBOARD,smallest,1.62,4,160,1.5827348717741971,True,1.0235447698097597
C_PROX,LEADERBOARD,largest,1.62,4,160,1.5827348717741971,True,1.0235447698097597
C_PROX,LEADERBOARD,smallest,0.0008,2,3,1.5000004431135283,False,0.0005333331757819031
C_PROX,LEADERBOARD,largest,4.0,2,3,1.5000004431135283,True,2.666665878909516
C_PROX,LEADERBOARD,smallest,0.6,2,4608,2.8877327564586013,False,0.20777545936619693
C_PROX,LEADERBOARD,largest,0.6,2,4608,2.8877327564586013,False,0.20777545936619693
C_PROX,LEADERBOARD,smallest,2.39,2,9,2.6321174002706536,False,0.9080142093032183
C_PROX,LEADERBOARD,largest,6.38,2,9,2.6321174002706536,True,2.4239040398972937
C_PROX,LEADERBOARD,smallest,0.001,72,4608,1.0,False,0.001
C_PROX,LEADERBOARD,largest,0.001,72,4608,1.0,False,0.001
C_PROX,LEADERBOARD,smallest,1.6,3,24,1.9251546022643684,False,0.8311020829797663
C_PROX,LEADERBOARD,largest,171.0,3,24,1.9251546022643684,True,88.82403511846252
C_PROX,LEADERBOARD,smallest,2.0,3,1551,1.9251546022643684,True,1.0388776037247078
C_PROX,LEADERBOARD,largest,4.0,3,1551,1.9251546022643684,True,2.0777552074494157
C_PROX,LEADERBOARD,smallest,0.6,3,20,1.9251546022643684,False,0.3116632811174123
C_PROX,LEADERBOARD,largest,0.6,3,20,1.9251546022643684,False,0.3116632811174123
C_PROX,LEADERBOARD,smallest,73.0,4,73,1.5827348717741971,True,46.12269641735337
C_PROX,LEADERBOARD,largest,73.0,4,73,1.5827348717741971,True,46.12269641735337
C_PROX,LEADERBOARD,smallest,3.2,2,216,2.8877327564586013,True,1.1081357832863838
C_PROX,LEADERBOARD,largest,9.7,2,216,2.8877327564586013,True,3.3590365930868504
C_PROX,LEADERBOARD,smallest,5.0,12,70,1.0,True,5.0
C_PROX,LEADERBOARD,largest,11.37,12,70,1.0,True,11.37
C_PROX,LEADERBOARD,smallest,3.8,6,54,1.2856850876317318,True,2.9556226766227076
C_PROX,LEADERBOARD,largest,36.48,6,54,1.2856850876317318,True,28.37397769557799
C_PROX,LEADERBOARD,smallest,3.1,3,747,1.9251546022643684,True,1.610260285773297
C_PROX,LEADERBOARD,largest,3.1,3,747,1.9251546022643684,True,1.610260285773297
C_PROX,LEADERBOARD,smallest,34.0,3,136,1.9251546022643684,True,17.660919263320032
C_PROX,LEADERBOARD,largest,34.0,3,136,1.9251546022643684,True,17.660919263320032
C_PROX,LEADERBOARD,smallest,1.2,3,288,1.9251546022643684,False,0.6233265622348246
C_PROX,LEADERBOARD,largest,10.0,3,288,1.9251546022643684,True,5.194388018623539
C_PROX,LEADERBOARD,smallest,0.255,2,1296,2.8877327564586013,False,0.0883045702306337
C_PROX,LEADERBOARD,largest,0.255,2,1296,2.8877327564586013,False,0.0883045702306337
C_PROX,LEADERBOARD,smallest,1.34,0,24,2.8877327564586013,False,0.4640318592511732
C_PROX,LEADERBOARD,largest,3.7,0,24,2.8877327564586013,True,1.2812819994248812
C_PROX,LEADERBOARD,smallest,0.41,3,12,1.9251546022643684,False,0.21296990876356509
C_PROX,LEADERBOARD,largest,0.55,3,12,1.9251546022643684,False,0.28569134102429466
C_PROX,LEADERBOARD,smallest,0.97,19,19440,1.0,False,0.97
C_PROX,LEADERBOARD,largest,5.6,19,19440,1.0,True,5.6
C_PROX,LEADERBOARD,smallest,0.33,18,29808,1.0,False,0.33
C_PROX,LEADERBOARD,largest,5.0,18,29808,1.0,True,5.0
C_PROX,LEADERBOARD,smallest,5.0,0,180,2.8877327564586013,True,1.7314621613849746
C_PROX,LEADERBOARD,largest,5.0,0,180,2.8877327564586013,True,1.7314621613849746
C_PROX,LEADERBOARD,smallest,5.8,22,71,1.0,True,5.8
C_PROX,LEADERBOARD,largest,17.0,22,71,1.0,True,17.0
C_PROX,LEADERBOARD,smallest,1.0,0,2304,2.8877327564586013,False,0.3462924322769949
C_PROX,LEADERBOARD,largest,13.2,0,2304,2.8877327564586013,True,4.571060106056333
C_PROX,LEADERBOARD,smallest,2.0,3,8,1.682177211091542,True,1.1889353789915076
C_PROX,LEADERBOARD,largest,2.0,3,8,1.682177211091542,True,1.1889353789915076
C_PROX,LEADERBOARD,smallest,9.28,0,1087557,2.8877327564586013,True,3.2135937715305123
C_PROX,LEADERBOARD,largest,9.28,0,1087557,2.8877327564586013,True,3.2135937715305123
C_PROX,LEADERBOARD,smallest,2.8,32,66,1.0,True,2.8
C_PROX,LEADERBOARD,largest,24.0,32,66,1.0,True,24.0
C_PROX,LEADERBOARD,smallest,0.022,12208,79368,1.0,False,0.022
C_PROX,LEADERBOARD,largest,12.9,12208,79368,1.0,True,12.9
C_PROX,LEADERBOARD,smallest,0.551,6,432,1.2856850876317318,False,0.42856528811029265
C_PROX,LEADERBOARD,largest,0.551,6,432,1.2856850876317318,False,0.42856528811029265
C_PROX,LEADERBOARD,smallest,1.473,4,96,1.5827348717741971,False,0.9306675592159112
C_PROX,LEADERBOARD,largest,1.473,4,96,1.5827348717741971,False,0.9306675592159112
C_PROX,LEADERBOARD,smallest,6.47,63,126,1.0,True,6.47
C_PROX,LEADERBOARD,largest,6.47,63,126,1.0,True,6.47
C_PROX,LEADERBOARD,smallest,6.47,4,11,1.5411640358644634,True,4.198125474924462
C_PROX,LEADERBOARD,largest,6.47,4,11,1.5411640358644634,True,4.198125474924462
C_PROX,LEADERBOARD,smallest,2.083,5,18,1.4009271134243564,True,1.486872500388988
C_PROX,LEADERBOARD,largest,77.956,5,18,1.4009271134243564,True,55.64600702848005
C_PROX,LEADERBOARD,smallest,1.36,3,81,1.9251546022643684,False,0.7064367705328014
C_PROX,LEADERBOARD,largest,1.36,3,81,1.9251546022643684,False,0.7064367705328014
C_PROX,LEADERBOARD,smallest,1.36,3,81,1.9251546022643684,False,0.7064367705328014
C_PROX,LEADERBOARD,largest,1.36,3,81,1.9251546022643684,False,0.7064367705328014
C_PROX,LEADERBOARD,smallest,3.0,15,120,1.0,True,3.0
C_PROX,LEADERBOARD,largest,277.0,15,120,1.0,True,277.0
C_PROX,LEADERBOARD,smallest,8.0,2,81,2.8877327564586013,True,2.7703394582159593
C_PROX,LEADERBOARD,largest,16.8,2,81,2.8877327564586013,True,5.817712862253515
C_PROX,LEADERBOARD,smallest,2.7,36,260,1.0,True,2.7
C_PROX,LEADERBOARD,largest,2.7,36,260,1.0,True,2.7
C_PROX,CHANGELOG,smallest,3.33,8,15,1.1444422083302161,True,2.90971442311499
C_PROX,CHANGELOG,largest,277.0,8,15,1.1444422083302161,True,242.0393078687244
C_PROX,CHANGELOG,smallest,6.47,4,11,1.5411640358644634,True,4.198125474924462
C_PROX,CHANGELOG,largest,6.47,4,11,1.5411640358644634,True,4.198125474924462
C_PROX,CHANGELOG,smallest,1.5,4,9,1.442634879108741,True,1.0397641300109832
C_PROX,CHANGELOG,largest,1.5,4,9,1.442634879108741,True,1.0397641300109832
C_PROX,CHANGELOG,smallest,7.42,146,201,1.0,True,7.42
C_PROX,CHANGELOG,largest,7.42,146,201,1.0,True,7.42
C_PROX,2026-09-03_qqq-trend-only.result.md,smallest,2.6,1,21,2.8877327564586013,False,0.9003603239201868
C_PROX,2026-09-03_qqq-trend-only.result.md,largest,5.34,1,21,2.8877327564586013,True,1.8492015883591528
C_PROX,2026-09-05_no-leverage-ceiling-is-load-bearing_cloud.memo.md,smallest,1.3333,16,306,1.0,True,1.3333
C_PROX,2026-09-05_no-leverage-ceiling-is-load-bearing_cloud.memo.md,largest,1.3333,16,306,1.0,True,1.3333
C_PROX,2026-09-05_sleeve-f-that-clears-the-floor_cloud.memo.md,smallest,0.25,4,25,1.5827348717741971,False,0.15795443978545673
C_PROX,2026-09-05_sleeve-f-that-clears-the-floor_cloud.memo.md,largest,12.2,4,25,1.5827348717741971,True,7.708176661530288
C_PROX,2026-09-06_back-fill-the-breakeven-column-arithmetically_B.result.md,smallest,23.79,490,753,1.0,True,23.79
C_PROX,2026-09-06_back-fill-the-breakeven-column-arithmetically_B.result.md,largest,23.79,490,753,1.0,True,23.79
C_PROX,2026-09-06_cadence-sensitivity-as-a-KEEP-test_B.result.md,smallest,3.0,4,48,1.5827348717741971,True,1.8954532774254809
C_PROX,2026-09-06_cadence-sensitivity-as-a-KEEP-test_B.result.md,largest,17.0,4,48,1.5827348717741971,True,10.740901905411057
C_PROX,2026-09-06_locate-the-band-width-ceiling_cloud.memo.md,smallest,4.8,0,96,2.8877327564586013,True,1.6622036749295754
C_PROX,2026-09-06_locate-the-band-width-ceiling_cloud.memo.md,largest,4.8,0,96,2.8877327564586013,True,1.6622036749295754
C_PROX,2026-09-06_monthly-r6-top20-as-a-single-hypothesis_B.memo.md,smallest,4.82,1,56,2.8877327564586013,True,1.6691295235751156
C_PROX,2026-09-06_monthly-r6-top20-as-a-single-hypothesis_B.memo.md,largest,4.82,1,56,2.8877327564586013,True,1.6691295235751156
C_PROX,2026-09-07_census-adopted-constants-for-CROSSINGS-not-plateaus_cloud.result.md,smallest,8.9,2,620,2.8877327564586013,True,3.082002647265255
C_PROX,2026-09-07_census-adopted-constants-for-CROSSINGS-not-plateaus_cloud.result.md,largest,8.9,2,620,2.8877327564586013,True,3.082002647265255
C_PROX,2026-09-07_does-a-band-on-the-EXIT-ONLY-beat-a-band-on-both-sides_C.memo.md,smallest,5.45,2,126,2.8877327564586013,True,1.8872937559096223
C_PROX,2026-09-07_does-a-band-on-the-EXIT-ONLY-beat-a-band-on-both-sides_C.memo.md,largest,5.45,2,126,2.8877327564586013,True,1.8872937559096223
C_PROX,2026-09-07_does-the-SECOND-worst-drawdown-episode-bound-every-overlay_cloud.memo.md,smallest,1.39,6,23,1.2856850876317318,True,1.081135663290938
C_PROX,2026-09-07_does-the-SECOND-worst-drawdown-episode-bound-every-overlay_cloud.memo.md,largest,1.46,6,23,1.2856850876317318,True,1.135581344176093
C_PROX,2026-09-07_is-DBC-a-drag-or-a-contango-artefact_cloud_MEMO.md,smallest,0.0966,8,16,1.1444422083302161,False,0.0844079319137862
C_PROX,2026-09-07_is-DBC-a-drag-or-a-contango-artefact_cloud_MEMO.md,largest,0.0966,8,16,1.1444422083302161,False,0.0844079319137862
C_PROX,2026-09-07_position-count-broad-confirm_B.result.md,smallest,1.1667,24,136,1.0,True,1.1667
C_PROX,2026-09-07_position-count-broad-confirm_B.result.md,largest,2.0,24,136,1.0,True,2.0
C_PROX,2026-09-07_the-IS-chooser-prefers-SPY-where-OOS-prefers-QQQ_B.result.md,smallest,2.35,0,6,2.2460653734250635,True,1.0462740879248964
C_PROX,2026-09-07_the-IS-chooser-prefers-SPY-where-OOS-prefers-QQQ_B.result.md,largest,6.4,0,6,2.2460653734250635,True,2.8494273032848243
C_PROX,2026-09-07_the-IS-chooser-prefers-SPY-where-OOS-prefers-QQQ_B.result.md,smallest,4.8,1,3,1.5000004431135283,True,3.1999990546914185
C_PROX,2026-09-07_the-IS-chooser-prefers-SPY-where-OOS-prefers-QQQ_B.result.md,largest,4.8,1,3,1.5000004431135283,True,3.1999990546914185
C_PROX,2026-09-07_u56-top20-band-m20_4b_B_MEMO.md,smallest,4.816,0,20,2.8877327564586013,True,1.6677443538460075
C_PROX,2026-09-07_u56-top20-band-m20_4b_B_MEMO.md,largest,5.265,0,20,2.8877327564586013,True,1.823229655938378
C_PROX,2026-09-08_does-the-vol-gate-corner-survive-being-pre-registered_B.result.md,smallest,1.5,0,20,2.8877327564586013,False,0.5194386484154924
C_PROX,2026-09-08_does-the-vol-gate-corner-survive-being-pre-registered_B.result.md,largest,1.5,0,20,2.8877327564586013,False,0.5194386484154924
C_PROX,2026-09-08_u56-band3-fullgross_KEEP_MEMO.md,smallest,1.333,3,439,1.9251546022643684,False,0.6924119228825177
C_PROX,2026-09-08_u56-band3-fullgross_KEEP_MEMO.md,largest,1.333,3,439,1.9251546022643684,False,0.6924119228825177
C_PROX,2026-09-10_does-PARTIAL-REBALANCING-beat-CADENCE-as-the-turnover-dial_B.result.md,smallest,1.08,2,9,2.6321174002706536,False,0.4103160443713288
C_PROX,2026-09-10_does-PARTIAL-REBALANCING-beat-CADENCE-as-the-turnover-dial_B.result.md,largest,52.3,2,9,2.6321174002706536,True,19.8699343709449
C_PROX,2026-09-10_does-sd-still-survive-the-PARTIAL-t-test-once-the-control-has-DATA_cloud.result.md,smallest,10.0,96,120,1.0,True,10.0
C_PROX,2026-09-10_does-sd-still-survive-the-PARTIAL-t-test-once-the-control-has-DATA_cloud.result.md,largest,10.0,96,120,1.0,True,10.0
C_PROX,2026-09-10_is-EVERY-published-CHOOSER-WIN-in-the-record-a-PHASE-WIN_C.result.md,smallest,0.97,6,38150,1.2856850876317318,False,0.754461577980007
C_PROX,2026-09-10_is-EVERY-published-CHOOSER-WIN-in-the-record-a-PHASE-WIN_C.result.md,largest,1.93,6,38150,1.2856850876317318,True,1.501145201547849
C_PROX,2026-09-10_is-the-4b-window-a-TURNOVER-COST-fact-about-the-ranked-book_B.result.md,smallest,16.0,6,8,1.1234163492690419,True,14.242270917999816
C_PROX,2026-09-10_is-the-4b-window-a-TURNOVER-COST-fact-about-the-ranked-book_B.result.md,largest,16.0,6,8,1.1234163492690419,True,14.242270917999816
C_PROX,2026-09-10_why-does-the-n-dial-disagree-5x-more-than-every-other-dial_B.result.md,smallest,8.95,70,132,1.0,True,8.95
C_PROX,2026-09-10_why-does-the-n-dial-disagree-5x-more-than-every-other-dial_B.result.md,largest,11.37,70,132,1.0,True,11.37
C_PROX,2026-09-11_de-grossed-cash-leg_MEMO_B.md,smallest,1.0,5,11,1.3641314932657016,False,0.7330671602676817
C_PROX,2026-09-11_de-grossed-cash-leg_MEMO_B.md,largest,2.79,5,11,1.3641314932657016,True,2.045257377146832
C_PROX,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_B.result.md,smallest,15.0,9,1296,1.0971139646588952,True,13.67223504867488
C_PROX,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_B.result.md,largest,15.0,9,1296,1.0971139646588952,True,13.67223504867488
C_PROX,2026-09-15_cadence-base-rate-clause_B.memo.md,smallest,10.0,16,152,1.0,True,10.0
C_PROX,2026-09-15_cadence-base-rate-clause_B.memo.md,largest,10.0,16,152,1.0,True,10.0
C_PROX,2026-09-15_is-U56-CAND20s-SINGLE-RUNG-4b-pass-a-KNIFE-EDGE-or-a-real-window_B.memo.md,smallest,2.2,85,150,1.0,True,2.2
C_PROX,2026-09-15_is-U56-CAND20s-SINGLE-RUNG-4b-pass-a-KNIFE-EDGE-or-a-real-window_B.memo.md,largest,11.01,85,150,1.0,True,11.01
C_PROX,2026-09-16_dd-cap-episode-stamp-clause_B.memo.md,smallest,0.556,10,2295,1.0587982797753375,False,0.5251236336707835
C_PROX,2026-09-16_dd-cap-episode-stamp-clause_B.memo.md,largest,0.556,10,2295,1.0587982797753375,False,0.5251236336707835
C_PROX,2026-09-16_does-RULE-8-s-IS-END-DATE-need-PINNING-the-way-its-START-does_B.result.md,smallest,31.0,2,2160,2.8877327564586013,True,10.735065400586842
C_PROX,2026-09-16_does-RULE-8-s-IS-END-DATE-need-PINNING-the-way-its-START-does_B.result.md,largest,31.0,2,2160,2.8877327564586013,True,10.735065400586842
C_PROX,2026-09-16_does-the-U56-n12-H21-CANDIDATE-survive-25-and-50-bps_C.memo.md,smallest,2.4,11,126,1.0269736607799933,True,2.336963538263663
C_PROX,2026-09-16_does-the-U56-n12-H21-CANDIDATE-survive-25-and-50-bps_C.memo.md,largest,7.19,11,126,1.0269736607799933,True,7.001153266714891
C_PROX,2026-09-16_is-RULE-8-REACHABILITY-a-COST-RUNG-object-across-the-record-s-COMMITTED-PICKS_cloud.result.md,smallest,7.42,146,201,1.0,True,7.42
C_PROX,2026-09-16_is-RULE-8-REACHABILITY-a-COST-RUNG-object-across-the-record-s-COMMITTED-PICKS_cloud.result.md,largest,7.42,146,201,1.0,True,7.42
C_PROX,2026-09-16_is-the-CAGR-FLOOR-a-DE-GROSSING-DETECTOR-rather-than-a-COST-LEG_C.result.md,smallest,2.99,11,528,1.0269736607799933,True,2.9114670747534803
C_PROX,2026-09-16_is-the-CAGR-FLOOR-a-DE-GROSSING-DETECTOR-rather-than-a-COST-LEG_C.result.md,largest,2.99,11,528,1.0269736607799933,True,2.9114670747534803
C_PROX,2026-09-16_is-the-EDGE-HUMP-a-MIN-HOLD-artefact_cloud.memo.md,smallest,3.04,2,54,2.8877327564586013,True,1.0527289941220646
C_PROX,2026-09-16_is-the-EDGE-HUMP-a-MIN-HOLD-artefact_cloud.memo.md,largest,7.19,2,54,2.8877327564586013,True,2.4898425880715935
C_PROX,2026-09-16_is-the-SMALL-MAXDD-CELL-the-ONE-PLACE-where-TAPE-LENGTH-BEATS-REGIME_B.result.md,smallest,0.551,432,1148,1.0,False,0.551
C_PROX,2026-09-16_is-the-SMALL-MAXDD-CELL-the-ONE-PLACE-where-TAPE-LENGTH-BEATS-REGIME_B.result.md,largest,0.551,432,1148,1.0,False,0.551
C_PROX,2026-09-16_rule8-split-point-band-clause_cloud.memo.md,smallest,1.2,8,108,1.1444422083302161,True,1.0485457380594558
C_PROX,2026-09-16_rule8-split-point-band-clause_cloud.memo.md,largest,4.5,8,108,1.1444422083302161,True,3.9320465177229593
C_PROX,2026-09-16_rule8-window-geometry-clause_C.memo.md,smallest,1.82,2,18,2.8877327564586013,False,0.6302522267441307
C_PROX,2026-09-16_rule8-window-geometry-clause_C.memo.md,largest,12.3,2,18,2.8877327564586013,True,4.259396917007037
C_PROX,2026-09-16_should-a-RULE-8-CHOOSER-be-scored-on-PICK-STABILITY-rather-than-IS-FIT_cloud.result.md,smallest,31.0,2,2160,2.8877327564586013,True,10.735065400586842
C_PROX,2026-09-16_should-a-RULE-8-CHOOSER-be-scored-on-PICK-STABILITY-rather-than-IS-FIT_cloud.result.md,largest,31.0,2,2160,2.8877327564586013,True,10.735065400586842
C_PROX,2026-09-17_does-the-COARSE-END-of-a-FRACTION-LADDER-MOVE-MORE-THAN-THE-FINE-END-ON-EVERY-FAMILY_B.result.md,smallest,1.36,3,81,1.9251546022643684,False,0.7064367705328014
C_PROX,2026-09-17_does-the-COARSE-END-of-a-FRACTION-LADDER-MOVE-MORE-THAN-THE-FINE-END-ON-EVERY-FAMILY_B.result.md,largest,1.36,3,81,1.9251546022643684,False,0.7064367705328014
C_PROX,2026-09-17_how-many-committed-H-AXIS-claims-rest-on-the-THREE-POINT-LADDER-21-63-126_C.memo.md,smallest,3.67,16,288,1.0,True,3.67
C_PROX,2026-09-17_how-many-committed-H-AXIS-claims-rest-on-the-THREE-POINT-LADDER-21-63-126_C.memo.md,largest,5.68,16,288,1.0,True,5.68
C_PROX,2026-09-17_how-many-committed-H-AXIS-claims-rest-on-the-THREE-POINT-LADDER-21-63-126_C.result.md,smallest,6.47,4,11,1.5411640358644634,True,4.198125474924462
C_PROX,2026-09-17_how-many-committed-H-AXIS-claims-rest-on-the-THREE-POINT-LADDER-21-63-126_C.result.md,largest,6.47,4,11,1.5411640358644634,True,4.198125474924462
C_PROX,2026-09-17_is-the-EDGE-LADDER-TRUNCATED-at-n-5-or-does-an-INTERIOR-PEAK-EXIST-BELOW-IT_C.result.md,smallest,7.81,3,18,1.9251546022643684,True,4.056817042544984
C_PROX,2026-09-17_is-the-EDGE-LADDER-TRUNCATED-at-n-5-or-does-an-INTERIOR-PEAK-EXIST-BELOW-IT_C.result.md,largest,7.81,3,18,1.9251546022643684,True,4.056817042544984
C_PROX,2026-09-17_regime-to-length-between-term-clause_B.memo.md,smallest,0.39,6,4706,1.2856850876317318,False,0.30334022207443584
C_PROX,2026-09-17_regime-to-length-between-term-clause_B.memo.md,largest,2.2623,6,4706,1.2856850876317318,True,1.7596066266640928
C_PROX,2026-09-17_should-a-REGIME-to-LENGTH-RATIO-FIX-its-FRACTION-LADDER-or-COUNT-MATCH-its-BETWEEN-TERM_cloud.result.md,smallest,2.083,3,18,1.9251546022643684,True,1.0819910242792832
C_PROX,2026-09-17_should-a-REGIME-to-LENGTH-RATIO-FIX-its-FRACTION-LADDER-or-COUNT-MATCH-its-BETWEEN-TERM_cloud.result.md,largest,77.956,3,18,1.9251546022643684,True,40.49337123798166
C_PROX,2026-09-17_what-sets-PHI-once-the-EPISODE-LENGTH-is-only-a-LOWER-BOUND-on-L-STAR_B.result.md,smallest,3.0,6,10,1.2142870952761053,True,2.4705854255313966
C_PROX,2026-09-17_what-sets-PHI-once-the-EPISODE-LENGTH-is-only-a-LOWER-BOUND-on-L-STAR_B.result.md,largest,3.0,6,10,1.2142870952761053,True,2.4705854255313966
C_ALL,LEADERBOARD,smallest,1.0,3,594,1.9251546022643684,False,0.5194388018623539
C_ALL,LEADERBOARD,largest,1.0,3,594,1.9251546022643684,False,0.5194388018623539
C_ALL,LEADERBOARD,smallest,2.0,3,126,1.9251546022643684,True,1.0388776037247078
C_ALL,LEADERBOARD,largest,2.0,3,126,1.9251546022643684,True,1.0388776037247078
C_ALL,LEADERBOARD,smallest,1.5,31,2017,1.0,True,1.5
C_ALL,LEADERBOARD,largest,1.5,31,2017,1.0,True,1.5
C_ALL,LEADERBOARD,smallest,1.49,18,108,1.0,True,1.49
C_ALL,LEADERBOARD,largest,2.54,18,108,1.0,True,2.54
C_ALL,LEADERBOARD,smallest,0.25,3,4,1.2163468668042485,False,0.2055334763650388
C_ALL,LEADERBOARD,largest,12.2,3,4,1.2163468668042485,True,10.030033646613893
C_ALL,LEADERBOARD,smallest,6.75,177,300,1.0,True,6.75
C_ALL,LEADERBOARD,largest,250.0,177,300,1.0,True,250.0
C_ALL,LEADERBOARD,smallest,9.0,3,20,1.9251546022643684,True,4.674949216761185
C_ALL,LEADERBOARD,largest,9.0,3,20,1.9251546022643684,True,4.674949216761185
C_ALL,LEADERBOARD,smallest,4.5,13,115,1.0,True,4.5
C_ALL,LEADERBOARD,largest,4.5,13,115,1.0,True,4.5
C_ALL,LEADERBOARD,smallest,5.0,1,21,2.8877327564586013,True,1.7314621613849746
C_ALL,LEADERBOARD,largest,5.0,1,21,2.8877327564586013,True,1.7314621613849746
C_ALL,LEADERBOARD,smallest,2.4,2,16,2.8877327564586013,False,0.8311018374647877
C_ALL,LEADERBOARD,largest,10.8,2,16,2.8877327564586013,True,3.739958268591545
C_ALL,LEADERBOARD,smallest,1.9,40,504,1.0,True,1.9
C_ALL,LEADERBOARD,largest,1.9,40,504,1.0,True,1.9
C_ALL,LEADERBOARD,smallest,2.09,3,144,1.9251546022643684,True,1.0856270958923195
C_ALL,LEADERBOARD,largest,2.09,3,144,1.9251546022643684,True,1.0856270958923195
C_ALL,LEADERBOARD,smallest,1.902,3,30,1.9251546022643684,False,0.9879726011421971
C_ALL,LEADERBOARD,largest,1.969,3,30,1.9251546022643684,True,1.022775000866975
C_ALL,LEADERBOARD,smallest,2.0,24,136,1.0,True,2.0
C_ALL,LEADERBOARD,largest,2.0,24,136,1.0,True,2.0
C_ALL,LEADERBOARD,smallest,3.2,3,108,1.9251546022643684,True,1.6622041659595326
C_ALL,LEADERBOARD,largest,3.2,3,108,1.9251546022643684,True,1.6622041659595326
C_ALL,LEADERBOARD,smallest,10.0,1,12,2.8877327564586013,True,3.462924322769949
C_ALL,LEADERBOARD,largest,10.0,1,12,2.8877327564586013,True,3.462924322769949
C_ALL,LEADERBOARD,smallest,5.07,3,126,1.9251546022643684,True,2.6335547254421345
C_ALL,LEADERBOARD,largest,7.68,3,126,1.9251546022643684,True,3.989289998302878
C_ALL,LEADERBOARD,smallest,16.0,0,126,2.8877327564586013,True,5.540678916431919
C_ALL,LEADERBOARD,largest,56.0,0,126,2.8877327564586013,True,19.392376207511713
C_ALL,LEADERBOARD,smallest,5.09,0,136,2.8877327564586013,True,1.762628480289904
C_ALL,LEADERBOARD,largest,6.7,0,136,2.8877327564586013,True,2.320159296255866
C_ALL,LEADERBOARD,smallest,1.0,3,45,1.9251546022643684,False,0.5194388018623539
C_ALL,LEADERBOARD,largest,6.66,3,45,1.9251546022643684,True,3.459462420403277
C_ALL,LEADERBOARD,smallest,0.23,3,12,1.9251546022643684,False,0.11947092442834141
C_ALL,LEADERBOARD,largest,27.0,3,12,1.9251546022643684,True,14.024847650283556
C_ALL,LEADERBOARD,smallest,4.816,0,54,2.8877327564586013,True,1.6677443538460075
C_ALL,LEADERBOARD,largest,20.0,0,54,2.8877327564586013,True,6.925848645539898
C_ALL,LEADERBOARD,smallest,0.6,19,62,1.0,False,0.6
C_ALL,LEADERBOARD,largest,0.7,19,62,1.0,False,0.7
C_ALL,LEADERBOARD,smallest,8.2,2,816,2.8877327564586013,True,2.839597944671358
C_ALL,LEADERBOARD,largest,10.9,2,816,2.8877327564586013,True,3.7745875118192447
C_ALL,LEADERBOARD,smallest,439.0,6,186,1.2856850876317318,True,341.4521986940444
C_ALL,LEADERBOARD,largest,439.0,6,186,1.2856850876317318,True,341.4521986940444
C_ALL,LEADERBOARD,smallest,6.7,8,504,1.1444422083302161,True,5.8543803708319615
C_ALL,LEADERBOARD,largest,439.0,8,504,1.1444422083302161,True,383.5929825067509
C_ALL,LEADERBOARD,smallest,39.0,7,9,1.0982373998699135,True,35.51144771123216
C_ALL,LEADERBOARD,largest,39.0,7,9,1.0982373998699135,True,35.51144771123216
C_ALL,LEADERBOARD,smallest,1.75,3,96,1.9251546022643684,False,0.9090179032591194
C_ALL,LEADERBOARD,largest,1.75,3,96,1.9251546022643684,False,0.9090179032591194
C_ALL,LEADERBOARD,smallest,8.0,3,252,1.9251546022643684,True,4.155510414898831
C_ALL,LEADERBOARD,largest,8.0,3,252,1.9251546022643684,True,4.155510414898831
C_ALL,LEADERBOARD,smallest,4.2,1,492,2.8877327564586013,True,1.4544282155633788
C_ALL,LEADERBOARD,largest,4.2,1,492,2.8877327564586013,True,1.4544282155633788
C_ALL,LEADERBOARD,smallest,2.1,2,36,2.8877327564586013,False,0.7272141077816894
C_ALL,LEADERBOARD,largest,3.6,2,36,2.8877327564586013,True,1.2466527561971816
C_ALL,LEADERBOARD,smallest,10.0,2,252,2.8877327564586013,True,3.462924322769949
C_ALL,LEADERBOARD,largest,10.0,2,252,2.8877327564586013,True,3.462924322769949
C_ALL,LEADERBOARD,smallest,6.0,11,40774,1.0269736607799933,True,5.842408845659158
C_ALL,LEADERBOARD,largest,6.0,11,40774,1.0269736607799933,True,5.842408845659158
C_ALL,LEADERBOARD,smallest,1.8,4,439,1.5827348717741971,True,1.1372719664552884
C_ALL,LEADERBOARD,largest,1.8,4,439,1.5827348717741971,True,1.1372719664552884
C_ALL,LEADERBOARD,smallest,0.85,3,5,1.3742004018743106,False,0.6185415160995886
C_ALL,LEADERBOARD,largest,0.85,3,5,1.3742004018743106,False,0.6185415160995886
C_ALL,LEADERBOARD,smallest,0.76,3,11,1.8745900462551306,False,0.40542197560381393
C_ALL,LEADERBOARD,largest,0.76,3,11,1.8745900462551306,False,0.40542197560381393
