panel,f,gross,CAGR,Sharpe,MaxDD,H1,H2,IS_CAGR,IS_Sharpe,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD
U56,0.02,0.014410463270223916,0.0024344138485214994,1.0630005146496275,-0.0037846680660942322,1.0843199972449042,1.048930831914489,0.0021676641580810063,1.000867877866533,-0.002910079823223888,0.00265378970214436,1.1113357997644626,-0.003784668066094121
U56,0.04,0.028820153762814427,0.004869815264603838,1.063044003159925,-0.007561672404377107,1.0843509147496835,1.0489869486126975,0.004335513014750436,1.000892588512434,-0.005816566001974666,0.005309333645225678,1.1113933574786348,-0.007561672404376885
U56,0.06,0.04322907486781329,0.007306179995477002,1.0630870258356695,-0.011331015749997064,1.084381565564387,1.0490424433868686,0.006503525981819136,1.000917059830538,-0.008719447501038813,0.007966604824693135,1.1114502785523603,-0.01133101574999762
U56,0.08,0.05763722997493489,0.009743483077594206,1.0631295286851161,-0.015092700839834605,1.0844118542985928,1.0490972974557544,0.008671681308874302,1.000941172101774,-0.01161871146281035,0.010625575891752614,1.1115065579811103,-0.015092700839834605
U56,0.1,0.07204462247359175,0.012181699624666198,1.0631715112948699,-0.018846731729721844,1.0844416129430205,1.0491516574393778,0.010839955427475623,1.0009647417569232,-0.014514349980628838,0.013286221132339016,1.1115623320598464,-0.018846731729722288
U56,0.12,0.08645125575292033,0.01462080376099939,1.0632129142506241,-0.02259311063326941,1.0844708830855565,1.0492053749508046,0.013008326728826347,1.0009878616002714,-0.017406347078555928,0.015948511409659805,1.1116174276357238,-0.022593110633269964
U56,0.14,0.10085713320180666,0.017060770754609322,1.063253776112168,-0.02633184010387002,1.0844996457165905,1.04925853798475,0.015176772480003597,1.0010104836704046,-0.020294691950395016,0.018612420595347068,1.1116719479691517,-0.02633184010387013
U56,0.16,0.11526225820891213,0.01950157477700043,1.0632940679675997,-0.03006292287979584,1.0845280174343273,1.0493109928641156,0.017345271647008165,1.001032708053506,-0.02317937166616324,0.021277919154635727,1.111725767718911,-0.03006292287979595
U56,0.18,0.12966663416269955,0.021943189742903435,1.063333782532854,-0.033786361701056866,1.084555933778892,1.0493627824839737,0.019513800932447145,1.0010544892731528,-0.026060377074075047,0.023944978946032647,1.1117789080804368,-0.03378636170105698
U56,0.2,0.14407026445145885,0.02438558877963426,1.0633728810111205,-0.03750215930940204,1.084583335235959,1.0494138847303138,0.021682337348962077,1.001075800149851,-0.028937695690272602,0.02661357013019261,1.1118313215579299,-0.03750215930940204
U56,0.22,0.15847315246333343,0.02682874733714047,1.0634114175717473,-0.04121031844831846,1.0846102225934846,1.049464401004918,0.023850857212088128,1.0010965945540706,-0.031811320327022274,0.029283667680938263,1.111883137270096,-0.04121031844831835
U56,0.24,0.17287530158634595,0.029272637035214988,1.0634493058099164,-0.0449108443145122,1.084636448822427,1.0495142967233273,0.02601933419914837,1.0011167473530915,-0.03468123867024053,0.03195524175560971,1.1119342975717097,-0.0449108443145122
U56,0.26,0.1872767152084249,0.031717235326110815,1.0634866864244328,-0.04860373887044367,1.0846622117890619,1.049563663185098,0.028187749916153138,1.0011364574642017,-0.03754743808503713,0.03462826660712515,1.1119848999712452,-0.048603738870444335
U56,0.28,0.20167739671743057,0.03416251675243687,1.0635235669559786,-0.052289003774282805,1.0846874509595357,1.0496125680867108,0.030356080288879816,1.0011556864156097,-0.040409908950916895,0.03730271586633327,1.1120349863325794,-0.05228900377428303
U56,0.3,0.21607734950118154,0.03660845093421683,1.063559820226926,-0.05596664177098842,1.084712172231334,1.049660767598684,0.032524300615070834,1.0011743837501939,-0.043268645578904086,0.03997855468366662,1.112084371979214,-0.05596664177098887
U56,0.32,0.23047657694748136,0.03905501286530422,1.063595497244903,-0.05963665560726428,1.0847364128426955,1.0497083251610468,0.03469239008883607,1.0011926266889524,-0.04612362296738204,0.042655754799362455,1.1121330884469185,-0.0596366556072645
